Faculty,Department,UTME_Score,Post_UTME_Score,Aggregate,Cutoff,Olevel_Valid,olevel_avg_points,admitted_numeric
Dental Sciences,Dentistry,202,19,58.25,77.4,1,2.8,1
Law,Law,300,1,54.1,68.65,1,3.12,0
Clinical Sciences,Nursing,363,4,63.77,70.875,1,2.88,0
Law,Law,388,20,85.3,68.65,1,3.36,2
Clinical Sciences,Radiography,281,23,70.53,72.525,1,2.48,1
Management Sciences,Insurance,290,27,78.05,67.125,1,2.96,2
Basic Medical Sciences,Physiology,183,26,64.88,71.55,1,3.2,0
Pharmacy,Pharmacy,224,24,66.4,76.125,1,2.88,1
Clinical Sciences,Radiography,292,15,68.3,72.525,1,3.36,1
Arts,Christian Religious Studies,155,27,61.17,61.625,1,2.96,0
Clinical Sciences,Physiotherapy,206,9,48.35,73.75,1,2.72,0
Environmental Sciences,Architecture,153,3,37.33,50.0,1,3.04,0
Environmental Sciences,Urban & Regional Planning,203,4,43.77,50.0,1,2.88,0
Arts,French,221,17,61.42,66.55,1,3.36,1
Engineering,Mechanical Engineering,279,7,59.48,50.0,1,3.52,0
Education,Early Childhood Education,279,28,78.08,50.0,1,3.04,2
Basic Medical Sciences,Medical Laboratory Science,156,4,35.5,74.675,1,2.4,0
Science,Computer Science,271,25,76.08,71.75,1,3.44,2
Pharmacy,Pharmacy,222,7,47.95,76.125,1,2.64,0
Social Sciences,Political Science,223,17,58.08,68.6,1,2.64,1
Dental Sciences,Dentistry,276,9,59.1,77.4,1,3.12,0
Science,Physics,329,0,58.33,50.0,1,3.44,0
Environmental Sciences,Quantity Surveying,166,27,63.75,50.0,1,3.2,0
Social Sciences,Political Science,297,24,75.92,68.6,1,2.96,2
Engineering,Surveying & Geoinformatics Engineering,141,6,38.02,50.0,1,2.88,0
Pharmacy,Pharmacy,198,24,63.55,76.125,1,2.96,0
Law,Law,329,20,77.92,68.65,1,3.36,2
Social Sciences,Mass Communication,324,14,71.7,72.35,1,3.44,1
Science,Geophysics,376,12,75.4,50.0,1,3.28,2
Dental Sciences,Dentistry,340,24,78.9,77.4,1,2.48,2
Education,Education Islamic Religious Studies,194,10,50.25,50.0,1,3.2,0
Social Sciences,Political Science,382,30,92.55,68.6,1,2.96,2
Social Sciences,Psychology,187,28,66.17,67.4,1,2.96,0
Law,Law,274,3,52.05,68.65,1,2.96,0
Dental Sciences,Dentistry,254,0,48.15,77.4,1,3.28,0
Science,Zoology,197,8,47.83,50.0,1,3.04,0
Engineering,Biomedical Engineering,163,17,52.17,50.0,1,2.96,0
Social Sciences,Economics,354,19,79.65,69.95,1,3.28,2
Environmental Sciences,Architecture,327,8,63.67,50.0,1,2.96,0
Law,Law,337,23,82.72,68.65,1,3.52,2
Clinical Sciences,Radiography,162,28,65.45,72.525,1,3.44,0
Arts,English,174,27,61.95,68.175,1,2.64,0
Clinical Sciences,Physiotherapy,279,20,72.08,73.75,1,3.44,1
Basic Medical Sciences,Medical Laboratory Science,264,22,70.6,74.675,1,3.12,1
Engineering,Mechanical Engineering,313,26,79.53,50.0,1,2.88,2
Basic Medical Sciences,Physiology,283,15,63.17,71.55,1,2.56,1
Environmental Sciences,Estate Management,371,9,68.97,50.0,1,2.72,0
Clinical Sciences,Physiotherapy,318,21,77.55,73.75,1,3.36,2
Management Sciences,Business Administration,194,27,63.65,68.65,1,2.48,0
Environmental Sciences,Urban & Regional Planning,215,24,66.08,50.0,1,3.04,2
Dental Sciences,Dentistry,308,17,70.7,77.4,1,3.04,1
Pharmacy,Pharmacy,202,12,54.85,76.125,1,3.52,1
Education,Education Chemistry,270,25,75.95,50.0,1,3.44,2
Science,Fisheries,293,18,69.42,50.0,1,2.96,2
Science,Geophysics,150,19,52.95,50.0,1,3.04,0
Engineering,Metallurgical & Material Engineering,175,29,66.47,50.0,1,3.12,0
Environmental Sciences,Quantity Surveying,318,27,80.75,50.0,1,2.8,2
Social Sciences,Sociology,245,14,58.62,66.15,1,2.8,1
Engineering,Surveying & Geoinformatics Engineering,169,2,37.92,50.0,1,2.96,0
Dental Sciences,Dentistry,242,4,51.05,77.4,1,3.36,0
Science,Industrial Mathematics,233,23,68.92,50.0,1,3.36,2
Science,Geology,387,5,65.78,50.0,1,2.48,0
Environmental Sciences,Architecture,166,11,46.95,50.0,1,3.04,0
Management Sciences,Business Administration,203,11,50.38,68.65,1,2.8,0
Science,Statistics,384,4,67.2,50.0,1,3.04,0
Arts,French,248,5,53.2,66.55,1,3.44,0
Pharmacy,Pharmacy,228,21,67.1,76.125,1,3.52,1
Environmental Sciences,Building,385,1,65.53,50.0,1,3.28,0
Management Sciences,IRPM,223,16,57.88,50.0,1,2.8,2
Education,Educational Foundations,183,12,49.27,50.0,1,2.88,0
Law,Law,184,6,41.4,68.65,1,2.48,0
Management Sciences,Business Administration,149,26,59.02,68.65,1,2.88,0
Environmental Sciences,Estate Management,320,10,67.2,50.0,1,3.44,0
Arts,Linguistic Igbo/Yoruba,173,27,63.42,61.175,1,2.96,0
Clinical Sciences,Physiotherapy,233,20,67.12,73.75,1,3.6,1
Clinical Sciences,Radiography,350,24,81.75,72.525,1,2.8,2
Education,Early Childhood Education,200,20,61.4,50.0,1,3.28,2
Law,Law,240,27,71.4,68.65,1,2.88,2
Science,Geophysics,393,30,94.72,50.0,1,3.12,2
Social Sciences,Psychology,188,10,47.9,67.4,1,2.88,0
Science,Mathematics,335,8,65.88,50.0,1,3.2,0
Clinical Sciences,Radiography,190,7,47.15,72.525,1,3.28,0
Science,Industrial Mathematics,353,3,63.52,50.0,1,3.28,0
Arts,Christian Religious Studies,242,16,61.85,61.625,1,3.12,2
Social Sciences,Economics,290,27,77.25,69.95,1,2.8,2
Pharmacy,Pharmacy,214,8,47.95,76.125,1,2.64,0
Dental Sciences,Dentistry,199,30,70.47,77.4,1,3.12,0
Clinical Sciences,Nursing,381,13,77.83,70.875,1,3.44,2
Education,Education Christian Religious Studies,225,21,64.72,50.0,1,3.12,2
Basic Medical Sciences,Pharmacology,183,18,56.08,72.625,1,3.04,0
Law,Law,392,27,90.8,68.65,1,2.96,2
Dental Sciences,Dentistry,255,22,69.47,77.4,1,3.12,1
Environmental Sciences,Estate Management,229,11,52.83,50.0,1,2.64,0
Engineering,Biomedical Engineering,166,3,36.95,50.0,1,2.64,0
Environmental Sciences,Estate Management,375,8,69.28,50.0,1,2.88,0
Dental Sciences,Dentistry,151,8,40.08,77.4,1,2.64,0
Basic Medical Sciences,Medical Laboratory Science,208,24,66.0,74.675,1,3.2,1
Science,Physics,248,18,61.8,50.0,1,2.56,2
Law,Law,354,12,70.25,68.65,1,2.8,2
Management Sciences,Business Administration,196,22,61.7,68.65,1,3.04,0
Arts,Russian,168,9,44.8,67.65,1,2.96,0
Environmental Sciences,Architecture,212,26,66.9,50.0,1,2.88,2
Science,Computer Science,165,17,52.02,71.75,1,2.88,0
Management Sciences,Accounting,217,1,44.12,74.1,1,3.2,0
Social Sciences,Mass Communication,146,5,39.25,72.35,1,3.2,0
Management Sciences,Business Administration,246,16,61.15,68.65,1,2.88,1
Dental Sciences,Dentistry,378,21,81.45,77.4,1,2.64,2
Basic Medical Sciences,Physiology,282,9,60.65,71.55,1,3.28,0
Dental Sciences,Dentistry,335,6,60.67,77.4,1,2.56,0
Science,Chemistry,166,16,51.95,50.0,1,3.04,0
Pharmacy,Pharmacy,361,0,60.73,76.125,1,3.12,0
Education,Education Yoruba,227,18,63.17,50.0,1,3.36,2
Social Sciences,Mass Communication,145,28,61.33,72.35,1,3.04,0
Environmental Sciences,Urban & Regional Planning,198,2,38.35,50.0,1,2.32,0
Law,Law,174,12,46.95,68.65,1,2.64,0
Arts,Linguistic Igbo/Yoruba,314,19,70.25,61.175,1,2.4,2
Arts,Islamic Religious Studies,259,3,50.17,60.225,1,2.96,0
Education,Education History,400,5,70.6,50.0,1,3.12,0
Social Sciences,Political Science,277,9,59.62,68.6,1,3.2,0
Engineering,Civil & Environmental Engineering,285,25,74.62,50.0,1,2.8,2
Law,Law,174,26,62.55,68.65,1,2.96,0
Basic Medical Sciences,Physiology,190,24,60.55,71.55,1,2.56,0
Pharmacy,Pharmacy,163,5,38.17,76.125,1,2.56,0
Clinical Sciences,Radiography,311,28,80.88,72.525,1,2.8,2
Environmental Sciences,Architecture,339,21,76.97,50.0,1,2.72,2
Pharmacy,Pharmacy,209,23,63.52,76.125,1,2.88,1
Arts,Linguistic Igbo/Yoruba,147,29,60.58,61.175,1,2.64,0
Social Sciences,Economics,225,11,55.12,69.95,1,3.2,0
Environmental Sciences,Estate Management,395,20,82.97,50.0,1,2.72,2
Arts,French,147,11,44.98,66.55,1,3.12,0
Pharmacy,Pharmacy,163,15,50.58,76.125,1,3.04,0
Law,Law,291,29,79.78,68.65,1,2.88,2
Management Sciences,Actuarial Science,222,27,69.55,61.875,1,2.96,2
Engineering,Computer Engineering,170,9,47.85,50.0,1,3.52,0
Clinical Sciences,Medicine and Surgery,219,6,46.58,80.8,1,2.64,0
Environmental Sciences,Quantity Surveying,257,13,59.92,50.0,1,2.96,2
Engineering,Computer Engineering,147,24,55.58,50.0,1,2.64,0
Clinical Sciences,Nursing,306,27,78.45,70.875,1,2.64,2
Education,Educational Administration,280,30,78.6,50.0,1,2.72,2
Pharmacy,Pharmacy,261,5,54.83,76.125,1,3.44,0
Clinical Sciences,Medicine and Surgery,284,30,79.5,80.8,1,2.8,1
Dental Sciences,Dentistry,340,24,82.1,77.4,1,3.12,2
Arts,English,245,26,72.22,68.175,1,3.12,2
Education,Education Chemistry,393,13,76.92,50.0,1,2.96,2
Engineering,Chemical & Petroleum Engineering,216,2,47.8,50.0,1,3.76,0
Science,Physics,263,21,69.88,50.0,1,3.2,2
Basic Medical Sciences,Medical Laboratory Science,347,6,64.97,74.675,1,3.12,0
Engineering,Surveying & Geoinformatics Engineering,345,13,69.33,50.0,1,2.64,2
Science,Chemistry,200,6,45.0,50.0,1,2.8,0
Clinical Sciences,Medicine and Surgery,267,25,70.78,80.8,1,2.48,1
Dental Sciences,Dentistry,292,6,56.1,77.4,1,2.72,0
Education,Education Igbo,145,27,60.33,50.0,1,3.04,0
Science,Zoology,272,10,60.8,50.0,1,3.36,0
Dental Sciences,Dentistry,199,1,39.08,77.4,1,2.64,0
Basic Medical Sciences,Physiology,284,13,65.3,71.55,1,3.36,1
Law,Law,377,6,68.72,68.65,1,3.12,0
Pharmacy,Pharmacy,313,17,69.72,76.125,1,2.72,1
Social Sciences,Mass Communication,382,4,69.75,72.35,1,3.6,0
Environmental Sciences,Quantity Surveying,217,21,63.73,50.0,1,3.12,2
Dental Sciences,Dentistry,379,2,64.97,77.4,1,3.12,0
Pharmacy,Pharmacy,192,11,46.2,76.125,1,2.24,0
Science,Industrial Mathematics,398,25,89.95,50.0,1,3.04,2
Clinical Sciences,Radiography,294,12,65.15,72.525,1,3.28,1
Dental Sciences,Dentistry,359,29,87.47,77.4,1,2.72,2
Management Sciences,Accounting,270,4,50.55,74.1,1,2.56,0
Social Sciences,Mass Communication,272,18,69.2,72.35,1,3.44,1
Engineering,Chemical & Petroleum Engineering,209,23,64.72,50.0,1,3.12,2
Management Sciences,Finance,194,30,67.85,68.9,1,2.72,0
Clinical Sciences,Nursing,154,4,38.45,70.875,1,3.04,0
Environmental Sciences,Estate Management,344,14,71.4,50.0,1,2.88,2
Clinical Sciences,Medicine and Surgery,325,3,57.23,80.8,1,2.72,0
Engineering,Biomedical Engineering,151,21,56.27,50.0,1,3.28,0
Pharmacy,Pharmacy,158,18,53.35,76.125,1,3.12,0
Management Sciences,Actuarial Science,269,23,71.03,61.875,1,2.88,2
Engineering,Systems Engineering,350,27,83.95,50.0,1,2.64,2
Pharmacy,Pharmacy,141,15,45.83,76.125,1,2.64,0
Law,Law,398,7,71.15,68.65,1,2.88,0
Pharmacy,Pharmacy,368,23,81.8,76.125,1,2.56,2
Law,Law,365,15,77.83,68.65,1,3.44,2
Engineering,Mechanical Engineering,214,19,60.15,50.0,1,2.88,2
Social Sciences,Psychology,287,29,80.08,67.4,1,3.04,2
Science,Cell Biology & Genetics,257,15,58.73,50.0,1,2.32,2
Basic Medical Sciences,Physiology,397,22,86.83,71.55,1,3.04,2
Education,Education Islamic Religious Studies,158,23,61.55,50.0,1,3.76,0
Education,Education Yoruba,305,7,60.73,50.0,1,3.12,0
Science,Cell Biology & Genetics,232,1,42.4,50.0,1,2.48,0
Clinical Sciences,Medicine and Surgery,243,22,67.17,80.8,1,2.96,1
Management Sciences,Insurance,305,10,62.52,67.125,1,2.88,0
Engineering,Surveying & Geoinformatics Engineering,320,7,62.2,50.0,1,3.04,0
Social Sciences,Social Work,382,4,68.15,50.0,1,3.28,0
Education,Education Igbo,161,27,62.73,50.0,1,3.12,0
Arts,Islamic Religious Studies,281,10,60.33,60.225,1,3.04,0
Science,Geology,223,3,48.08,50.0,1,3.44,0
Arts,History & Strategic Studies,374,7,67.75,68.6,1,2.8,0
Environmental Sciences,Estate Management,306,1,53.65,50.0,1,2.88,0
Management Sciences,IRPM,264,11,60.0,50.0,1,3.2,0
Clinical Sciences,Nursing,342,7,66.15,70.875,1,3.28,0
Arts,English,210,18,57.05,68.175,1,2.56,1
Social Sciences,Mass Communication,377,12,74.72,72.35,1,3.12,2
Arts,French,278,5,53.75,66.55,1,2.8,0
Environmental Sciences,Architecture,204,1,43.3,50.0,1,3.36,0
Environmental Sciences,Quantity Surveying,331,21,79.17,50.0,1,3.36,2
Pharmacy,Pharmacy,153,29,64.12,76.125,1,3.2,0
Arts,Chinese,283,26,79.78,66.7,1,3.68,2
Management Sciences,IRPM,318,24,79.35,50.0,1,3.12,2
Dental Sciences,Dentistry,353,8,70.12,77.4,1,3.6,0
Dental Sciences,Dentistry,228,25,65.9,77.4,1,2.48,1
Basic Medical Sciences,Physiology,173,19,53.02,71.55,1,2.48,0
Social Sciences,Social Work,386,21,82.85,50.0,1,2.72,2
Pharmacy,Pharmacy,375,5,65.08,76.125,1,2.64,0
Pharmacy,Pharmacy,297,1,55.33,76.125,1,3.44,0
Engineering,Civil & Environmental Engineering,229,16,59.83,50.0,1,3.04,2
Arts,Linguistic Igbo/Yoruba,359,14,73.28,61.175,1,2.88,2
Basic Medical Sciences,Medical Laboratory Science,216,3,44.4,74.675,1,2.88,0
Pharmacy,Pharmacy,253,26,72.83,76.125,1,3.04,1
Education,Early Childhood Education,343,18,76.88,50.0,1,3.2,2
Basic Medical Sciences,Pharmacology,298,24,76.45,72.625,1,3.04,2
Arts,Creative Arts,319,27,83.67,67.05,1,3.36,2
Law,Law,189,3,43.42,68.65,1,3.36,0
Arts,Linguistic Igbo/Yoruba,346,7,65.45,61.175,1,3.04,0
Education,Technology Education,160,27,60.6,50.0,1,2.72,0
Law,Law,351,15,73.28,68.65,1,2.88,2
Dental Sciences,Dentistry,347,18,76.58,77.4,1,3.04,1
Basic Medical Sciences,Medical Laboratory Science,156,29,60.5,74.675,1,2.4,0
Science,Botany,269,22,69.22,50.0,1,2.72,2
Basic Medical Sciences,Physiology,310,18,70.35,71.55,1,2.72,1
Social Sciences,Political Science,186,30,67.65,68.6,1,2.88,0
Science,Computer Science,216,29,73.6,71.75,1,3.52,2
Science,Statistics,331,27,82.78,50.0,1,2.88,2
Basic Medical Sciences,Pharmacology,390,27,90.95,72.625,1,3.04,2
Basic Medical Sciences,Pharmacology,370,28,89.85,72.625,1,3.12,2
Clinical Sciences,Radiography,197,17,55.62,72.525,1,2.8,0
Science,Zoology,294,8,59.95,50.0,1,3.04,0
Environmental Sciences,Building,364,27,86.9,50.0,1,2.88,2
Environmental Sciences,Architecture,153,29,65.72,50.0,1,3.52,0
Environmental Sciences,Architecture,302,7,62.75,50.0,1,3.6,0
Pharmacy,Pharmacy,161,1,34.33,76.125,1,2.64,0
Environmental Sciences,Urban & Regional Planning,208,30,69.6,50.0,1,2.72,2
Environmental Sciences,Urban & Regional Planning,312,3,55.2,50.0,1,2.64,0
Basic Medical Sciences,Physiology,325,23,78.42,71.55,1,2.96,2
Law,Law,191,4,39.08,68.65,1,2.24,0
Clinical Sciences,Nursing,200,23,62.4,70.875,1,2.88,1
Pharmacy,Pharmacy,307,3,56.58,76.125,1,3.04,0
Education,Human Kinetics Education,257,30,78.92,50.0,1,3.36,2
Clinical Sciences,Medicine and Surgery,344,23,78.8,80.8,1,2.56,1
Engineering,Metallurgical & Material Engineering,173,26,61.23,50.0,1,2.72,0
Education,Adult Education,307,14,68.78,50.0,1,3.28,2
Education,Human Kinetics Education,293,20,71.03,50.0,1,2.88,2
Law,Law,365,14,78.03,68.65,1,3.68,2
Dental Sciences,Dentistry,372,28,91.7,77.4,1,3.44,2
Management Sciences,Insurance,257,20,65.72,67.125,1,2.72,1
Science,Geology,182,20,57.95,50.0,1,3.04,0
Pharmacy,Pharmacy,239,5,50.88,76.125,1,3.2,0
Engineering,Electrical & Electronics Engineering,216,8,49.8,50.0,1,2.96,0
Education,Education Biology,198,13,50.55,50.0,1,2.56,0
Dental Sciences,Dentistry,399,5,69.67,77.4,1,2.96,0
Basic Medical Sciences,Pharmacology,387,20,81.58,72.625,1,2.64,2
Basic Medical Sciences,Medical Laboratory Science,142,5,39.15,74.675,1,3.28,0
Education,Education Mathematics,290,23,75.25,50.0,1,3.2,2
Science,Zoology,375,14,73.28,50.0,1,2.48,2
Education,Education Economics,213,30,72.22,50.0,1,3.12,2
Education,Business Education,360,15,75.6,50.0,1,3.12,2
Engineering,Chemical & Petroleum Engineering,147,3,39.77,50.0,1,3.68,0
Dental Sciences,Dentistry,339,13,68.97,77.4,1,2.72,1
Arts,Christian Religious Studies,237,24,70.42,61.625,1,3.36,2
Management Sciences,Finance,399,3,66.47,68.9,1,2.72,0
Pharmacy,Pharmacy,352,24,80.8,76.125,1,2.56,2
Law,Law,148,24,54.9,68.65,1,2.48,0
Pharmacy,Pharmacy,229,5,48.02,76.125,1,2.88,0
Pharmacy,Pharmacy,238,20,63.35,76.125,1,2.72,1
Environmental Sciences,Architecture,294,24,73.55,50.0,1,2.56,2
Basic Medical Sciences,Physiology,259,2,50.38,71.55,1,3.2,0
Dental Sciences,Dentistry,385,27,91.12,77.4,1,3.2,2
Law,Law,346,25,85.05,68.65,1,3.36,2
Education,Business Education,250,4,52.85,50.0,1,3.52,0
Clinical Sciences,Nursing,373,12,72.22,70.875,1,2.72,2
Science,Marine Biology,188,0,37.1,50.0,1,2.72,0
Clinical Sciences,Medicine and Surgery,352,30,89.6,80.8,1,3.12,2
Environmental Sciences,Estate Management,316,1,51.3,50.0,1,2.16,0
Pharmacy,Pharmacy,149,27,61.23,76.125,1,3.12,0
Arts,Philosophy,359,3,64.28,67.4,1,3.28,0
Education,Education Economics,235,4,48.17,50.0,1,2.96,0
Engineering,Systems Engineering,250,1,46.65,50.0,1,2.88,0
Arts,Linguistic Igbo/Yoruba,230,24,69.15,61.175,1,3.28,2
Law,Law,163,14,50.38,68.65,1,3.2,0
Social Sciences,Sociology,162,15,49.65,66.15,1,2.88,0
Pharmacy,Pharmacy,215,5,49.88,76.125,1,3.6,0
Engineering,Metallurgical & Material Engineering,350,10,69.35,50.0,1,3.12,0
Clinical Sciences,Physiotherapy,319,16,71.08,73.75,1,3.04,1
Engineering,Civil & Environmental Engineering,360,9,70.4,50.0,1,3.28,0
Arts,Islamic Religious Studies,286,7,60.75,60.225,1,3.6,0
Clinical Sciences,Radiography,335,4,61.88,72.525,1,3.2,0
Environmental Sciences,Architecture,251,28,73.38,50.0,1,2.8,2
Engineering,Mechanical Engineering,373,20,80.22,50.0,1,2.72,2
Engineering,Civil & Environmental Engineering,199,28,66.47,50.0,1,2.72,0
Pharmacy,Pharmacy,274,3,54.45,76.125,1,3.44,0
Education,Education French,359,9,68.67,50.0,1,2.96,0
Clinical Sciences,Radiography,218,22,63.25,72.525,1,2.8,1
Management Sciences,Actuarial Science,346,1,57.45,61.875,1,2.64,0
Arts,Philosophy,173,5,44.23,67.4,1,3.52,0
Engineering,Metallurgical & Material Engineering,173,1,39.83,50.0,1,3.44,0
Environmental Sciences,Quantity Surveying,377,10,70.72,50.0,1,2.72,0
Law,Law,359,26,83.67,68.65,1,2.56,2
Clinical Sciences,Radiography,191,17,55.67,72.525,1,2.96,0
Management Sciences,IRPM,386,1,64.45,50.0,1,3.04,0
Dental Sciences,Dentistry,388,6,70.9,77.4,1,3.28,0
Environmental Sciences,Architecture,266,11,59.05,50.0,1,2.96,0
Law,Law,258,6,51.85,68.65,1,2.72,0
Management Sciences,IRPM,254,0,47.75,50.0,1,3.2,0
Science,Computer Science,181,13,47.62,71.75,1,2.4,0
Clinical Sciences,Nursing,184,13,48.8,70.875,1,2.56,0
Basic Medical Sciences,Medical Laboratory Science,298,26,77.25,74.675,1,2.8,2
Environmental Sciences,Urban & Regional Planning,188,9,45.7,50.0,1,2.64,0
Clinical Sciences,Medicine and Surgery,285,10,60.42,80.8,1,2.96,0
Engineering,Electrical & Electronics Engineering,381,21,84.22,50.0,1,3.12,2
Science,Cell Biology & Genetics,310,30,83.55,50.0,1,2.96,2
Social Sciences,Social Work,221,9,55.02,50.0,1,3.68,0
Basic Medical Sciences,Medical Laboratory Science,228,20,63.7,74.675,1,3.04,1
Science,Microbiology,253,5,52.23,50.0,1,3.12,0
Education,Education Geography,277,10,59.42,50.0,1,2.96,0
Arts,Islamic Religious Studies,302,17,69.95,60.225,1,3.04,2
Management Sciences,Accounting,193,22,59.73,74.1,1,2.72,0
Arts,History & Strategic Studies,345,20,77.12,68.6,1,2.8,2
Clinical Sciences,Physiotherapy,273,17,65.12,73.75,1,2.8,1
Law,Law,286,29,80.35,68.65,1,3.12,2
Science,Industrial Mathematics,400,9,74.6,50.0,1,3.12,0
Clinical Sciences,Radiography,222,26,68.55,72.525,1,2.96,1
Clinical Sciences,Medicine and Surgery,391,22,87.28,80.8,1,3.28,2
Science,Industrial Mathematics,387,12,74.78,50.0,1,2.88,2
Engineering,Biomedical Engineering,218,28,68.85,50.0,1,2.72,2
Pharmacy,Pharmacy,292,20,69.7,76.125,1,2.64,1
Basic Medical Sciences,Pharmacology,332,6,60.7,72.625,1,2.64,0
Environmental Sciences,Quantity Surveying,162,2,37.85,50.0,1,3.12,0
Management Sciences,Accounting,369,23,83.53,74.1,1,2.88,2
Arts,Linguistic Igbo/Yoruba,165,14,49.83,61.175,1,3.04,0
Arts,Christian Religious Studies,394,1,66.25,61.625,1,3.2,0
Environmental Sciences,Estate Management,166,5,39.35,50.0,1,2.72,0
Management Sciences,Insurance,146,13,45.25,67.125,1,2.8,0
Management Sciences,Accounting,167,25,61.88,74.1,1,3.2,0
Basic Medical Sciences,Pharmacology,198,9,49.35,72.625,1,3.12,0
Pharmacy,Pharmacy,281,9,61.33,76.125,1,3.44,0
Law,Law,296,3,55.6,68.65,1,3.12,0
Pharmacy,Pharmacy,265,28,74.33,76.125,1,2.64,1
Dental Sciences,Dentistry,158,21,55.95,77.4,1,3.04,0
Arts,Creative Arts,344,16,75.8,67.05,1,3.36,2
Law,Law,245,4,49.42,68.65,1,2.96,0
Dental Sciences,Dentistry,231,24,67.28,77.4,1,2.88,1
Environmental Sciences,Quantity Surveying,153,19,53.33,50.0,1,3.04,0
Social Sciences,Geography,155,14,47.38,50.0,1,2.8,0
Education,Education Biology,164,21,54.3,50.0,1,2.56,0
Law,Law,285,18,64.03,68.65,1,2.08,1
Arts,Russian,149,25,59.23,67.65,1,3.12,0
Science,Geophysics,267,10,55.77,50.0,1,2.48,0
Arts,Christian Religious Studies,294,24,75.15,61.625,1,2.88,2
Basic Medical Sciences,Physiology,320,28,83.6,71.55,1,3.12,2
Clinical Sciences,Medicine and Surgery,321,24,80.12,80.8,1,3.2,1
Management Sciences,IRPM,141,15,43.83,50.0,1,2.24,0
Law,Law,298,21,72.65,68.65,1,2.88,2
Basic Medical Sciences,Physiology,238,16,62.55,71.55,1,3.36,1
Arts,Chinese,208,25,63.0,66.7,1,2.4,1
Science,Cell Biology & Genetics,275,24,71.17,50.0,1,2.56,2
Education,Education Christian Religious Studies,140,22,52.7,50.0,1,2.64,0
Basic Medical Sciences,Pharmacology,230,13,58.55,72.625,1,3.36,1
Basic Medical Sciences,Physiology,363,28,88.58,71.55,1,3.04,2
Science,Geophysics,257,15,62.73,50.0,1,3.12,2
Law,Law,394,27,93.85,68.65,1,3.52,2
Clinical Sciences,Nursing,279,14,63.67,70.875,1,2.96,1
Social Sciences,Psychology,337,21,77.92,67.4,1,2.96,2
Education,Health Education,248,15,60.8,50.0,1,2.96,2
Dental Sciences,Dentistry,303,25,78.47,77.4,1,3.12,2
Engineering,Metallurgical & Material Engineering,359,26,86.47,50.0,1,3.12,2
Law,Law,189,23,61.42,68.65,1,2.96,0
Education,Education Biology,254,23,70.35,50.0,1,3.12,2
Education,Education Chemistry,383,0,60.27,50.0,1,2.48,0
Dental Sciences,Dentistry,268,7,54.1,77.4,1,2.72,0
Environmental Sciences,Building,226,27,71.65,50.0,1,3.28,2
Science,Geophysics,177,11,48.73,50.0,1,3.12,0
Pharmacy,Pharmacy,242,27,72.05,76.125,1,2.96,1
Education,Education French,255,11,60.88,50.0,1,3.6,0
Arts,French,354,15,74.85,66.55,1,3.12,2
Arts,Christian Religious Studies,312,16,68.2,61.625,1,2.64,2
Engineering,Biomedical Engineering,191,13,50.48,50.0,1,2.72,0
Basic Medical Sciences,Medical Laboratory Science,307,1,56.17,74.675,1,3.36,0
Environmental Sciences,Urban & Regional Planning,364,2,62.7,50.0,1,3.04,0
Social Sciences,Economics,344,13,70.4,69.95,1,2.88,2
Clinical Sciences,Physiotherapy,262,14,61.95,73.75,1,3.04,1
