Faculty,Department,UTME_Score,UTME_Cutoff,Aggregate_Score,Aggregate_Cutoff,Olevel_Valid,Sittings,Admission_Status,Olevel_Grades
College of Medicine,Medicine and Surgery,296,260,69.4,55.0,True,1,admitted,"B3, C6, C6, B2, B3"
Law,Law,290,240,68.5,55.0,True,1,admitted,"C4, C6, C5, B2, B3"
Management Sciences,Accounting,259,200,51.85,55.0,True,2,not admitted,"C6, C5, A1, C5, C5"
Agriculture,Hospitality and Tourism Management,265,150,66.75,58.45,True,1,admitted,"C4, B3, B2, B3, C6"
Pharmacy,Doctor of Pharmacy,302,240,69.3,55.0,True,1,admitted,"C6, B2, C4, C5, C4"
Agriculture,Water Resources Management and Agrometeorology,334,150,77.1,55.0,True,1,admitted,"B3, B3, C6, B2, C4"
Environmental Design and Management,Estate Management,336,160,84.4,57.5,True,1,admitted,"B3, A1, B3, A1, B3"
Engineering,Mechatronics Engineering,342,220,64.3,65.0,True,2,not admitted,"B2, B3, C6, C5, C6"
Engineering,Mechanical Engineering,320,200,59.0,65.0,True,2,not admitted,"B2, C6, C5, C6, C5"
Basic Medical Science,Nursing Science,290,150,72.5,55.0,True,1,admitted,"C5, A1, C4, C5, A1"
Education,Physics Education,350,150,71.5,53.6,True,2,admitted,"B3, A1, B2, C4, C6"
Environmental Design and Management,Architecture,279,210,70.85,66.25,True,1,admitted,"C4, A1, B3, B2, C6"
Environmental Design and Management,Architecture,258,210,60.7,66.25,True,1,not admitted,"B3, C6, B3, C5, C6"
Pharmacy,Doctor of Pharmacy,183,240,58.45,55.0,True,1,not admitted,"B3, A1, A1, C4, C5"
College of Medicine,Medicine and Surgery,180,260,47.0,55.0,True,2,not admitted,"A1, A1, C6, C4, B3"
College of Medicine,Medicine and Surgery,224,260,58.6,55.0,True,1,not admitted,"B2, C6, C5, C6, A1"
Management Sciences,Accounting,243,200,63.45,55.0,True,1,admitted,"C5, C4, B3, B2, C4"
Engineering,Civil Engineering,290,200,74.5,65.0,True,1,admitted,"B2, B3, B3, B3, B3"
Education,Library and Information Science,316,150,78.4,64.5,True,1,admitted,"B3, C6, B2, B2, A1"
Agriculture,Fisheries and Aquaculture,146,150,33.9,50.3,True,2,not admitted,"C6, C6, C5, C5, A1"
Law,Law,140,240,37.0,55.0,True,2,not admitted,"C4, C4, C6, C4, A1"
Agriculture,Water Resources Management and Agrometeorology,291,150,70.65,55.0,True,1,admitted,"B2, A1, C4, C6, C5"
Pharmacy,Doctor of Pharmacy,318,240,65.7,55.0,True,2,admitted,"A1, C4, C6, A1, C5"
Agriculture,Crop Science and Horticulture,272,150,60.8,57.3,True,2,admitted,"B3, C5, B2, B2, B3"
Arts,Linguistics and Language,341,150,72.15,55.0,True,2,admitted,"C5, C4, B3, A1, A1"
Social Sciences,Sociology,163,160,44.45,63.95,True,2,not admitted,"B3, C5, C4, B2, A1"
Agriculture,Fisheries and Aquaculture,340,150,75.0,50.3,True,1,admitted,"A1, C5, C5, C5, C5"
Engineering,Mechatronics Engineering,248,220,63.2,65.0,True,1,not admitted,"C4, A1, B2, C6, C6"
Law,Law,263,240,72.45,55.0,True,1,admitted,"B2, B2, B2, B2, C4"
Management Sciences,Finance,197,160,49.55,55.0,True,2,not admitted,"B2, B3, C5, B2, B3"
Communications and Media Studies,Journalism,331,150,79.65,64.0,True,1,admitted,"B2, B2, A1, C4, C6"
Pharmacy,Doctor of Pharmacy,193,240,56.95,55.0,True,1,not admitted,"B3, B3, A1, C5, C5"
Law,Law,259,240,59.85,55.0,True,2,admitted,"C4, C5, A1, B3, A1"
Agriculture,Soil Science and Land Resources Management,244,150,60.6,55.0,True,1,admitted,"B2, C6, C6, C4, B3"
Law,Law,229,240,57.35,55.0,True,1,not admitted,"A1, C6, C5, C4, C6"
Basic Medical Science,Nursing Science,158,150,52.7,55.0,True,1,not admitted,"C6, B3, A1, C4, B2"
Science,Industrial Chemistry,212,150,57.8,60.5,True,1,not admitted,"B3, C6, C6, B3, A1"
Science,Chemistry,201,150,46.15,62.5,True,2,not admitted,"C5, A1, B2, C6, C5"
Social Sciences,Psychology,252,150,57.8,64.5,True,1,not admitted,"C6, C4, C6, C6, B3"
Education,Health Education,185,150,41.75,57.95,True,2,not admitted,"C5, A1, C6, C4, C5"
Environmental Design and Management,Urban and Regional Planning,196,150,51.4,56.0,True,2,not admitted,"C4, B3, A1, A1, C4"
Agriculture,Soil Science and Land Resources Management,225,150,46.75,55.0,True,2,not admitted,"C6, C6, B2, B2, C6"
Science,Biochemistry,261,180,64.15,63.75,True,1,admitted,"A1, C4, C4, C5, C6"
Science,Mathematics,229,150,63.35,55.5,True,1,admitted,"B3, C5, A1, C5, B2"
Management Sciences,Accounting,287,200,71.05,55.0,True,1,admitted,"B3, C5, B2, A1, C6"
Pharmacy,Doctor of Pharmacy,273,240,62.95,55.0,True,1,admitted,"C4, C6, C4, C5, C4"
Communications and Media Studies,Mass Communication,197,220,62.55,66.3,True,1,not admitted,"A1, B3, C5, A1, B2"
Education,Health Education,204,150,43.6,57.95,True,2,not admitted,"B3, B3, C4, C6, C6"
Engineering,Agricultural and Bio-Resources Engineering,344,160,68.6,55.0,True,2,admitted,"C5, C5, A1, B3, C4"
Engineering,Mechanical Engineering,298,200,69.7,65.0,True,1,admitted,"B3, C4, B2, C6, C5"
Pharmacy,Doctor of Pharmacy,145,240,45.75,55.0,True,1,not admitted,"C6, C4, C5, A1, C5"
Pharmacy,Doctor of Pharmacy,168,240,53.2,55.0,True,1,not admitted,"C6, A1, C5, B3, B2"
Agriculture,Fisheries and Aquaculture,257,150,54.55,50.3,True,2,admitted,"A1, C4, C5, C6, B3"
Pharmacy,Doctor of Pharmacy,165,240,53.75,55.0,True,1,not admitted,"B2, C4, C4, B3, B3"
Basic Medical Science,Anatomy,325,180,78.75,63.3,True,1,admitted,"B3, B2, B2, C4, C4"
Pharmacy,Doctor of Pharmacy,266,240,61.9,55.0,True,1,admitted,"C4, C6, C6, B2, C5"
Science,Microbiology,314,180,60.1,65.75,True,2,not admitted,"C4, C4, C6, B2, C6"
College of Medicine,Medicine and Surgery,189,260,50.35,55.0,True,1,not admitted,"B3, C6, C6, C6, B2"
Pharmacy,Doctor of Pharmacy,259,240,68.85,55.0,True,1,admitted,"C4, A1, B2, C6, B2"
Agriculture,Fisheries and Aquaculture,287,150,68.05,50.3,True,2,admitted,"B2, A1, A1, B3, B3"
Education,Health Education,232,150,55.8,57.95,True,2,not admitted,"C6, A1, A1, C5, A1"
College of Medicine,Medicine and Surgery,177,260,46.55,55.0,True,1,not admitted,"C6, B3, C5, C6, C5"
Pharmacy,Doctor of Pharmacy,273,240,58.95,55.0,True,2,admitted,"A1, C5, C5, A1, C5"
Law,Law,253,240,62.95,55.0,True,1,admitted,"A1, C6, C5, B3, C5"
College of Medicine,Medicine and Surgery,312,260,70.8,55.0,True,1,admitted,"A1, C5, C6, B3, C6"
Communications and Media Studies,Broadcasting,264,150,56.6,64.0,True,2,not admitted,"C5, A1, C5, B3, C4"
Education,Physics Education,335,150,71.25,53.6,True,1,admitted,"A1, C6, C5, C6, C6"
College of Medicine,Medicine and Surgery,158,260,42.7,55.0,True,1,not admitted,"C4, C6, C6, C4, C6"
Arts, English and Literary Studies,224,150,55.6,55.0,True,2,admitted,"C6, A1, B2, B3, A1"
Environmental Design and Management,Building,150,170,49.5,57.5,True,1,not admitted,"B3, B3, C5, B3, C4"
Education,Biology Education,287,150,60.05,55.0,True,2,admitted,"C4, A1, C5, B3, C5"
Management Sciences,Public Administration,149,160,45.35,55.0,True,1,not admitted,"C5, C5, C5, C6, A1"
Science,Zoology,300,150,62.0,55.5,True,2,admitted,"B3, B3, C5, B2, C5"
Environmental Design and Management,Building,257,170,57.55,57.5,True,2,admitted,"C4, C6, A1, B3, B2"
Arts, English and Literary Studies,144,150,50.6,55.0,True,1,not admitted,"A1, C6, C4, B2, B3"
Arts,Linguistics and Language,169,150,49.35,55.0,True,1,not admitted,"C6, B3, C4, C6, B2"
Education,Human Kinetics,214,150,54.1,54.9,True,2,not admitted,"A1, C4, A1, C5, B2"
Basic Medical Science,Medical Laboratory Science,249,200,56.35,72.3,True,2,not admitted,"B2, B3, C6, B2, B3"
Communications and Media Studies,Broadcasting,286,150,65.9,64.0,True,1,admitted,"C5, C6, C4, A1, C6"
Communications and Media Studies,Pulic Relations,252,150,58.8,55.0,True,2,admitted,"B2, A1, C4, C5, B2"
Pharmacy,Doctor of Pharmacy,341,240,66.15,55.0,True,2,admitted,"C6, C4, B3, C5, B2"
Communications and Media Studies,Broadcasting,307,150,62.05,64.0,True,2,not admitted,"B3, B3, C5, B3, C5"
Education,Chemistry Education,207,150,49.05,55.0,True,2,not admitted,"B2, C4, C5, B3, B3"
Management Sciences,Business Administration,231,200,55.65,55.0,True,2,admitted,"B3, A1, B3, B2, C5"
Agriculture,Food Science and Technology,149,150,52.35,58.0,True,1,not admitted,"B3, B3, C5, A1, B3"
Agriculture,Food Science and Technology,217,150,58.55,58.0,True,1,admitted,"B2, C5, C4, C4, C4"
Pharmacy,Doctor of Pharmacy,269,240,70.35,55.0,True,1,admitted,"A1, C4, B2, C6, B2"
Education,Physics Education,196,150,57.4,53.6,True,1,admitted,"A1, B3, C6, C5, B2"
Agriculture,Animal Production and Health,295,150,63.25,61.3,True,2,admitted,"B3, B3, B3, B2, C5"
Pharmacy,Doctor of Pharmacy,254,240,51.1,55.0,True,2,not admitted,"C4, A1, C5, C6, C6"
Pharmacy,Doctor of Pharmacy,229,240,55.35,55.0,True,2,not admitted,"B3, C5, B3, A1, B2"
Social Sciences,Political Science,151,180,40.65,62.5,True,2,not admitted,"B3, C6, B2, A1, C5"
Pharmacy,Doctor of Pharmacy,337,240,75.55,55.0,True,2,admitted,"A1, A1, B3, B2, B3"
Social Sciences,Psychology,336,150,61.4,64.5,True,2,not admitted,"B2, C6, C6, C4, C6"
College of Medicine,Medicine and Surgery,336,260,77.4,55.0,True,1,admitted,"B3, B2, C5, B2, C6"
Social Sciences,Psychology,158,150,54.7,64.5,True,1,not admitted,"C4, B3, C4, B2, A1"
Arts,History and International Studies,324,180,66.6,67.8,True,2,not admitted,"B2, C4, B3, C6, B2"
Engineering,Computer Engineering,281,200,62.15,64.3,True,2,not admitted,"C4, B3, B3, C4, A1"
Agriculture,Food Science and Technology,260,150,63.0,58.0,True,1,admitted,"C5, C4, C4, C5, B3"
Basic Medical Science,Nursing Science,227,150,59.05,55.0,True,1,admitted,"C4, B3, B2, C6, C5"
Basic Medical Science,Anatomy,327,180,66.05,63.3,True,2,admitted,"C5, B2, B3, C5, B3"
Communications and Media Studies,Mass Communication,222,220,56.3,66.3,True,2,not admitted,"B2, B2, C6, A1, A1"
Communications and Media Studies,Journalism,196,150,47.4,64.0,True,2,not admitted,"B3, C4, C4, C4, B2"
Basic Medical Science,Anatomy,194,180,65.1,63.3,True,1,admitted,"A1, B2, B3, A1, B2"
Law,Law,339,240,61.85,55.0,True,2,admitted,"C6, C6, B2, C6, C4"
Education,Guidance and Counselling,300,150,58.0,59.05,True,2,not admitted,"C6, C6, C6, B3, A1"
Basic Medical Science,Radiology and Radiography,201,200,46.15,71.3,True,2,not admitted,"B3, A1, C4, C5, C6"
Basic Medical Science,Physiology,266,180,67.9,61.5,True,1,admitted,"A1, C4, B2, C6, C4"
Management Sciences,Accounting,238,200,64.7,55.0,True,1,admitted,"B3, B3, B3, C5, B2"
Education,Biology Education,245,150,71.75,55.0,True,1,admitted,"B3, B3, B2, A1, A1"
Arts,Linguistics and Language,268,150,65.2,55.0,True,2,admitted,"B2, A1, A1, C4, B2"
Pharmacy,Doctor of Pharmacy,314,240,71.1,55.0,True,1,admitted,"C6, C4, B2, C4, C5"
Science,Mathematics,337,150,83.55,55.5,True,1,admitted,"A1, B2, B2, C4, B3"
Arts,History and International Studies,240,180,60.0,67.8,True,1,not admitted,"B3, C5, C5, C6, B2"
Engineering,Agricultural and Bio-Resources Engineering,324,160,72.6,55.0,True,1,admitted,"B3, C6, C4, B2, C6"
Basic Medical Science,Medical Laboratory Science,186,200,47.9,72.3,True,2,not admitted,"B2, C5, B2, B2, C4"
Pharmacy,Doctor of Pharmacy,324,240,70.6,55.0,True,1,admitted,"C6, C6, C6, B3, B2"
Science,Physics,255,150,60.25,56.5,True,2,admitted,"B3, B3, A1, B3, B3"
Basic Medical Science,Physiology,327,180,87.05,61.5,True,1,admitted,"B2, A1, A1, A1, B2"
Communications and Media Studies,Pulic Relations,157,150,46.55,55.0,True,2,not admitted,"A1, B3, C4, B3, A1"
Management Sciences,Public Administration,165,160,37.75,55.0,True,2,not admitted,"C4, B3, B3, C6, C6"
Pharmacy,Doctor of Pharmacy,181,240,58.15,55.0,True,1,not admitted,"B2, B2, C5, A1, C4"
Law,Law,140,240,39.0,55.0,True,2,not admitted,"A1, B3, C6, C5, B2"
Environmental Design and Management,Estate Management,229,160,47.35,57.5,True,2,not admitted,"C5, B3, B2, C6, C6"
Management Sciences,Business Administration,152,200,46.8,55.0,True,1,not admitted,"C6, C5, B3, C5, B2"
Communications and Media Studies,Pulic Relations,227,150,58.05,55.0,True,2,admitted,"A1, B3, C4, B2, A1"
Agriculture,Crop Science and Horticulture,211,150,64.65,57.3,True,1,admitted,"B3, A1, B2, B3, B3"
Arts, English and Literary Studies,349,150,80.35,55.0,True,1,admitted,"C4, B2, C4, A1, C6"
Arts,Linguistics and Language,303,150,70.45,55.0,True,2,admitted,"B2, B2, B2, B2, B2"
Engineering,Mechatronics Engineering,183,220,52.45,65.0,True,1,not admitted,"C5, B3, C5, C5, B2"
College of Medicine,Medicine and Surgery,142,260,46.3,55.0,True,1,not admitted,"C5, C4, C4, C5, B2"
Basic Medical Science,Radiology and Radiography,348,200,75.2,71.3,True,1,admitted,"C5, B2, C4, C5, C6"
Social Sciences,Criminology and Security Studies,230,200,63.5,55.0,True,1,admitted,"B2, C6, B2, B2, C4"
Law,Law,347,240,77.05,55.0,True,1,admitted,"C6, A1, C5, B2, C6"
Science,Mathematics,240,150,60.0,55.5,True,1,admitted,"B3, C5, C6, C6, A1"
Arts, English and Literary Studies,154,150,33.1,55.0,True,2,not admitted,"C6, C5, C5, C5, C4"
Social Sciences,Economics,193,180,47.95,63.75,True,2,not admitted,"C4, C5, B2, C4, A1"
Social Sciences,Economics,180,180,41.0,63.75,True,2,not admitted,"B3, B3, C6, C5, C4"
Basic Medical Science,Anatomy,320,180,64.0,63.3,True,2,admitted,"C5, B2, C4, B3, C5"
Law,Law,266,240,51.9,55.0,True,2,not admitted,"C6, C5, B3, B3, C6"
Management Sciences,Public Administration,314,160,77.1,55.0,True,1,admitted,"B3, B2, C6, B3, A1"
Pharmacy,Doctor of Pharmacy,191,240,53.65,55.0,True,1,not admitted,"C4, C5, C4, C6, A1"
Management Sciences,Accounting,315,200,65.25,55.0,True,2,admitted,"C5, C4, A1, C4, B3"
Law,Law,181,240,52.15,55.0,True,1,not admitted,"C5, C5, B3, A1, C6"
Environmental Design and Management,Estate Management,257,160,53.55,57.5,True,2,not admitted,"B2, B2, C5, C6, C5"
Management Sciences,Business Administration,194,200,55.1,55.0,True,1,not admitted,"C4, C5, A1, C5, C4"
Communications and Media Studies,Broadcasting,147,150,50.05,64.0,True,2,not admitted,"A1, B2, B2, A1, A1"
College of Medicine,Medicine and Surgery,184,260,44.6,55.0,True,2,not admitted,"A1, C4, C6, C4, B3"
Law,Law,200,240,44.0,55.0,True,2,not admitted,"C4, B2, C6, B3, C6"
Social Sciences,Demography and Social Statistics,161,150,39.15,60.5,True,2,not admitted,"B3, C4, C4, C4, C5"
Science,Industrial Chemistry,294,150,70.1,60.5,True,1,admitted,"B2, B3, B3, C6, C5"
Agriculture,Food Science and Technology,254,150,56.1,58.0,True,2,not admitted,"C4, A1, C6, C5, A1"
Communications and Media Studies,Mass Communication,297,220,68.55,66.3,True,1,admitted,"C6, B3, B3, C6, B3"
Education,Mathematics Education,293,150,51.95,55.5,True,2,not admitted,"C6, C5, C6, C5, C5"
Arts, English and Literary Studies,184,150,47.6,55.0,True,2,not admitted,"B2, C6, B3, B2, B2"
Agriculture,Animal Production and Health,163,150,46.45,61.3,True,2,not admitted,"A1, C6, A1, B3, B2"
Science,Physics,239,150,65.85,56.5,True,1,admitted,"B3, C5, A1, C4, B2"
Pharmacy,Doctor of Pharmacy,171,240,48.65,55.0,True,1,not admitted,"C5, C6, C4, C6, A1"
Science,Microbiology,185,180,56.75,65.75,True,1,not admitted,"B3, C4, B2, B3, C4"
Agriculture,Water Resources Management and Agrometeorology,325,150,75.75,55.0,True,1,admitted,"C4, C5, B3, A1, C5"
Social Sciences,Psychology,333,150,71.95,64.5,True,2,admitted,"A1, B3, A1, B3, C5"
Engineering,Computer Engineering,161,200,55.15,64.3,True,1,not admitted,"C5, C4, A1, A1, B3"
Communications and Media Studies,Pulic Relations,259,150,65.85,55.0,True,1,admitted,"C4, C4, B2, B3, C5"
Arts,Theatre and Media Arts,340,200,68.0,65.8,True,2,admitted,"C6, C4, B2, A1, C5"
Environmental Design and Management,Estate Management,141,160,36.15,57.5,True,2,not admitted,"C5, C6, A1, C4, C4"
Education,Physics Education,238,150,59.7,53.6,True,2,admitted,"B2, B3, B3, B2, A1"
College of Medicine,Medicine and Surgery,245,260,60.75,55.0,True,1,not admitted,"C5, B2, C6, C4, C4"
Management Sciences,Public Administration,210,160,47.5,55.0,True,2,not admitted,"A1, C6, C4, B2, C6"
College of Medicine,Medicine and Surgery,282,260,56.3,55.0,True,2,admitted,"C6, B3, C4, B2, C6"
Management Sciences,Public Administration,330,160,79.5,55.0,True,1,admitted,"A1, C4, B3, A1, C6"
Science,Computer Science,256,200,55.4,65.3,True,2,not admitted,"B2, C6, B3, B3, C4"
Basic Medical Science,Physiology,140,180,39.0,61.5,True,2,not admitted,"B2, A1, C6, B2, C6"
Engineering,Civil Engineering,142,200,35.3,65.0,True,2,not admitted,"B2, C6, C4, C6, B3"
Social Sciences,Criminology and Security Studies,267,200,69.05,55.0,True,1,admitted,"B3, B3, C4, A1, C5"
Science,Statistics,331,150,82.65,54.5,True,1,admitted,"A1, B3, C5, B2, A1"
Law,Law,168,240,41.2,55.0,True,2,not admitted,"C6, C4, C6, B2, A1"
Environmental Design and Management,Building,211,170,46.65,57.5,True,2,not admitted,"C6, C6, B3, C4, A1"
Environmental Design and Management,Survey and Geo-informatics,261,150,63.15,55.0,True,1,admitted,"C5, A1, B3, C6, C6"
Social Sciences,Sociology,316,160,64.4,63.95,True,2,admitted,"B2, C4, B2, C6, C4"
College of Medicine,Medicine and Surgery,305,260,76.75,55.0,True,1,admitted,"A1, B2, C6, B3, B2"
Social Sciences,Psychology,212,150,65.8,64.5,True,1,admitted,"B3, A1, C5, A1, A1"
Social Sciences,Demography and Social Statistics,340,150,74.0,60.5,True,1,admitted,"A1, C4, C6, C5, C6"
Pharmacy,Doctor of Pharmacy,147,240,47.05,55.0,True,2,not admitted,"A1, B2, B2, B2, B3"
Environmental Design and Management,Survey and Geo-informatics,182,150,56.3,55.0,True,1,admitted,"A1, B3, C6, C5, A1"
Education,Physics Education,308,150,68.2,53.6,True,1,admitted,"C6, C4, C6, C5, B2"
Environmental Design and Management,Survey and Geo-informatics,198,150,60.7,55.0,True,1,admitted,"C5, A1, A1, A1, C6"
Agriculture,Fisheries and Aquaculture,281,150,61.15,50.3,True,2,admitted,"C5, B3, C4, B3, A1"
Pharmacy,Doctor of Pharmacy,147,240,39.05,55.0,True,2,not admitted,"C6, B3, B2, C4, B3"
Communications and Media Studies,Journalism,324,150,74.6,64.0,True,2,admitted,"A1, A1, B2, B2, B3"
College of Medicine,Medicine and Surgery,311,260,62.65,55.0,True,2,admitted,"C5, C5, A1, B3, C5"
Engineering,Electrical and Electronics Engineering,162,200,40.3,63.3,True,2,not admitted,"C6, B3, C5, A1, C4"
Arts,History and International Studies,246,180,56.9,67.8,True,2,not admitted,"A1, B2, C4, B3, C5"
Environmental Design and Management,Architecture,318,210,74.7,66.25,True,1,admitted,"B2, B3, C6, A1, C6"
Communications and Media Studies,Broadcasting,338,150,75.7,64.0,True,1,admitted,"C4, C6, B3, B2, C5"
Science,Physics,224,150,61.6,56.5,True,1,admitted,"C5, B3, B3, C5, A1"
Arts, English and Literary Studies,297,150,68.55,55.0,True,1,admitted,"B3, C4, C5, C6, B3"
Pharmacy,Doctor of Pharmacy,271,240,66.65,55.0,True,1,admitted,"C6, B2, B3, B3, C5"
Education,Human Kinetics,245,150,60.75,54.9,True,1,admitted,"C4, C4, B3, C5, C5"
Law,Law,202,240,57.3,55.0,True,1,not admitted,"B2, C5, C5, A1, C5"
College of Medicine,Medicine and Surgery,167,260,37.05,55.0,True,2,not admitted,"C4, C5, C5, C5, C4"
Law,Law,247,240,55.05,55.0,True,2,admitted,"C5, C6, C4, A1, A1"
Basic Medical Science,Nursing Science,207,150,60.05,55.0,True,1,admitted,"C5, C5, A1, C4, A1"
Communications and Media Studies,Broadcasting,243,150,65.45,64.0,True,1,admitted,"C4, C5, A1, C5, A1"
Education,Guidance and Counselling,173,150,53.95,59.05,True,1,not admitted,"B2, C5, B3, C4, B3"
Engineering,Mechanical Engineering,181,200,64.15,65.0,True,1,not admitted,"A1, A1, B2, B2, B2"
Environmental Design and Management,Estate Management,321,160,71.15,57.5,True,2,admitted,"B3, B3, A1, A1, C4"
Education,Library and Information Science,209,150,40.35,64.5,True,2,not admitted,"C5, C5, C4, C6, C6"
Education,Library and Information Science,335,150,72.25,64.5,True,1,admitted,"C4, C5, B3, C5, C6"
Environmental Design and Management,Urban and Regional Planning,210,150,52.5,56.0,True,2,not admitted,"A1, C5, A1, B2, C5"
Science,Chemistry,316,150,72.4,62.5,True,1,admitted,"C4, C5, B2, C6, B3"
Agriculture,Hospitality and Tourism Management,195,150,41.25,58.45,True,2,not admitted,"C6, C6, C6, A1, C4"
Social Sciences,Demography and Social Statistics,230,150,60.5,60.5,True,1,admitted,"C4, A1, B3, C6, C5"
Management Sciences,Accounting,280,200,68.0,55.0,True,2,admitted,"B2, A1, A1, A1, C4"
Social Sciences,Political Science,159,180,50.85,62.5,True,1,not admitted,"C6, B3, B3, B3, B3"
Environmental Design and Management,Quantity Surveying,316,170,74.4,60.5,True,1,admitted,"B3, C5, B3, B3, C4"
Management Sciences,Public Administration,239,160,51.85,55.0,True,2,not admitted,"C4, A1, B3, C5, C6"
