Faculty,Department,UTME_Score,Post_UTME_Score,Aggregate_Score,Olevel_Valid,Sittings,Admission_Status,Olevel_Grades
Veterinary Medicine,Veterinary Medicine,279,26.67,76.75,True,1,admitted,"B2, C5, C5, C4, A1"
Education,Counsellor Education,235,7.37,53.94,True,1,admitted,"A1, C5, C4, A1, A1"
Arts,Performing Arts,359,1.99,62.47,True,1,admitted,"C5, C4, B2, B2, B3"
Veterinary Medicine,Veterinary Medicine,261,23.81,70.03,True,1,admitted,"C4, B3, C6, B3, C5"
Basic Medical Sciences,Physiology,216,12.15,55.55,True,1,admitted,"B2, C6, B3, B2, A1"
Agriculture,Aquaculture and Fisheries,331,4.59,58.37,True,1,admitted,"C6, C6, C5, C5, B2"
Law,Law,295,12.17,64.25,True,1,admitted,"C5, B3, B2, C4, B3"
Basic Medical Sciences,Biomedical Science,388,2.92,67.02,True,1,admitted,"A1, C5, B2, C4, C4"
Education,Counsellor Education,367,21.23,82.71,True,1,admitted,"C4, B2, B3, A1, C6"
Engineering and Technology,Food & Bioprocess Engineering,234,13.2,57.25,True,2,admitted,"A1, B3, C6, B3, C5"
Basic Medical Sciences,Anatomy,308,4.3,59.2,True,1,admitted,"C4, B2, B3, A1, C4"
Agriculture and Renewable Natural Resources,Fisheries and Aquaculture,143,10.12,43.59,True,2,not admitted,"C6, C5, B2, A1, B2"
Agriculture,Forest Resources Management,386,14.97,77.22,True,2,admitted,"C5, B3, C5, C6, A1"
Environmental Sciences,Urban and Regional Planning,227,27.34,70.12,True,2,admitted,"C6, C4, C5, A1, B3"
Education,Educational Technology,195,2.95,41.72,True,2,not admitted,"C4, C6, C4, B2, B3"
Agriculture and Renewable Natural Resources,Fisheries and Aquaculture,211,28.49,69.26,True,2,admitted,"B2, C6, C6, A1, C4"
Pharmaceutical Sciences,Pharmacy,199,12.22,50.3,True,1,admitted,"C6, C6, B3, C4, B3"
Arts,French,310,24.59,78.54,True,2,admitted,"C5, B2, B3, B2, C5"
Arts,Linguistics and Nigerian Languages,253,10.85,56.47,True,2,admitted,"C6, C4, B3, C5, B2"
Social Sciences,Social Work,201,15.92,56.24,True,2,admitted,"C5, B3, C4, B3, B2"
Law,Law,268,7.52,59.02,True,2,admitted,"A1, B2, C4, B2, A1"
Arts,Religions (Christian/Islamic/Comparative),265,27.67,76.0,True,2,admitted,"B3, A1, C5, C5, B3"
Social Sciences,Sociology,341,8.18,66.81,True,2,admitted,"B2, A1, C4, C4, C4"
Arts,Arabic,372,6.87,66.97,True,2,admitted,"C4, C5, B3, C4, C5"
Social Sciences,Geography,265,10.11,59.23,True,2,admitted,"C4, B3, C4, B3, A1"
Environmental Sciences,Surveying and Geo-informatics,334,16.9,71.45,True,2,admitted,"C6, A1, C4, C6, C6"
Agriculture,Agricultural Economics and Farm Management,276,5.75,56.25,True,1,admitted,"B2, C6, A1, A1, C5"
Social Sciences,Political Science,342,14.45,71.2,True,1,admitted,"C6, B2, C5, C5, B2"
Agriculture,Agronomy,183,1.39,39.06,True,1,not admitted,"A1, A1, C6, C5, C5"
Management Sciences,Industrial Relations and Personnel Management,306,3.23,57.88,True,2,admitted,"C5, B2, B2, B3, B2"
Physical Sciences,Chemistry,208,4.43,46.03,True,2,not admitted,"A1, A1, C4, C6, C4"
Basic Medical Sciences,Anatomy,198,2.64,45.39,True,2,not admitted,"B2, B2, A1, B3, B2"
Law,Law,175,11.91,48.58,True,1,not admitted,"A1, C4, C6, A1, C6"
Clinical Sciences,Medicine and Surgery,248,14.84,63.84,True,1,admitted,"A1, A1, A1, C6, A1"
Physical Sciences,Physics,204,14.62,56.92,True,1,admitted,"C6, A1, A1, B2, B3"
Arts,Religions (Christian/Islamic/Comparative),167,18.46,54.14,True,2,not admitted,"B2, B3, B2, C5, C6"
Clinical Sciences,Nursing Science,386,15.61,79.46,True,1,admitted,"B3, C5, B3, B2, B3"
Environmental Sciences,Urban and Regional Planning,261,4.93,50.75,True,1,admitted,"C4, A1, C6, C6, C5"
Agriculture and Renewable Natural Resources,Fisheries and Aquaculture,225,18.86,64.59,True,1,admitted,"B2, B2, B3, B2, B2"
Education,Educational Technology,363,13.12,73.3,True,1,admitted,"C4, C4, C5, B3, B2"
Agriculture and Renewable Natural Resources,Forestry and Wildlife Management,384,17.9,79.5,True,2,admitted,"C5, C6, A1, C4, C5"
Environmental Sciences,Estate Management,390,28.02,92.37,True,2,admitted,"C4, B3, C4, B3, B2"
Communication and Information Sciences,Telecommunication Science,350,25.11,83.26,True,1,admitted,"C4, C6, A1, B2, C6"
Basic Medical Sciences,Anatomy,254,18.13,63.88,True,1,admitted,"C5, C4, A1, C5, C5"
Management Sciences,Accounting,352,12.2,70.2,True,2,admitted,"C4, C5, B2, C5, C4"
Basic Medical Sciences,Anatomy,230,2.22,46.17,True,2,not admitted,"A1, C6, B2, B2, C6"
Environmental Sciences,Urban and Regional Planning,147,20.71,51.09,True,2,not admitted,"B3, C5, C6, C5, C6"
Environmental Sciences,Estate Management,202,10.65,51.5,True,1,admitted,"C4, B3, B2, C5, B2"
Engineering and Technology,Electrical and Electronics Engineering,257,28.61,75.94,True,2,admitted,"C4, C5, A1, C6, A1"
Basic Medical Sciences,Physiology,339,20.8,75.58,True,1,admitted,"C4, C6, C5, B3, C6"
Arts,Religions (Christian/Islamic/Comparative),269,29.88,76.3,True,1,admitted,"C5, C6, C5, A1, C6"
Clinical Sciences,Nursing Science,272,4.45,53.25,True,1,admitted,"C4, B3, C4, B2, C5"
Communication and Information Sciences,Library and Information Science,294,20.89,72.44,True,2,admitted,"C4, B3, C4, B3, C4"
Agriculture,Agricultural Economics and Farm Management,206,1.85,42.4,True,2,not admitted,"B3, B3, C5, B3, C4"
Life Sciences,Plant Biology,262,29.05,75.8,True,2,admitted,"C5, C4, B2, B3, C6"
Agriculture,Agronomy,330,4.46,61.31,True,2,admitted,"C5, A1, B3, B2, C5"
Agriculture and Renewable Natural Resources,Forestry and Wildlife Management,246,19.3,66.85,True,2,admitted,"A1, A1, C6, A1, C4"
Life Sciences,Microbiology,273,5.47,55.99,True,1,admitted,"A1, A1, C5, A1, C6"
Social Sciences,Political Science,169,24.82,58.75,True,1,not admitted,"C4, C6, C5, B3, C5"
Education,Educational Management,347,8.32,67.3,True,2,admitted,"B3, A1, B3, C4, C5"
Veterinary Medicine,Veterinary Medicine,356,14.62,70.72,True,2,admitted,"C5, C5, C5, C6, C5"
Communication and Information Sciences,Computer Science,268,28.45,77.15,True,1,admitted,"B2, C6, B2, C5, B2"
Basic Medical Sciences,Biomedical Science,184,16.47,51.87,True,2,admitted,"B3, C4, C5, C6, C6"
Agriculture,Forest Resources Management,393,5.06,68.98,True,1,admitted,"C6, A1, C5, C4, B2"
Pharmaceutical Sciences,Pharmacy,227,11.63,52.81,True,1,admitted,"C6, C4, B2, C6, C5"
Management Sciences,Industrial Relations and Personnel Management,144,5.58,39.58,True,2,not admitted,"C4, B2, B2, C6, A1"
Life Sciences,Zoology,241,22.31,66.84,True,1,admitted,"C4, C5, C4, A1, C5"
Basic Medical Sciences,Physiology,345,11.41,70.13,True,2,admitted,"B2, C4, A1, C5, C4"
Agriculture,Agricultural Extension and Rural Development,317,3.05,57.88,True,2,admitted,"C4, B2, C4, C4, B3"
Life Sciences,Plant Biology,187,0.79,39.77,True,1,not admitted,"B2, B2, C4, B3, C5"
Agriculture,Forest Resources Management,155,10.4,46.58,True,1,not admitted,"B2, B3, B3, A1, C4"
Education,Counsellor Education,200,13.35,53.55,True,2,admitted,"C5, B3, B3, C5, A1"
Law,Law,329,12.68,69.0,True,2,admitted,"B2, B3, C5, B3, C4"
Arts,Religions (Christian/Islamic/Comparative),308,4.65,59.55,True,2,admitted,"B2, A1, B3, B3, C5"
Agriculture and Renewable Natural Resources,Fisheries and Aquaculture,152,8.34,41.74,True,2,not admitted,"C6, C4, B2, C4, B3"
Physical Sciences,Geophysics,265,4.82,52.75,True,2,admitted,"A1, B2, C5, C5, C5"
Agriculture and Renewable Natural Resources,Forestry and Wildlife Management,269,10.91,58.53,True,2,admitted,"B2, C4, C6, B3, C5"
Education,Arts Education,344,12.68,70.08,True,2,admitted,"C4, C6, C4, A1, C4"
Management Sciences,Accounting,180,2.0,36.9,True,1,not admitted,"C6, C4, C5, B3, C6"
Environmental Sciences,Estate Management,154,25.2,58.85,True,2,not admitted,"B2, C5, B3, C5, C4"
Agriculture and Renewable Natural Resources,Forestry and Wildlife Management,141,18.75,52.38,True,1,not admitted,"B3, B2, C4, B2, C4"
Life Sciences,Plant Biology,157,12.75,48.38,True,1,not admitted,"C4, B3, B2, B3, B3"
Management Sciences,Public Administration,161,5.7,40.22,True,2,not admitted,"B2, C5, B3, C4, C5"
Arts,Linguistics and Nigerian Languages,232,21.28,64.28,True,2,admitted,"C6, C5, C5, A1, B3"
Management Sciences,Finance,332,5.73,60.83,True,2,admitted,"C5, C6, C4, A1, C5"
Physical Sciences,Statistics,360,8.06,66.66,True,1,admitted,"C4, C5, B3, C5, C4"
Engineering and Technology,Computer Engineering,329,20.36,75.48,True,1,admitted,"C4, C4, C5, B3, C4"
Law,Law,171,3.37,41.55,True,2,not admitted,"C4, A1, B3, B3, B2"
Clinical Sciences,Nursing Science,357,25.89,85.31,True,1,admitted,"B2, B3, C5, B2, C6"
Social Sciences,Sociology,318,20.76,74.11,True,2,admitted,"C6, C4, C6, A1, C4"
Veterinary Medicine,Veterinary Medicine,238,1.92,47.67,True,1,not admitted,"B2, C5, C5, A1, B2"
Physical Sciences,Mathematics,350,20.1,79.85,True,2,admitted,"A1, C5, C4, C4, A1"
Communication and Information Sciences,Library and Information Science,297,18.89,73.22,True,2,admitted,"A1, A1, A1, C6, B3"
Law,Law,153,20.0,57.12,True,2,not admitted,"B3, B2, B3, A1, A1"
Basic Medical Sciences,Anatomy,254,11.49,56.84,True,1,admitted,"C4, C4, B3, C5, C5"
Pharmaceutical Sciences,Pharmacy,180,1.07,39.97,True,2,not admitted,"B3, C5, A1, C4, A1"
Engineering and Technology,Computer Engineering,168,9.83,47.23,True,1,not admitted,"B3, A1, B3, B3, C4"
Education,Arts Education,379,6.92,71.5,True,2,admitted,"A1, A1, A1, C5, C4"
Physical Sciences,Geology,366,8.54,70.29,True,2,admitted,"A1, C5, C5, B2, B2"
Social Sciences,Sociology,270,22.75,72.1,True,1,admitted,"C4, C6, A1, C4, A1"
Pharmaceutical Sciences,Pharmacy,299,21.01,75.19,True,2,admitted,"B2, C6, A1, B2, B2"
Communication and Information Sciences,Information and Communication Science,285,29.24,78.86,True,1,admitted,"A1, B3, C5, C6, C5"
Veterinary Medicine,Veterinary Medicine,144,28.74,60.74,True,2,not admitted,"C6, B3, C4, B3, C4"
Environmental Sciences,Quantity Surveying,170,10.29,46.34,True,1,not admitted,"C4, C4, C4, C4, B2"
Arts,Performing Arts,386,20.32,84.17,True,2,admitted,"B3, C4, A1, C5, B3"
Basic Medical Sciences,Biomedical Science,282,10.37,58.42,True,1,admitted,"C6, C5, C4, B3, C5"
Management Sciences,Accounting,141,22.16,53.78,True,2,not admitted,"C6, C4, A1, C4, C5"
Engineering and Technology,Food & Bioprocess Engineering,295,27.19,79.27,True,2,admitted,"C4, C5, C5, A1, B2"
Basic Medical Sciences,Physiology,391,12.49,78.97,True,1,admitted,"A1, C4, A1, C4, A1"
Engineering and Technology,Water Resources & Environmental Engineering,235,8.54,54.31,True,2,admitted,"C4, B3, A1, B3, B3"
Agriculture,Agricultural Extension and Rural Development,345,14.12,71.25,True,1,admitted,"A1, C5, C5, C6, B3"
Agriculture and Renewable Natural Resources,Fisheries and Aquaculture,313,25.71,80.04,True,1,admitted,"C5, A1, C4, B3, C4"
Agriculture,Agronomy,168,14.31,51.31,True,1,not admitted,"B2, C6, C4, B2, A1"
Veterinary Medicine,Veterinary Medicine,326,1.98,55.53,True,2,admitted,"C5, C6, B3, B3, C6"
Communication and Information Sciences,Information and Communication Science,221,11.18,53.61,True,2,admitted,"C4, C6, C4, A1, B3"
Clinical Sciences,Nursing Science,377,23.83,84.95,True,2,admitted,"C5, C5, A1, C6, B3"
Physical Sciences,Mathematics,212,3.73,43.83,True,2,not admitted,"C4, C6, B2, C6, B3"
Engineering and Technology,Materials & Metallurgical Engineering,224,12.9,53.3,True,1,admitted,"C4, C6, B3, C6, C5"
Veterinary Medicine,Veterinary Medicine,296,2.96,54.76,True,2,admitted,"A1, B2, C4, C6, C5"
Pharmaceutical Sciences,Pharmacy,388,14.14,79.04,True,1,admitted,"A1, B3, C5, A1, C4"
Life Sciences,Zoology,220,26.13,67.63,True,2,admitted,"C4, C6, C5, C4, A1"
Engineering and Technology,Civil Engineering,153,20.15,56.47,True,1,not admitted,"B3, B3, A1, A1, C4"
Law,Law,244,1.8,45.9,True,2,not admitted,"B3, C5, B2, C5, C6"
Agriculture,Crop Protection,166,23.12,57.87,True,2,not admitted,"C4, B3, C5, C5, B3"
Social Sciences,Sociology,147,14.75,47.52,True,1,not admitted,"C5, C4, A1, B3, C6"
Clinical Sciences,Medicine and Surgery,273,7.45,55.98,True,1,admitted,"B3, C4, B2, C4, C6"
Arts,Linguistics and Nigerian Languages,228,3.39,49.49,True,1,not admitted,"B2, A1, B2, A1, C5"
Veterinary Medicine,Veterinary Medicine,393,24.37,88.7,True,2,admitted,"C5, C6, A1, B2, B3"
Education,Science Education,348,5.44,63.34,True,1,admitted,"B3, C6, B3, B2, C5"
Social Sciences,Geography,336,9.84,67.44,True,2,admitted,"C5, B2, B3, B2, C4"
Social Sciences,Psychology,213,12.35,54.17,True,2,admitted,"B2, B3, C5, B2, C5"
Engineering and Technology,Agricultural and Biosystems Engineering,219,24.56,65.53,True,1,admitted,"B3, C4, C5, C5, C4"
Agriculture,Animal Production,352,29.33,87.73,True,2,admitted,"A1, B2, C4, C6, C6"
Agriculture,Animal Production,143,3.58,37.05,True,2,not admitted,"B3, A1, C6, C5, A1"
Agriculture,Agronomy,299,7.24,61.02,True,2,admitted,"A1, C6, A1, A1, C5"
Basic Medical Sciences,Biomedical Science,326,17.51,72.66,True,2,admitted,"C6, A1, C5, C6, A1"
Pharmaceutical Sciences,Pharmacy,236,8.41,53.51,True,1,admitted,"C5, C4, B2, A1, C4"
Law,Law,218,29.07,70.72,True,1,admitted,"C6, B2, C4, C6, A1"
Clinical Sciences,Nursing Science,300,21.3,74.4,True,2,admitted,"B2, C6, A1, B3, C4"
Social Sciences,Economics,253,14.36,58.78,True,1,admitted,"C6, C4, B3, C5, C5"
Veterinary Medicine,Veterinary Medicine,337,26.87,84.2,True,2,admitted,"C6, C4, B3, A1, B3"
Life Sciences,Zoology,205,10.25,49.47,True,2,not admitted,"B2, C4, C5, C4, C6"
Law,Law,398,9.02,71.97,True,2,admitted,"C5, B3, C5, C4, C5"
Social Sciences,Political Science,300,29.52,81.82,True,2,admitted,"B2, B2, C4, C6, C4"
Pharmaceutical Sciences,Pharmacy,356,18.29,77.19,True,2,admitted,"C6, C4, B3, B3, B3"
Veterinary Medicine,Veterinary Medicine,241,29.04,73.97,True,1,admitted,"B2, B3, B3, C5, C5"
Arts,Performing Arts,371,11.78,70.16,True,2,admitted,"C6, C5, C5, C6, B3"
Communication and Information Sciences,Information and Communication Science,208,28.61,69.41,True,2,admitted,"B3, C4, C5, B2, C4"
Veterinary Medicine,Veterinary Medicine,276,29.75,82.25,True,2,admitted,"B2, B3, B2, A1, B2"
Physical Sciences,Physics,351,28.65,86.12,True,2,admitted,"C5, A1, C4, C6, C5"
Agriculture,Aquaculture and Fisheries,303,2.62,54.89,True,2,admitted,"B2, C5, C5, A1, C6"
Pharmaceutical Sciences,Pharmacy,378,17.38,80.63,True,2,admitted,"C5, A1, A1, C4, C4"
Life Sciences,Plant Biology,177,8.26,42.78,True,1,not admitted,"C5, C4, C4, C5, C6"
Basic Medical Sciences,Anatomy,250,9.08,53.93,True,1,admitted,"B3, C5, C5, C5, B3"
Education,Counsellor Education,387,9.04,73.02,True,2,admitted,"B3, B2, A1, C4, C6"
Basic Medical Sciences,Biomedical Science,192,8.4,45.6,True,1,not admitted,"C5, C6, C4, B3, C4"
Pharmaceutical Sciences,Pharmacy,327,27.35,82.22,True,2,admitted,"C6, A1, C5, B2, C6"
Basic Medical Sciences,Anatomy,234,18.71,65.16,True,2,admitted,"C5, A1, A1, B2, B3"
Veterinary Medicine,Veterinary Medicine,351,10.53,68.41,True,1,admitted,"C6, C6, B2, B2, C4"
Management Sciences,Marketing,153,29.98,63.91,True,2,not admitted,"C6, B2, B2, C4, C4"
Physical Sciences,Chemistry,148,23.55,58.85,True,2,not admitted,"B3, B3, B2, C4, A1"
Law,Law,348,8.74,67.44,True,1,admitted,"B2, C4, B2, B3, C6"
Engineering and Technology,Biomedical Engineering,211,6.42,49.59,True,2,not admitted,"C4, B2, C4, B2, A1"
Communication and Information Sciences,Computer Science,344,22.56,80.76,True,2,admitted,"A1, B2, B2, C6, C6"
Environmental Sciences,Estate Management,259,3.85,52.23,True,2,admitted,"B3, B2, C4, C5, A1"
Management Sciences,Business Administration,230,17.72,61.67,True,1,admitted,"B2, B3, C4, C4, C4"
Arts,Religions (Christian/Islamic/Comparative),399,9.24,76.72,True,2,admitted,"B2, C4, B2, B2, A1"
Physical Sciences,Chemistry,286,26.98,75.13,True,2,admitted,"C5, C4, C4, C5, C6"
Life Sciences,Zoology,268,7.42,55.72,True,1,admitted,"C5, C6, B2, C4, A1"
Agriculture,Aquaculture and Fisheries,383,13.97,78.64,True,1,admitted,"C4, A1, B3, B3, B2"
Arts,Yoruba,152,9.1,42.9,True,2,not admitted,"B3, C5, B2, C6, B2"
Engineering and Technology,Food & Bioprocess Engineering,308,1.53,56.03,True,2,admitted,"A1, C5, A1, C5, B3"
Social Sciences,Economics,141,6.03,34.86,True,2,not admitted,"C6, C6, C6, C6, B3"
Engineering and Technology,Materials & Metallurgical Engineering,278,29.6,79.95,True,2,admitted,"C4, C5, B3, B2, B2"
Education,Human Kinetics Education,214,22.8,66.35,True,1,admitted,"A1, B2, B2, C6, B2"
Agriculture,Agronomy,221,19.55,61.17,True,2,admitted,"C5, B2, B3, C5, C5"
Life Sciences,Microbiology,253,13.02,60.24,True,1,admitted,"A1, A1, C6, B3, C5"
Pharmaceutical Sciences,Pharmacy,215,28.27,69.94,True,1,admitted,"B3, B3, C5, A1, C6"
Education,Educational Technology,348,14.55,73.65,True,1,admitted,"B3, C4, B2, B2, C5"
Management Sciences,Accounting,185,18.1,56.42,True,1,admitted,"C4, C4, C5, B3, A1"
Physical Sciences,Chemistry,239,2.41,49.48,True,2,not admitted,"C4, A1, C4, B2, A1"
Agriculture and Renewable Natural Resources,Fisheries and Aquaculture,301,26.18,75.81,True,2,admitted,"C5, C4, C6, C4, C6"
Pharmaceutical Sciences,Pharmacy,302,14.03,65.38,True,1,admitted,"C5, C5, B2, B3, C6"
Agriculture,Agricultural Economics and Farm Management,333,17.98,72.81,True,1,admitted,"C6, C5, A1, C6, C4"
Communication and Information Sciences,Telecommunication Science,186,14.97,51.82,True,1,admitted,"B3, C5, C4, C4, C5"
Management Sciences,Industrial Relations and Personnel Management,278,29.37,77.32,True,1,admitted,"C4, C6, C5, A1, C6"
Pharmaceutical Sciences,Pharmacy,246,4.22,49.77,True,2,not admitted,"C4, C5, A1, C4, C4"
Law,Law,337,2.44,58.96,True,2,admitted,"C6, C5, B3, C4, A1"
Communication and Information Sciences,Information and Communication Science,266,3.26,50.91,True,2,admitted,"C6, C6, A1, C5, A1"
Pharmaceutical Sciences,Pharmacy,150,25.31,59.26,True,1,not admitted,"C5, B3, A1, C6, B2"
Physical Sciences,Industrial Chemistry,342,7.14,63.09,True,1,admitted,"B3, C4, C6, B3, C6"
Clinical Sciences,Medicine and Surgery,262,11.07,60.22,True,1,admitted,"C4, A1, B3, C4, B2"
Communication and Information Sciences,Telecommunication Science,352,8.79,68.39,True,2,admitted,"A1, C6, C6, A1, B2"
Life Sciences,Microbiology,172,15.54,52.64,True,2,not admitted,"C4, B3, A1, C4, C4"
Agriculture,Agricultural Economics and Farm Management,340,8.03,64.93,True,2,admitted,"B3, B2, B2, C6, C6"
Arts,English,231,5.71,48.98,True,2,not admitted,"C6, C5, C5, B2, A1"
Pharmaceutical Sciences,Pharmacy,333,14.53,68.95,True,1,admitted,"C5, C5, C4, C6, B3"
Life Sciences,Biochemistry,332,14.96,72.06,True,1,admitted,"A1, B2, C4, B3, C6"
Education,Arts Education,373,20.22,80.84,True,1,admitted,"C5, C4, C4, B3, C4"
Agriculture and Renewable Natural Resources,Fisheries and Aquaculture,281,4.1,55.23,True,2,admitted,"B2, B2, B2, C6, B3"
Environmental Sciences,Surveying and Geo-informatics,141,27.92,60.75,True,2,not admitted,"B3, C5, B2, C5, B2"
Agriculture,Aquaculture and Fisheries,245,3.13,44.95,True,2,not admitted,"C5, C5, C5, C6, C6"
Education,Health Promotion and Environmental Health Education,245,1.04,49.67,True,1,not admitted,"B3, A1, B2, B3, A1"
Physical Sciences,Geophysics,154,29.57,63.62,True,2,not admitted,"C5, A1, A1, C6, C5"
Law,Law,363,24.24,84.81,True,2,admitted,"A1, C6, C6, B3, A1"
Life Sciences,Microbiology,186,21.18,58.83,True,2,admitted,"B3, C6, A1, B3, C6"
Management Sciences,Business Administration,282,9.56,58.01,True,1,admitted,"C5, C6, C4, A1, C6"
Management Sciences,Accounting,194,21.14,59.79,True,1,admitted,"C5, B3, C6, A1, C4"
Engineering and Technology,Food & Bioprocess Engineering,310,21.45,75.8,True,2,admitted,"C5, B2, C6, A1, B2"
Veterinary Medicine,Veterinary Medicine,214,14.28,56.23,True,2,admitted,"A1, C5, B2, C6, B3"
Education,Educational Technology,221,2.24,44.67,True,2,not admitted,"A1, C6, B2, B3, C6"
Pharmaceutical Sciences,Pharmacy,209,8.65,49.17,True,1,not admitted,"B2, B3, B2, C6, C6"
Environmental Sciences,Quantity Surveying,337,11.43,67.56,True,2,admitted,"C5, B3, B3, C4, C5"
Agriculture,Agronomy,203,0.71,38.88,True,2,not admitted,"C6, C6, B2, C5, C4"
Clinical Sciences,Nursing Science,383,28.72,94.59,True,2,admitted,"A1, C5, A1, A1, B2"
Environmental Sciences,Urban and Regional Planning,391,19.53,84.0,True,2,admitted,"C5, B3, A1, B2, C5"
Law,Law,379,13.12,74.89,True,2,admitted,"C6, B2, B3, B2, C6"
Environmental Sciences,Architecture,246,0.34,46.69,True,1,not admitted,"B2, C5, B2, C5, B2"
Pharmaceutical Sciences,Pharmacy,346,4.56,59.81,True,2,admitted,"B2, C6, C6, C6, C5"
Engineering and Technology,Electrical and Electronics Engineering,346,13.24,70.89,True,2,admitted,"C6, C6, B2, A1, C4"
Environmental Sciences,Urban and Regional Planning,373,17.75,79.58,True,2,admitted,"A1, B3, C6, A1, C6"
Environmental Sciences,Surveying and Geo-informatics,278,13.14,63.49,True,2,admitted,"B2, A1, C5, C5, B3"
