<<<<<<< HEAD
faculty,department,utme_score,screening_score,olevel_passed,admitted,olevel_grades
Arts,Yoruba,167,62.88,True,not admitted,"C4, B2, A1, A1, C5"
Communication and Media Studies,Mass Communication,161,55.12,True,not admitted,"C4, A1, C6, C6, B3"
Scool of Transport,Logistics and Supply Chain Management,267,74.38,True,admitted,"C6, B3, B2, B2, A1"
Law,Common/Civil Law,176,62.0,True,not admitted,"C6, A1, A1, A1, C6"
Law,Common/Islamic Law,298,68.25,True,admitted,"C6, C5, C4, B3, C6"
Management Sciences,Banking and Finance,204,60.5,False,not admitted,"B2, C5, C6, B2, C5"
Engineering,Civil Engineering,366,80.75,True,admitted,"C5, C6, B2, B3, C4"
Science,Science Laboratory Technology,206,59.75,True,admitted,"C5, C5, B3, C6, B2"
Education,Health Education,261,68.62,False,not admitted,"C5, A1, C4, C6, B3"
Engineering,Industrial Enginerring,337,81.12,False,not admitted,"C5, C4, A1, A1, C5"
Communication and Media Studies,Mass Communication,200,59.0,False,not admitted,"C6, C5, C6, B2, B2"
Agriculture,Agricultural Economics,204,67.5,False,not admitted,"C5, A1, B2, B3, B2"
Communication and Media Studies,Mass Communication,160,56.0,True,not admitted,"B3, C5, C6, B2, B3"
Environmental Science,Building,383,84.88,False,not admitted,"C4, A1, C5, B3, C5"
Environmental Science,Fine Arts,239,59.88,False,not admitted,"B2, C6, C6, C5, C6"
Arts,Yoruba,153,49.12,False,not admitted,"B3, C6, C4, C6, C6"
Scool of Library Archival and Information Science,Library and information Science,196,63.5,True,admitted,"A1, C5, C4, C4, B2"
Law,Common/Islamic Law,290,69.25,True,admitted,"C4, C6, C4, B2, C6"
Arts,History and International studies,343,81.88,True,admitted,"A1, C6, C5, A1, B3"
Science,Mathematics,393,90.12,True,admitted,"B2, B3, B2, B2, C5"
Environmental Science,Quantity Surveying,275,73.38,True,admitted,"C4, C6, A1, B2, B3"
Scool of Library Archival and Information Science,Library and information Science,212,68.5,False,not admitted,"C4, A1, B3, B2, B3"
Social Sciences,Geography and Planning,390,83.75,False,not admitted,"B3, C5, A1, C6, C5"
Management Sciences,Local Government Development and Administration,275,76.38,False,not admitted,"B3, A1, B2, C5, B2"
Communication and Media Studies,Mass Communication,381,87.62,False,not admitted,"B3, C5, B3, B3, A1"
Communication and Media Studies,Mass Communication,292,73.5,False,not admitted,"C6, C5, B2, A1, C4"
Law,Common/Islamic Law,393,87.12,False,not admitted,"B3, A1, C5, C4, C4"
Engineering,Civil Engineering,145,55.12,False,not admitted,"C4, B2, B2, C4, C6"
Education,Yoruba Education,190,64.75,False,not admitted,"C5, C4, A1, B3, A1"
Education,Chemistry Education,327,74.88,True,admitted,"C5, C4, C5, C5, B2"
Scool of Library Archival and Information Science,Library and information Science,396,88.5,True,admitted,"C6, B3, A1, A1, C5"
Law,Common/Islamic Law,400,89.0,False,not admitted,"C4, A1, C6, A1, C4"
Social Sciences,Psychology,141,45.62,True,not admitted,"C5, C6, C5, C6, C5"
Engineering,Industrial Enginerring,285,72.62,True,admitted,"C5, C6, B3, B3, A1"
Scool of Library Archival and Information Science,Library and information Science,392,85.0,True,admitted,"B3, A1, C6, B3, C6"
Scool of Transport,Logistics and Supply Chain Management,256,64.0,True,admitted,"C6, A1, C6, C6, C4"
Science,Science Laboratory Technology,221,67.62,False,not admitted,"B2, A1, C4, C5, B3"
Social Sciences,Geography and Planning,376,86.0,True,admitted,"B3, C4, C4, A1, C4"
Law,Common/Islamic Law,204,65.5,True,admitted,"A1, A1, C5, C6, B2"
Environmental Science,Architecture,383,91.88,True,admitted,"C4, A1, B2, B3, A1"
Science,Mathematics,323,78.38,True,admitted,"B3, B2, C5, C6, A1"
Engineering,Aeronautical and Astronautical Engineering,358,76.75,False,not admitted,"B3, C5, C6, C4, C5"
Agriculture,Animal Science,199,61.88,False,not admitted,"C6, C4, A1, C5, B2"
Law,Common/Civil Law,231,74.88,True,admitted,"B2, A1, A1, C4, A1"
Education,Business Education,298,78.25,True,admitted,"C6, B3, B2, A1, B2"
Arts,Music,366,79.75,False,not admitted,"C5, B2, C6, B2, C6"
Management Sciences,Project Management,321,79.12,False,not admitted,"B2, C5, C4, C4, A1"
College of MEdicine,Dentistry,202,65.25,True,admitted,"C4, C4, B3, B2, B2"
Scool of Library Archival and Information Science,Library and information Science,300,72.5,True,admitted,"C5, C5, B2, C4, C4"
College of MEdicine,Physiology,295,75.88,True,admitted,"C6, B2, A1, C4, B3"
Scool of Library Archival and Information Science,Library and information Science,239,64.88,False,not admitted,"C5, A1, C6, C5, B3"
Communication and Media Studies,Mass Communication,342,81.75,False,not admitted,"A1, C6, C5, B2, B2"
Social Sciences,Political Science,389,84.62,False,not admitted,"C6, B2, C5, A1, C5"
College of MEdicine,Medicine & Surgery,400,90.0,False,not admitted,"C4, B2, C6, A1, B2"
Agriculture,Animal Science,293,76.62,False,not admitted,"C5, A1, C4, A1, C4"
Scool of Library Archival and Information Science,Library and information Science,148,60.5,False,not admitted,"C5, B3, A1, B3, A1"
Science,Computer Science,389,84.62,True,admitted,"B2, C4, C5, B2, C6"
Law,Common/Civil Law,126,48.75,False,not admitted,"A1, C5, C4, C6, C6"
Education,Christian Religious Studies Education,320,80.0,True,admitted,"B2, A1, C5, C4, B3"
Agriculture,Animal Science,323,78.38,True,admitted,"A1, C4, C5, A1, C6"
Arts,History and International studies,306,80.25,True,admitted,"B2, A1, C5, C4, A1"
Environmental Science,Industrial Design,392,85.0,True,admitted,"C4, B3, C6, B3, B3"
Scool of Library Archival and Information Science,Library and information Science,395,88.38,True,admitted,"B3, B3, A1, C5, C4"
College of MEdicine,Physiotherapy,363,87.38,True,admitted,"B2, B2, A1, C4, C4"
Science,Science Laboratory Technology,253,73.62,True,admitted,"B2, A1, C5, B2, B3"
Scool of Library Archival and Information Science,Library and information Science,211,65.38,True,admitted,"C4, C4, B2, C4, B2"
College of MEdicine,Physiology,375,82.88,True,admitted,"A1, C4, B3, C6, C5"
Science,Mathematics,327,79.88,True,admitted,"C5, C6, B2, A1, B2"
Science,Fisheries and Aquatic Biology,374,82.75,False,not admitted,"C4, B3, B2, C6, C4"
Scool of Library Archival and Information Science,Library and information Science,379,84.38,False,not admitted,"C5, C4, A1, C5, B3"
Scool of Transport,Logistics and Supply Chain Management,282,72.25,True,admitted,"B2, C4, C4, B3, C5"
Environmental Science,Fine Arts,273,70.12,True,admitted,"C5, B2, A1, C5, C6"
Management Sciences,Project Management,295,73.88,False,not admitted,"C5, C4, C4, B2, B3"
Engineering,Civil Engineering,173,64.62,True,not admitted,"B3, C4, B2, B2, A1"
Education,Political Science Education,220,66.5,True,admitted,"B3, C4, A1, C5, B3"
Law,Common/Islamic Law,272,65.0,True,admitted,"A1, C5, C6, C6, C6"
Scool of Library Archival and Information Science,Library and information Science,121,52.12,False,not admitted,"B3, A1, C6, C5, B3"
Agriculture,Crop Production,149,57.62,True,not admitted,"A1, C4, C4, C5, B2"
College of MEdicine,Pharmacy,158,52.75,True,not admitted,"C6, B3, A1, C6, C6"
College of MEdicine,Pharmacy,198,56.75,False,not admitted,"C5, C4, C5, B3, C6"
Social Sciences,Economics,392,80.0,True,admitted,"C5, C5, B2, C6, C6"
Agriculture,Crop Production,332,83.5,True,admitted,"B2, B2, C5, A1, B3"
Communication and Media Studies,Mass Communication,368,83.0,True,admitted,"B2, C6, C4, C4, B2"
College of MEdicine,Pharmacy,232,68.0,False,not admitted,"B3, A1, C4, C5, B3"
Education,Guidance & Counselling,285,77.62,True,admitted,"A1, B2, A1, C4, C5"
Scool of Library Archival and Information Science,Library and information Science,202,62.25,True,admitted,"B2, C6, C6, A1, B3"
Education,English Education,380,84.5,True,admitted,"B2, C6, C5, C4, A1"
Scool of Library Archival and Information Science,Library and information Science,165,58.62,True,not admitted,"A1, C6, C4, A1, C5"
Arts,Peace Studies,241,64.12,True,admitted,"C6, B2, C6, C5, B2"
Social Sciences,Sociology,277,76.62,False,not admitted,"B3, B2, C6, A1, A1"
Scool of Library Archival and Information Science,Library and information Science,264,73.0,True,admitted,"B3, A1, C5, A1, C5"
Law,Common/Islamic Law,239,68.88,False,not admitted,"A1, B3, A1, C5, C6"
Education,Physical & Health Education,312,78.0,False,not admitted,"C5, B3, C5, A1, B2"
Scool of Transport,Logistics and Supply Chain Management,156,56.5,True,not admitted,"C4, A1, C5, B2, C6"
Science,Physics,169,56.12,False,not admitted,"C5, C6, C4, C4, A1"
Engineering,Mechanical Engineering,196,65.5,False,not admitted,"C4, C4, A1, C4, A1"
College of MEdicine,Medicine & Surgery,182,59.75,True,not admitted,"C5, C5, A1, B3, C4"
Education,Arabic Education,224,63.0,False,not admitted,"C4, B3, C4, C4, C5"
College of MEdicine,Medicine & Surgery,120,57.0,True,not admitted,"B2, B2, B2, A1, C6"
Agriculture,Crop Production,191,59.88,True,not admitted,"C4, A1, C4, C6, C4"
Engineering,Chemical Engineering,234,57.25,False,not admitted,"C6, C5, C6, C6, C4"
Communication and Media Studies,Mass Communication,286,71.75,False,not admitted,"B3, A1, C4, C6, C5"
Social Sciences,Geography and Planning,296,73.0,True,admitted,"B3, C6, C4, C5, A1"
Social Sciences,Psychology,282,71.25,True,admitted,"C4, C5, B3, A1, C6"
Law,Common/Civil Law,296,68.0,True,admitted,"C6, C6, C5, C5, B2"
Management Sciences,Taxation,145,51.12,True,not admitted,"C6, C6, A1, C4, C5"
Management Sciences,Industrial Relations and Human Resouce Management,233,65.12,True,admitted,"C6, B2, C5, C4, B2"
Law,Common/Islamic Law,244,70.5,True,admitted,"C5, C6, A1, A1, B2"
Scool of Transport,Transport Management and Operations,325,79.62,False,not admitted,"A1, B2, B2, C5, C6"
Arts,Portuguese / English,284,77.5,True,admitted,"A1, A1, B2, C5, C4"
College of MEdicine,Dentistry,294,78.75,True,admitted,"A1, B3, B3, B3, B3"
Communication and Media Studies,Mass Communication,249,66.12,True,admitted,"B3, C4, C6, A1, C6"
Education,History Education,362,74.25,True,admitted,"C6, B2, C6, C6, C6"
Engineering,Chemical Engineering,265,75.12,False,not admitted,"B2, B3, C5, A1, B2"
Social Sciences,Psychology,162,55.25,True,not admitted,"C6, C5, A1, C5, B3"
Scool of Library Archival and Information Science,Library and information Science,343,80.88,False,not admitted,"C6, B2, B3, C5, A1"
Environmental Science,Industrial Design,375,86.88,True,admitted,"B2, B2, C5, C4, B2"
Scool of Library Archival and Information Science,Library and information Science,309,75.62,True,admitted,"C6, B3, A1, C5, B3"
Education,Special Education,134,59.75,True,not admitted,"B3, A1, A1, A1, C6"
Management Sciences,Insurance,161,58.12,False,not admitted,"C6, A1, B2, B2, C6"
Education,Physics Education,229,74.62,True,admitted,"A1, B2, A1, C4, A1"
Agriculture,Animal Science,218,67.25,False,not admitted,"A1, C5, B2, C5, B2"
Scool of Transport,Logistics and Supply Chain Management,160,63.0,True,not admitted,"B2, B2, B2, B3, B3"
Arts,Linguistics,366,78.75,False,not admitted,"C4, B3, C6, C6, B3"
Agriculture,Agricultural Extension & Rural Development,144,53.0,True,not admitted,"C6, A1, C4, C6, B3"
Education,Computer Science Education,327,76.88,True,admitted,"B2, C4, C6, C5, B2"
Agriculture,Crop Production,178,61.25,True,not admitted,"C4, C4, B3, C4, A1"
Scool of Library Archival and Information Science,Library and information Science,150,52.75,True,not admitted,"C5, C4, C6, C5, A1"
Engineering,Mechanical Engineering,143,46.88,True,not admitted,"C6, C4, C5, C5, C6"
Scool of Library Archival and Information Science,Library and information Science,285,76.62,False,not admitted,"B3, B3, A1, C6, A1"
Social Sciences,Psychology,397,81.62,False,not admitted,"C6, C6, B2, B3, C6"
Management Sciences,Project Management,175,69.88,True,not admitted,"A1, A1, A1, B3, A1"
Science,Biochemistry,131,55.38,True,not admitted,"C5, A1, B2, B2, C6"
Law,Common/Civil Law,323,74.38,True,admitted,"C5, C5, C6, C4, A1"
Scool of Library Archival and Information Science,Library and information Science,344,82.0,True,admitted,"B2, C6, C4, B2, B2"
Scool of Transport,Logistics and Supply Chain Management,181,66.62,True,not admitted,"C4, A1, A1, B3, B2"
Education,Arabic Education,272,65.0,True,admitted,"C6, C6, B2, C6, C4"
Agriculture,Crop Production,228,65.5,False,not admitted,"C5, C4, B2, B2, C5"
Communication and Media Studies,Mass Communication,233,70.12,True,admitted,"B2, A1, C4, B3, C4"
Scool of Transport,Logistics and Supply Chain Management,209,62.12,True,admitted,"C5, B2, B3, C4, C5"
Communication and Media Studies,Mass Communication,368,83.0,False,not admitted,"B3, B2, B2, C6, C5"
Scool of Transport,Transport Management and Operations,307,75.38,True,admitted,"C6, B3, B2, A1, C6"
Communication and Media Studies,Mass Communication,302,73.75,True,admitted,"C6, A1, B3, C6, B3"
Arts,English Language,400,84.0,True,admitted,"C4, C5, C5, B3, C4"
Education,English Education,246,60.75,True,admitted,"C5, C5, B3, C6, C6"
Education,Educational Management,395,93.38,True,admitted,"A1, C6, A1, A1, B2"
Environmental Science,Urban and Regional Planning,162,52.25,False,not admitted,"C4, C5, C5, B3, C6"
Communication and Media Studies,Mass Communication,125,50.62,True,not admitted,"B3, C6, C6, B3, B2"
Communication and Media Studies,Mass Communication,321,81.12,True,admitted,"C6, A1, B2, B3, B2"
Education,Health Education,211,72.38,False,not admitted,"B2, A1, B2, B2, B2"
Scool of Transport,Logistics and Supply Chain Management,384,82.0,False,not admitted,"C5, C6, B2, C5, B3"
Scool of Library Archival and Information Science,Library and information Science,131,52.38,True,not admitted,"A1, C6, C4, B2, C6"
Arts,French,193,60.12,False,not admitted,"C4, C4, A1, C5, C5"
College of MEdicine,Pharmacy,337,75.12,True,admitted,"C4, B3, B3, C6, C6"
Scool of Transport,Transport Management and Operations,323,74.38,True,admitted,"C6, C6, B2, A1, C6"
Science,Mathematics,165,54.62,False,not admitted,"C5, C6, B2, B2, C6"
Communication and Media Studies,Mass Communication,130,50.25,True,not admitted,"C4, C6, C5, C5, A1"
Environmental Science,Building,189,63.62,True,not admitted,"C6, B2, B2, A1, C4"
Engineering,Civil Engineering,314,75.25,True,admitted,"A1, C4, C5, C6, B3"
Science,Mathematics,179,66.38,True,not admitted,"B2, A1, B2, B2, C4"
Communication and Media Studies,Mass Communication,211,69.38,True,admitted,"B2, B2, A1, B3, C4"
Scool of Library Archival and Information Science,Library and information Science,364,86.5,True,admitted,"C5, B3, A1, A1, C4"
Arts,History and International studies,342,84.75,False,not admitted,"C4, A1, B2, C5, A1"
College of MEdicine,Medical Laboratory Science,127,50.88,False,not admitted,"C5, B2, B3, C5, C5"
Agriculture,Crop Production,219,68.38,True,admitted,"A1, B2, C4, B2, C5"
Scool of Library Archival and Information Science,Library and information Science,372,80.5,True,admitted,"C5, C6, B3, B2, C5"
Engineering,Mechanical Engineering,367,83.88,True,admitted,"B2, C4, A1, C4, C6"
Scool of Library Archival and Information Science,Library and information Science,236,68.5,True,admitted,"C4, C4, B2, C5, A1"
Management Sciences,Local Government Development and Administration,134,57.75,True,not admitted,"B2, B2, B2, B3, C5"
Communication and Media Studies,Mass Communication,396,82.5,False,not admitted,"C5, C6, C4, C4, B3"
Scool of Transport,Transport Management and Operations,235,67.38,False,not admitted,"B2, B3, C6, B2, C4"
Social Sciences,Sociology,397,86.62,False,not admitted,"B3, B3, C6, A1, C5"
Engineering,Aeronautical and Astronautical Engineering,229,70.62,False,not admitted,"B2, B2, A1, B3, C5"
Agriculture,Agricultural Economics,324,83.5,False,not admitted,"B3, A1, A1, C4, B3"
Education,French Education,390,84.75,True,admitted,"C4, C6, C4, C4, A1"
Management Sciences,Banking and Finance,161,62.12,False,not admitted,"A1, B2, B3, A1, C6"
Social Sciences,Political Science,233,68.12,False,not admitted,"C4, B2, C5, B3, B2"
Scool of Library Archival and Information Science,Library and information Science,341,74.62,True,admitted,"C6, C5, B3, C5, C4"
College of MEdicine,Physiotherapy,275,63.38,False,not admitted,"C6, B2, C6, C6, C6"
Scool of Transport,Logistics and Supply Chain Management,211,58.38,True,admitted,"C5, C4, C6, B2, C6"
Education,Yoruba Education,196,59.5,True,admitted,"B2, C4, C4, C5, C5"
Management Sciences,Local Government Development and Administration,303,77.88,True,admitted,"C5, B3, B3, A1, B3"
College of MEdicine,Medical Laboratory Science,291,77.38,True,admitted,"A1, C6, C5, A1, A1"
Environmental Science,Quantity Surveying,164,62.5,False,not admitted,"C4, A1, C4, B2, B2"
Engineering,Civil Engineering,248,75.0,True,admitted,"A1, B3, B2, A1, C4"
Scool of Transport,Logistics and Supply Chain Management,386,86.25,False,not admitted,"B2, B3, C5, B3, C4"
Environmental Science,Architecture,341,77.62,True,admitted,"C6, B3, C4, B2, C5"
Agriculture,Crop Production,337,80.12,False,not admitted,"B2, C6, C4, A1, C4"
College of MEdicine,Pharmacology,285,73.62,True,admitted,"B2, C5, C4, B3, B3"
Scool of Transport,Logistics and Supply Chain Management,184,62.0,False,not admitted,"A1, C5, C6, A1, B3"
Agriculture,Agricultural Economics,276,76.5,False,not admitted,"B2, B2, C4, A1, C4"
Communication and Media Studies,Mass Communication,260,73.5,False,not admitted,"A1, B2, B3, C5, B3"
Communication and Media Studies,Mass Communication,374,76.75,True,admitted,"C6, C6, C5, C5, B3"
Engineering,Civil Engineering,349,78.62,True,admitted,"A1, C6, C4, C4, C5"
Scool of Transport,Transport Management and Operations,328,85.0,False,not admitted,"C5, A1, B2, A1, B2"
Engineering,Aeronautical and Astronautical Engineering,267,65.38,True,admitted,"C5, C5, B2, C5, C6"
Arts,Music,340,76.5,False,not admitted,"C4, B3, C4, C5, C5"
College of MEdicine,Pharmacy,192,60.0,True,not admitted,"B2, B3, B2, C6, C6"
Education,English Education,354,75.25,False,not admitted,"C6, C4, C4, C6, C4"
Science,Botany,260,71.5,False,not admitted,"C5, B2, C5, B3, A1"
Science,Biochemistry,176,57.0,True,not admitted,"C4, B3, C4, C4, C5"
