Faculty,Department,UTME_Score,Screening_Score,Olevel_Valid,olevel_avg_points,admitted_numeric
Arts,Philosophy,224,50.6,0,3.4,0
Law,Law,180,58.0,1,6.2,1
Agricultural Science,Soil Resources and Environmental Management,226,63.9,1,6.0,1
Agricultural Science,Forestry Resources and Wildlife Management,243,54.45,0,3.6,0
Law,Law,357,84.55,1,6.2,1
Education,Physics Education,159,46.85,0,4.6,0
Education,Chemistry Education,223,63.45,0,6.0,0
Law,Law,378,79.7,0,4.6,0
Medicine,Physiology,188,54.2,1,5.2,1
Social Sciences,Psychology,249,67.35,1,6.0,1
Social Sciences,Psychology,166,54.9,1,6.0,1
Medicine,Medicine and Surgery,240,61.0,1,5.0,1
Engineering,Computer Engineering,155,48.25,0,5.0,0
Engineering,Electrical/Electronic Engineering,376,79.4,0,4.6,0
Engineering,Computer Engineering,203,57.45,1,5.4,1
Engineering,Computer Engineering,220,56.0,0,4.6,0
Education,Education History,271,62.65,1,4.4,1
Agricultural Science,Agricultural Economics and Extension Services,222,57.3,0,4.8,0
Education,Education Arabic Studies,205,52.75,1,4.4,1
Education,Agricultural Education,282,62.3,0,4.0,0
Law,Law,384,79.6,0,4.4,0
Engineering,Computer Engineering,205,57.75,0,5.4,0
Science,Zoology,325,72.75,0,4.8,0
Science,Statistics,237,62.55,1,5.4,1
Management Sciences,Cooperative Studies,393,85.95,1,5.4,1
Medicine,Anatomy,268,65.2,1,5.0,1
Engineering,Civil Engineering,281,72.15,1,6.0,1
Medicine,Nursing,163,46.45,1,4.4,0
Agricultural Science,Soil Resources and Environmental Management,365,78.75,1,4.8,1
Law,Law,366,75.9,0,4.2,0
Medicine,Medicine and Surgery,167,52.05,0,5.4,0
Medicine,Physiology,311,69.65,0,4.6,0
Management Sciences,Actuarial Science,308,76.2,1,6.0,1
Agricultural Science,Fisheries and Aquaculture Management,318,69.7,0,4.4,0
Science,Physics,242,65.3,1,5.8,1
Engineering,Civil Engineering,326,69.9,1,4.2,1
Engineering,Civil Engineering,160,51.0,0,5.4,0
Arts,French,381,84.15,1,5.4,1
Engineering,Mechanical Engineering,270,66.5,1,5.2,1
Engineering,Electrical/Electronic Engineering,361,80.15,0,5.2,0
Medicine,Nursing,322,76.3,1,5.6,1
Science,Computer Science,190,59.5,1,6.2,1
Management Sciences,Industrial Relations and Personnel Management,220,58.0,1,5.0,1
Management Sciences,Insurance,298,66.7,0,4.4,0
Social Sciences,Psychology,298,59.7,0,3.0,0
Agricultural Science,Soil Resources and Environmental Management,155,47.25,0,4.8,0
Engineering,Computer Engineering,340,72.0,0,4.2,0
Social Sciences,Environmental Management,322,79.3,1,6.2,1
Education,Geography Education,204,59.6,1,5.8,1
Agricultural Science,Fisheries and Aquaculture Management,390,81.5,1,4.6,1
Engineering,Electrical/Electronic Engineering,314,64.1,0,3.4,0
Education,Social Studies,224,54.6,0,4.2,0
Medicine,Physiology,193,55.95,0,5.4,0
Management Sciences,Marketing,256,69.4,1,6.2,1
Social Sciences,Tourism Studies,244,62.6,0,5.2,0
Social Sciences,Sociology,372,81.8,1,5.2,1
Medicine,Nursing,329,80.35,0,6.2,0
Arts,French,149,50.35,1,5.6,1
Law,Law,230,66.5,1,6.4,1
Social Sciences,Political Science,141,48.15,1,5.4,0
Arts,Yoruba,358,83.7,1,6.0,1
Education,Education Arabic Studies,337,78.55,0,5.6,0
Medicine,Anatomy,286,67.9,0,5.0,0
Management Sciences,Industrial Relations and Personnel Management,253,62.95,1,5.0,1
Law,Law,364,79.6,1,5.0,1
Social Sciences,Environmental Management,147,37.05,0,3.0,0
Law,Law,395,71.25,0,2.4,0
Management Sciences,Marketing,154,53.1,1,6.0,1
Social Sciences,Sociology,281,71.15,1,5.8,1
Science,Geology,261,64.15,1,5.0,1
Management Sciences,Accounting,184,55.6,0,5.6,0
Science,Statistics,364,82.6,1,5.6,1
Medicine,Nursing,261,62.15,0,4.6,0
Science,Statistics,305,71.75,1,5.2,1
Management Sciences,Entrepreneurship,391,86.65,0,5.6,0
Engineering,Computer Engineering,324,73.6,1,5.0,1
Medicine,Anatomy,180,50.0,1,4.6,1
Management Sciences,Marketing,266,67.9,0,5.6,0
Management Sciences,Business Administration,345,74.75,0,4.6,0
Law,Law,292,66.8,0,4.6,0
Agricultural Science,Soil Resources and Environmental Management,371,78.65,0,4.6,0
Arts,Islamic Religious Studies/Arabic,294,75.1,1,6.2,1
Science,Geo-Physics,146,42.9,0,4.2,0
Education,Education Christian Religious Studies,379,87.85,1,6.2,1
Agricultural Science,"Crop, Horticulture and Landscape Design",227,57.05,1,4.6,1
Management Sciences,Cooperative Studies,257,61.55,1,4.6,1
Education,French Education,351,77.65,0,5.0,0
Law,Law,394,82.1,0,4.6,0
Medicine,Medicine and Surgery,155,56.25,1,6.6,1
Law,Law,320,71.0,0,4.6,0
Management Sciences,Banking and Finance,340,75.0,0,4.8,0
Agricultural Science,"Crop, Horticulture and Landscape Design",363,82.45,1,5.6,1
Management Sciences,Actuarial Science,202,59.3,0,5.8,0
Social Sciences,Tourism Studies,349,82.35,1,6.0,1
Medicine,Medicine and Surgery,165,45.75,0,4.2,0
Social Sciences,Geography and Planning Science,248,59.2,1,4.4,1
Law,Law,252,76.8,1,7.8,1
Education,Guidance and Counselling,265,69.75,1,6.0,1
Management Sciences,Insurance,280,73.0,1,6.2,1
Engineering,Electrical/Electronic Engineering,174,49.1,0,4.6,0
Engineering,Mechanical Engineering,361,80.15,0,5.2,0
Engineering,Mechanical Engineering,299,70.85,0,5.2,0
Social Sciences,Tourism Studies,378,78.7,0,4.4,0
Social Sciences,Tourism Studies,282,67.3,0,5.0,0
Medicine,Anatomy,156,41.4,0,3.6,0
Social Sciences,Environmental Management,314,69.1,1,4.4,1
Education,Geography Education,209,55.35,1,4.8,1
Arts,French,329,73.35,0,4.8,0
Law,Law,348,77.2,1,5.0,1
Engineering,Electrical/Electronic Engineering,257,62.55,1,4.8,1
Management Sciences,Marketing,253,63.95,1,5.2,1
Law,Law,366,82.9,1,5.6,1
Agricultural Science,Fisheries and Aquaculture Management,249,58.35,1,4.2,1
Education,Adult Education,172,54.8,1,5.8,1
Law,Law,246,64.9,0,5.6,0
Management Sciences,Business Administration,186,61.9,1,6.8,1
Agricultural Science,Animal Production & Health Sciences,378,75.7,0,3.8,0
Medicine,Anatomy,170,52.5,1,5.4,1
Medicine,Physiology,191,52.65,1,4.8,1
Science,Physics,208,51.2,0,4.0,0
Engineering,Computer Engineering,280,63.0,0,4.2,0
Education,Economics Education,231,65.65,0,6.2,0
Social Sciences,Environmental Management,364,76.6,1,4.4,1
Social Sciences,Psychology,238,55.7,1,4.0,1
Science,Geology,282,71.3,1,5.8,1
Engineering,Mechanical Engineering,275,64.25,0,4.6,0
Science,Computer Science,331,76.65,1,5.4,1
Education,Agricultural Education,339,76.85,1,5.2,1
Agricultural Science,Animal Production & Health Sciences,294,64.1,0,4.0,0
Engineering,Civil Engineering,155,47.25,0,4.8,0
Engineering,Computer Engineering,338,74.7,1,4.8,1
Medicine,Anatomy,305,76.75,1,6.2,1
Engineering,Mechanical Engineering,337,81.55,1,6.2,1
Arts,Religious Studies,242,58.3,0,4.4,0
Science,Geo-Physics,318,71.7,0,4.8,0
Management Sciences,Actuarial Science,289,70.35,0,5.4,0
Management Sciences,Actuarial Science,323,73.45,0,5.0,0
Agricultural Science,Forestry Resources and Wildlife Management,149,42.35,0,4.0,0
Agricultural Science,Soil Resources and Environmental Management,260,67.0,1,5.6,1
Medicine,Physiology,332,79.8,0,6.0,0
Education,Nursery & Primary/Early Childhood Education,256,66.4,0,5.6,0
Management Sciences,Actuarial Science,201,49.15,0,3.8,0
Management Sciences,Cooperative Studies,140,44.0,1,4.6,0
Medicine,Medicine and Surgery,195,49.25,0,4.0,0
Arts,Yoruba,240,56.0,0,4.0,0
Law,Law,228,55.2,0,4.2,0
Engineering,Mechanical Engineering,150,45.5,0,4.6,0
Engineering,Civil Engineering,352,68.8,0,3.2,0
Engineering,Civil Engineering,152,44.8,0,4.4,0
Law,Law,264,60.6,0,4.2,0
Agricultural Science,"Crop, Horticulture and Landscape Design",284,66.6,1,4.8,1
Medicine,Nursing,140,48.0,0,5.4,0
Education,Business Education - Office Management,240,59.0,1,4.6,1
Law,Law,226,64.9,1,6.2,1
Agricultural Science,Forestry Resources and Wildlife Management,384,84.6,1,5.4,1
Management Sciences,Insurance,155,46.25,0,4.6,0
Education,Electrical/Electronic Technology,244,59.6,0,4.6,0
Social Sciences,Tourism Studies,345,76.75,1,5.0,1
Agricultural Science,Fisheries and Aquaculture Management,246,67.9,1,6.2,1
Management Sciences,Insurance,399,97.85,1,7.6,1
Medicine,Medicine and Surgery,262,65.3,0,5.2,0
Arts,Christian Religious Studies,150,40.5,0,3.6,0
Medicine,Anatomy,305,72.75,1,5.4,1
Science,Geology,178,49.7,0,4.6,0
Medicine,Nursing,198,58.7,0,5.8,0
Engineering,Civil Engineering,151,46.65,0,4.8,0
Science,Industrial Chemistry,146,43.9,1,4.4,0
Engineering,Electrical/Electronic Engineering,364,80.6,1,5.2,1
Management Sciences,Industrial Relations and Personnel Management,145,46.75,1,5.0,0
Engineering,Mechanical Engineering,185,45.75,0,3.6,0
Agricultural Science,Forestry Resources and Wildlife Management,267,63.05,0,4.6,0
Medicine,Physiology,392,84.8,0,5.2,0
Management Sciences,Accounting,144,49.6,0,5.6,0
Law,Law,312,75.8,0,5.8,0
Agricultural Science,Agricultural Economics and Extension Services,143,46.45,0,5.0,0
Science,Zoology,153,54.95,1,6.4,1
Agricultural Science,Agricultural Economics and Extension Services,210,61.5,1,6.0,1
Agricultural Science,"Crop, Horticulture and Landscape Design",300,68.0,0,4.6,0
Engineering,Civil Engineering,173,59.95,1,6.8,1
Law,Law,274,63.1,0,4.4,0
Management Sciences,Industrial Relations and Personnel Management,225,60.75,1,5.4,1
Management Sciences,Marketing,166,41.9,0,3.4,0
Arts,French,289,60.35,0,3.4,0
Law,Law,187,48.05,1,4.0,0
Agricultural Science,Animal Production & Health Sciences,142,44.3,0,4.6,0
Management Sciences,Actuarial Science,391,83.65,1,5.0,1
Engineering,Civil Engineering,264,65.6,0,5.2,0
Medicine,Anatomy,195,50.25,0,4.2,0
Science,Biochemistry,359,74.85,0,4.2,0
Education,Library and Information Science,320,77.0,1,5.8,1
Medicine,Nursing,338,76.7,0,5.2,0
Engineering,Computer Engineering,362,72.3,1,3.6,1
Science,Science Laboratory Technology,303,68.45,0,4.6,0
Medicine,Medicine and Surgery,286,63.9,0,4.2,0
Engineering,Civil Engineering,385,79.75,0,4.4,0
Management Sciences,Insurance,156,43.4,0,4.0,0
Engineering,Civil Engineering,327,69.05,1,4.0,1
Arts,Christian Religious Studies,380,81.0,0,4.8,0
Arts,Yoruba,177,46.55,0,4.0,0
Arts,Philosophy,253,59.95,0,4.4,0
Science,Science Laboratory Technology,262,60.3,0,4.2,0
Law,Law,400,83.0,0,4.6,0
Arts,French,378,83.7,1,5.4,1
Management Sciences,Industrial Relations and Personnel Management,207,55.05,0,4.8,0
Management Sciences,Industrial Relations and Personnel Management,390,86.5,1,5.6,1
Education,Mathematics Education,278,65.7,0,4.8,0
Engineering,Mechanical Engineering,145,39.75,0,3.6,0
Medicine,Anatomy,371,78.65,0,4.6,0
Law,Law,161,51.15,0,5.4,0
Engineering,Civil Engineering,274,60.1,0,3.8,0
Education,Business Education - Office Management,231,62.65,1,5.6,1
Science,Chemistry,237,55.55,0,4.0,0
Science,Mathematics,207,53.05,1,4.4,1
Education,Mechanical Technology,228,56.2,0,4.4,0
Management Sciences,Actuarial Science,346,76.9,0,5.0,0
Arts,English & Literary Studies,215,58.25,1,5.2,1
Science,Computer Science,178,57.7,1,6.2,1
Arts,Theatre and Media Arts,323,71.45,0,4.6,0
Social Sciences,Sociology,267,60.05,0,4.0,0
Agricultural Science,Animal Production & Health Sciences,348,80.2,1,5.6,1
Engineering,Electrical/Electronic Engineering,364,80.6,0,5.2,0
Medicine,Medicine and Surgery,195,57.25,0,5.6,0
Education,Education Arabic Studies,143,43.45,0,4.4,0
Social Sciences,Economics,326,80.9,0,6.4,0
Science,Plant Sciences and Biotechnology,147,47.05,1,5.0,0
Engineering,Computer Engineering,379,81.85,0,5.0,0
Engineering,Electrical/Electronic Engineering,149,51.35,1,5.8,1
Arts,Philosophy,371,78.65,1,4.6,1
Social Sciences,Political Science,154,46.1,0,4.6,0
Science,Physics,393,82.95,0,4.8,0
Science,Computer Science,324,84.6,1,7.2,1
Agricultural Science,Forestry Resources and Wildlife Management,372,72.8,0,3.4,0
Law,Law,360,78.0,1,4.8,1
Arts,Yoruba,254,64.1,0,5.2,0
Law,Law,301,66.15,0,4.2,0
Engineering,Electrical/Electronic Engineering,181,46.15,0,3.8,0
Agricultural Science,Fisheries and Aquaculture Management,248,59.2,0,4.4,0
Arts,Christian Religious Studies,376,85.4,1,5.8,1
Agricultural Science,Fisheries and Aquaculture Management,380,84.0,1,5.4,1
Management Sciences,Banking and Finance,269,66.35,1,5.2,1
Social Sciences,Environmental Management,343,80.45,1,5.8,1
Management Sciences,Industrial Relations and Personnel Management,159,48.85,0,5.0,0
Agricultural Science,Fisheries and Aquaculture Management,173,50.95,0,5.0,0
Social Sciences,Psychology,156,52.4,0,5.8,0
Arts,English & Literary Studies,244,55.6,0,3.8,0
Agricultural Science,"Crop, Horticulture and Landscape Design",182,49.3,1,4.4,0
Education,Computer Science Education,191,55.65,1,5.4,1
Social Sciences,Geography and Planning Science,303,69.45,1,4.8,1
Social Sciences,Economics,344,78.6,0,5.4,0
Arts,French,344,77.6,0,5.2,0
Social Sciences,Sociology,153,48.95,1,5.2,0
Science,Science Laboratory Technology,243,57.45,0,4.2,0
Arts,Islamic Religious Studies/Arabic,293,66.95,0,4.6,0
Social Sciences,Environmental Management,376,80.4,1,4.8,1
Agricultural Science,Animal Production & Health Sciences,209,57.35,1,5.2,1
Social Sciences,Geography and Planning Science,170,43.5,0,3.6,0
Agricultural Science,"Crop, Horticulture and Landscape Design",162,49.3,0,5.0,0
Education,Building and Woodwork Technology,234,59.1,1,4.8,1
Management Sciences,Marketing,170,44.5,0,3.8,0
Law,Law,248,55.2,0,3.6,0
Law,Law,360,82.0,0,5.6,0
Arts,Linguistics & Nigerian Languages,192,50.8,0,4.4,0
Engineering,Mechanical Engineering,264,57.6,0,3.6,0
Arts,French,164,49.6,0,5.0,0
Medicine,Medicine and Surgery,345,79.75,1,5.6,1
Law,Law,168,50.2,1,5.0,1
Arts,English & Literary Studies,207,58.05,1,5.4,1
Education,Yoruba Education,305,70.75,1,5.0,1
Arts,Philosophy,325,66.75,0,3.6,0
Science,Plant Sciences and Biotechnology,348,73.2,1,4.2,1
Social Sciences,Tourism Studies,294,65.1,0,4.2,0
Medicine,Physiology,244,51.6,0,3.0,0
Social Sciences,Sociology,362,80.3,1,5.2,1
Education,Building and Woodwork Technology,292,66.8,0,4.6,0
Agricultural Science,Animal Production & Health Sciences,234,58.1,0,4.6,0
Social Sciences,Geography and Planning Science,199,62.85,1,6.6,1
Law,Law,323,79.45,1,6.2,1
Science,Industrial Chemistry,249,56.35,0,3.8,0
Engineering,Computer Engineering,268,66.2,1,5.2,1
Law,Law,188,54.2,1,5.2,1
Social Sciences,Political Science,382,78.3,1,4.2,1
Management Sciences,Insurance,253,66.95,1,5.8,1
Science,Industrial Chemistry,292,68.8,1,5.0,1
Education,Physics Education,328,74.2,1,5.0,1
Agricultural Science,Forestry Resources and Wildlife Management,311,73.65,0,5.4,0
Arts,Philosophy,344,71.6,0,4.0,0
Agricultural Science,Animal Production & Health Sciences,275,59.25,0,3.6,0
Engineering,Electrical/Electronic Engineering,171,55.65,1,6.0,1
Medicine,Medicine and Surgery,392,83.8,1,5.0,1
Engineering,Electrical/Electronic Engineering,220,55.0,0,4.4,0
Science,Chemistry,252,63.8,1,5.2,1
Engineering,Civil Engineering,317,70.55,0,4.6,0
Management Sciences,Marketing,230,62.5,1,5.6,1
Medicine,Physiology,233,65.95,1,6.2,1
Education,Economics Education,347,79.05,0,5.4,0
Engineering,Electrical/Electronic Engineering,350,70.5,1,3.6,1
Management Sciences,Business Administration,261,66.15,1,5.4,1
Agricultural Science,"Crop, Horticulture and Landscape Design",184,55.6,0,5.6,0
Science,Industrial Chemistry,214,61.1,1,5.8,1
Agricultural Science,Soil Resources and Environmental Management,212,61.8,1,6.0,1
Medicine,Physiology,225,60.75,0,5.4,0
Science,Science Laboratory Technology,168,54.2,1,5.8,1
Social Sciences,Geography and Planning Science,180,45.0,0,3.6,0
Science,Mathematics,149,48.35,1,5.2,0
Medicine,Nursing,253,56.95,0,3.8,0
Engineering,Computer Engineering,368,80.2,1,5.0,1
Social Sciences,Economics,379,80.85,0,4.8,0
Agricultural Science,Soil Resources and Environmental Management,173,50.95,0,5.0,0
Management Sciences,Actuarial Science,181,55.15,1,5.6,1
Law,Law,180,42.0,0,3.0,0
Management Sciences,Accounting,204,54.6,1,4.8,1
Management Sciences,Insurance,355,77.25,0,4.8,0
Management Sciences,Cooperative Studies,153,55.95,1,6.6,1
Education,Health Education,163,57.45,1,6.6,1
Agricultural Science,Fisheries and Aquaculture Management,155,47.25,0,4.8,0
Engineering,Civil Engineering,400,80.0,0,4.0,0
Agricultural Science,Soil Resources and Environmental Management,202,51.3,1,4.2,1
Arts,Yoruba,321,72.15,0,4.8,0
Law,Law,378,79.7,0,4.6,0
Science,Industrial Chemistry,158,51.7,0,5.6,0
Law,Law,360,79.0,0,5.0,0
Engineering,Computer Engineering,290,69.5,1,5.2,1
Engineering,Mechanical Engineering,358,70.7,0,3.4,0
Management Sciences,Business Administration,329,71.35,0,4.4,0
Social Sciences,Environmental Management,247,60.05,1,4.6,1
Arts,Christian Religious Studies,288,62.2,0,3.8,0
Medicine,Nursing,246,55.9,0,3.8,0
Education,Geography Education,265,72.75,1,6.6,1
Science,Zoology,297,69.55,0,5.0,0
Arts,Linguistics & Nigerian Languages,327,75.05,1,5.2,1
Social Sciences,Geography and Planning Science,257,64.55,1,5.2,1
Medicine,Anatomy,229,50.35,0,3.2,0
Management Sciences,Accounting,171,45.65,0,4.0,0
Social Sciences,Tourism Studies,295,66.25,0,4.4,0
Engineering,Computer Engineering,186,45.9,0,3.6,0
Medicine,Physiology,327,77.05,1,5.6,1
Engineering,Civil Engineering,155,51.25,1,5.6,1
Social Sciences,Geography and Planning Science,312,74.8,0,5.6,0
Agricultural Science,Forestry Resources and Wildlife Management,251,58.65,1,4.2,1
Law,Law,169,46.35,0,4.2,0
Education,Nursery & Primary/Early Childhood Education,341,75.15,1,4.8,1
Arts,Theatre and Media Arts,235,59.25,1,4.8,1
Arts,Islamic Religious Studies/Arabic,332,76.8,1,5.4,1
Social Sciences,Sociology,365,75.75,0,4.2,0
Education,Business Education - Office Management,298,56.7,0,2.4,0
Agricultural Science,Soil Resources and Environmental Management,181,47.15,0,4.0,0
Social Sciences,Environmental Management,225,53.75,1,4.0,1
Social Sciences,Geography and Planning Science,268,71.2,1,6.2,1
Agricultural Science,Forestry Resources and Wildlife Management,296,69.4,1,5.0,1
Science,Chemistry,147,42.05,0,4.0,0
Agricultural Science,"Crop, Horticulture and Landscape Design",164,52.6,1,5.6,1
Education,Business Education - Marketing,165,53.75,1,5.8,1
Management Sciences,Banking and Finance,306,77.9,0,6.4,0
Management Sciences,Actuarial Science,165,46.75,0,4.4,0
Medicine,Anatomy,359,81.85,1,5.6,1
Engineering,Civil Engineering,396,96.4,1,7.4,1
Education,Education Arabic Studies,279,72.85,1,6.2,1
Engineering,Computer Engineering,392,78.8,0,4.0,0
Science,Mathematics,293,76.95,1,6.6,1
Law,Law,359,78.85,1,5.0,1
Education,Nursery & Primary/Early Childhood Education,190,54.5,0,5.2,0
Social Sciences,Sociology,163,51.45,1,5.4,1
Agricultural Science,Animal Production & Health Sciences,246,59.9,0,4.6,0
Law,Law,278,72.7,1,6.2,1
Social Sciences,Geography and Planning Science,396,85.4,0,5.2,0
Arts,Linguistics & Nigerian Languages,241,68.15,1,6.4,1
Law,Law,171,55.65,1,6.0,1
Arts,English & Literary Studies,346,73.9,0,4.4,0
Management Sciences,Insurance,282,63.3,0,4.2,0
Law,Law,362,78.3,0,4.8,0
Agricultural Science,Agricultural Economics and Extension Services,223,59.45,1,5.2,1
Agricultural Science,Fisheries and Aquaculture Management,295,70.25,1,5.2,1
Management Sciences,Actuarial Science,335,76.25,0,5.2,0
Management Sciences,Actuarial Science,329,72.35,1,4.6,1
Science,Plant Sciences and Biotechnology,344,75.6,1,4.8,1
Social Sciences,Psychology,339,82.85,1,6.4,1
Law,Law,172,57.8,1,6.4,1
Management Sciences,Entrepreneurship,191,54.65,0,5.2,0
Education,Education Christian Religious Studies,262,72.3,1,6.6,1
Management Sciences,Accounting,264,57.6,0,3.6,0
Law,Law,220,57.0,1,4.8,1
Education,Mechanical Technology,303,66.45,1,4.2,1
Medicine,Nursing,263,56.45,0,3.4,0
Arts,History & International Studies,259,62.85,0,4.8,0
Agricultural Science,"Crop, Horticulture and Landscape Design",233,62.95,0,5.6,0
Social Sciences,Political Science,153,43.95,0,4.2,0
Management Sciences,Banking and Finance,190,48.5,0,4.0,0
Management Sciences,Industrial Relations and Personnel Management,259,62.85,1,4.8,1
Agricultural Science,Animal Production & Health Sciences,395,86.25,0,5.4,0
Arts,Theatre and Media Arts,244,62.6,0,5.2,0
Engineering,Electrical/Electronic Engineering,298,72.7,0,5.6,0
