Faculty,Department,UTME_Score,Olevel_Grades,Post_UTME_Score,Aggregate,Cutoff,Admission_Status
Management Sciences,Actuarial Science,241,"C6, C5, C6, C5, C6",26,66.92,61.875,admitted
Education,Education English,247,"C5, B3, B3, A1, B2",21,68.28,50.0,admitted
Science,Cell Biology & Genetics,400,"B2, B3, C5, C6, C5",15,78.6,50.0,admitted
Social Sciences,Mass Communication,216,"C4, C5, C5, B3, B2",27,68.4,72.35,considered
Law,Law,234,"B2, B3, C4, A1, B3",4,50.05,68.65,not admitted
Environmental Sciences,Architecture,217,"B3, B3, B2, C4, A1",6,49.92,50.0,not admitted
Social Sciences,Economics,326,"C6, A1, A1, B3, A1",29,86.95,69.95,admitted
Pharmacy,Pharmacy,251,"C6, B2, B2, A1, A1",2,50.58,76.125,not admitted
Arts,History & Strategic Studies,264,"B2, A1, A1, A1, A1",25,77.6,68.6,admitted
Education,Education Geography,349,"C6, B2, A1, A1, B2",6,66.83,50.0,not admitted
Clinical Sciences,Medicine and Surgery,352,"B3, B3, C5, B3, C5",7,65.4,80.8,not admitted
Law,Law,263,"B2, C6, B3, C4, C5",28,74.88,68.65,admitted
Engineering,Biomedical Engineering,210,"B2, C4, B2, B2, A1",18,61.85,50.0,admitted
Engineering,Computer Engineering,351,"B2, C4, B2, C5, C5",13,71.67,50.0,admitted
Engineering,Surveying & Geoinformatics Engineering,326,"B2, A1, C5, B2, C4",5,62.15,50.0,not admitted
Dental Sciences,Dentistry,250,"C4, C6, C5, B3, B3",9,53.85,77.4,not admitted
Management Sciences,IRPM,378,"B2, C6, B3, C5, C6",24,84.45,50.0,admitted
Science,Industrial Mathematics,265,"C4, A1, B3, B2, C4",10,59.52,50.0,not admitted
Law,Law,254,"C5, C4, B2, B3, A1",17,64.75,68.65,considered
Social Sciences,Geography,391,"A1, C5, C6, B3, B3",21,84.67,50.0,admitted
Management Sciences,Insurance,385,"B3, B3, A1, C5, A1",12,76.92,67.125,admitted
Arts,History & Strategic Studies,364,"B2, B2, A1, C5, B3",25,87.3,68.6,admitted
Law,Law,284,"C4, B2, B3, B2, A1",7,59.7,68.65,not admitted
Science,Physics,220,"C4, C6, C4, A1, B2",4,46.7,50.0,not admitted
Pharmacy,Pharmacy,252,"B3, C4, A1, C6, B2",29,76.1,76.125,considered
Science,Marine Biology,302,"B3, C6, C4, C4, C5",6,56.95,50.0,not admitted
Social Sciences,Geography,234,"C6, B3, C4, B3, C5",15,57.85,50.0,admitted
Education,Education English,396,"A1, C4, B2, C5, C6",4,68.3,50.0,not admitted
Science,Geophysics,203,"C5, B2, C5, B2, A1",10,51.38,50.0,not admitted
Pharmacy,Pharmacy,388,"B3, B3, B2, C4, C5",1,64.7,76.125,not admitted
Arts,Philosophy,223,"B3, B3, B3, C5, C4",29,71.67,67.4,admitted
Science,Fisheries,205,"C6, B3, B2, C4, B3",14,54.42,50.0,admitted
Clinical Sciences,Nursing,367,"C4, A1, C6, C6, A1",11,71.67,70.875,not admitted
Law,Law,324,"C5, C6, C5, C6, B2",20,72.9,68.65,admitted
Management Sciences,Actuarial Science,257,"B3, B3, C5, C4, B3",5,51.92,61.875,not admitted
Law,Law,226,"A1, C5, C6, C6, B3",30,71.85,68.65,admitted
Clinical Sciences,Physiotherapy,212,"C5, B3, C4, A1, A1",17,59.9,73.75,considered
Science,Computer Science,387,"C5, C5, B3, C4, B3",3,65.38,71.75,not admitted
Dental Sciences,Dentistry,272,"C5, A1, B3, C6, C4",30,78.4,77.4,admitted
Basic Medical Sciences,Medical Laboratory Science,253,"C4, C4, B3, C4, C5",15,60.62,74.675,considered
Law,Law,372,"A1, C5, A1, B3, C4",6,68.9,68.65,not admitted
Education,Human Kinetics Education,332,"B3, B3, C6, B2, C5",11,66.9,50.0,not admitted
Education,Education Physics,230,"C5, B3, C5, C4, C6",9,50.55,50.0,not admitted
Social Sciences,Economics,203,"C4, C4, C4, C5, C6",7,45.17,69.95,not admitted
Environmental Sciences,Architecture,207,"C6, A1, C4, C6, A1",7,47.67,50.0,not admitted
Engineering,Systems Engineering,358,"B2, B2, A1, C5, B2",15,76.95,50.0,admitted
Dental Sciences,Dentistry,361,"C6, B2, A1, C5, C5",16,75.53,77.4,considered
Social Sciences,Mass Communication,298,"A1, C4, A1, C5, C5",15,67.85,72.35,considered
Engineering,Surveying & Geoinformatics Engineering,324,"C4, C6, C4, C4, C4",14,67.7,50.0,admitted
Science,Botany,376,"C6, C5, C4, C4, C4",2,61.8,50.0,not admitted
Management Sciences,IRPM,375,"C4, B3, A1, A1, C4",1,64.67,50.0,not admitted
Environmental Sciences,Urban & Regional Planning,303,"C6, C6, C4, B3, C4",0,50.67,50.0,not admitted
Clinical Sciences,Radiography,260,"C5, A1, A1, C6, B3",1,49.1,72.525,not admitted
Engineering,Biomedical Engineering,229,"C5, C6, B2, B3, B3",30,73.03,50.0,admitted
Environmental Sciences,Urban & Regional Planning,400,"B2, C5, C6, A1, B3",22,87.2,50.0,admitted
Education,Education Chemistry,340,"C6, C4, C5, C6, C4",15,69.5,50.0,admitted
Arts,Christian Religious Studies,323,"C4, C4, A1, A1, C4",2,58.77,61.625,not admitted
Clinical Sciences,Radiography,277,"A1, B2, C5, B3, A1",13,64.83,72.525,considered
Pharmacy,Pharmacy,303,"C4, B2, C5, C6, A1",28,80.67,76.125,admitted
Science,Fisheries,246,"B2, B3, C6, C4, C5",12,56.75,50.0,admitted
Pharmacy,Pharmacy,340,"C6, B3, A1, C4, B3",15,72.7,76.125,considered
Pharmacy,Pharmacy,295,"B3, C6, C4, C4, B3",22,72.88,76.125,considered
Management Sciences,Finance,224,"C4, C5, C5, B3, B2",23,65.4,68.9,considered
Pharmacy,Pharmacy,279,"C5, B3, C5, C4, B3",6,54.88,76.125,not admitted
Law,Law,226,"B3, C5, C5, C4, B3",7,49.25,68.65,not admitted
Science,Chemistry,241,"B2, C6, C6, C5, C4",6,48.92,50.0,not admitted
Basic Medical Sciences,Medical Laboratory Science,366,"B2, C6, B3, A1, A1",19,81.55,74.675,admitted
Social Sciences,Sociology,329,"A1, C5, C6, C4, C5",28,82.72,66.15,admitted
Clinical Sciences,Nursing,282,"C6, C5, B2, A1, B2",26,76.85,70.875,admitted
Science,Fisheries,321,"B2, C4, B2, A1, B3",0,57.33,50.0,not admitted
Clinical Sciences,Radiography,250,"C4, B3, C6, B2, C5",25,70.25,72.525,considered
Science,Botany,392,"C6, B2, B2, B2, C6",2,65.8,50.0,not admitted
Environmental Sciences,Building,375,"C6, C4, C4, C5, C4",1,60.67,50.0,not admitted
Law,Law,250,"C4, C6, B3, A1, C4",28,74.05,68.65,admitted
Arts,French,229,"A1, C4, C4, B2, B2",29,74.42,66.55,admitted
Clinical Sciences,Radiography,392,"A1, C6, B3, B2, C5",1,65.2,72.525,not admitted
Law,Law,395,"B2, B2, C4, C5, C6",29,92.78,68.65,admitted
Dental Sciences,Dentistry,247,"A1, B2, C5, A1, B3",20,68.08,77.4,considered
Law,Law,213,"B3, C4, C6, A1, C5",18,59.02,68.65,considered
Science,Mathematics,361,"B2, B2, C5, B2, C5",21,81.72,50.0,admitted
Management Sciences,Accounting,253,"B3, C4, A1, A1, B3",9,57.83,74.1,not admitted
Education,Education Physics,267,"A1, C6, C4, C5, A1",11,59.58,50.0,not admitted
Law,Law,346,"C4, C6, B3, C6, C6",5,60.25,68.65,not admitted
Arts,Christian Religious Studies,394,"C5, C4, C4, C4, C4",18,80.85,61.625,admitted
Management Sciences,Finance,209,"C6, B3, C6, C4, C5",7,45.52,68.9,not admitted
Law,Law,219,"C4, B2, C4, B2, B3",24,67.38,68.65,considered
Science,Fisheries,346,"C6, C4, A1, C4, B3",1,59.05,50.0,not admitted
Management Sciences,Accounting,227,"B2, C4, C4, C5, B2",19,62.58,74.1,considered
Clinical Sciences,Radiography,229,"A1, A1, C4, B2, A1",29,76.03,72.525,admitted
Social Sciences,Geography,316,"B3, A1, B3, B3, A1",11,68.1,50.0,not admitted
Clinical Sciences,Physiotherapy,243,"B3, B3, C6, C5, C5",18,61.58,73.75,considered
Clinical Sciences,Radiography,255,"C6, C6, B2, C6, C6",29,72.47,72.525,considered
Education,Education Geography,268,"C5, C4, B3, C5, A1",5,53.3,50.0,not admitted
Law,Law,370,"C5, C4, B2, B2, B3",14,75.85,68.65,admitted
Pharmacy,Pharmacy,228,"B2, B3, B3, C6, B2",18,62.1,76.125,considered
Law,Law,343,"B3, C4, B2, C4, B2",30,88.88,68.65,admitted
Engineering,Computer Engineering,383,"C6, C6, B3, C4, B2",29,90.47,50.0,admitted
Dental Sciences,Dentistry,320,"B3, B2, C4, A1, C4",24,80.4,77.4,admitted
Dental Sciences,Dentistry,250,"C6, A1, C4, B3, B3",2,48.45,77.4,not admitted
Law,Law,278,"A1, C5, C5, B3, C6",15,63.75,68.65,considered
Dental Sciences,Dentistry,349,"B2, C4, B3, B2, C6",4,62.83,77.4,not admitted
Environmental Sciences,Building,268,"C4, B2, C5, B2, C5",30,78.3,50.0,admitted
Clinical Sciences,Medicine and Surgery,268,"C6, B2, C4, C5, B3",14,61.5,80.8,considered
Education,Education Physics,251,"B2, C4, B2, C5, B3",5,51.98,50.0,not admitted
Social Sciences,Psychology,294,"B2, C6, A1, B2, C5",25,77.35,67.4,admitted
Environmental Sciences,Architecture,300,"A1, C6, C4, C5, C5",13,64.1,50.0,admitted
Education,Business Education,239,"C4, C4, C4, B2, C5",15,59.27,50.0,admitted
Basic Medical Sciences,Physiology,299,"C4, C4, B3, C6, C6",16,66.17,71.55,considered
Law,Law,396,"C4, A1, C6, C4, C5",18,81.5,68.65,admitted
Environmental Sciences,Architecture,335,"B3, B3, B3, A1, C4",17,75.28,50.0,admitted
Science,Industrial Mathematics,261,"B2, B3, C6, A1, B3",27,75.62,50.0,admitted
Clinical Sciences,Nursing,396,"C5, C4, C4, A1, B3",21,85.7,70.875,admitted
Clinical Sciences,Physiotherapy,396,"C5, C6, C4, B3, B2",13,76.5,73.75,admitted
Engineering,Surveying & Geoinformatics Engineering,294,"C6, A1, C6, C4, C5",27,76.95,50.0,admitted
Engineering,Chemical & Petroleum Engineering,382,"C6, B2, A1, B2, C4",1,64.75,50.0,not admitted
Pharmacy,Pharmacy,220,"C6, A1, A1, C4, C4",1,44.1,76.125,not admitted
Engineering,Chemical & Petroleum Engineering,329,"B3, C6, B3, B2, A1",24,81.12,50.0,admitted
Education,Education Christian Religious Studies,218,"C4, C5, C5, B3, A1",15,57.05,50.0,admitted
Education,Education Home Economics,257,"C4, C5, C5, C6, A1",1,46.73,50.0,not admitted
Management Sciences,Insurance,285,"C5, C6, C4, B3, C6",28,76.03,67.125,admitted
Management Sciences,Insurance,392,"C6, C4, A1, B3, B3",25,89.2,67.125,admitted
Environmental Sciences,Estate Management,262,"B3, C6, B3, B3, B3",13,60.55,50.0,admitted
Basic Medical Sciences,Physiology,383,"B3, C6, C5, C6, A1",25,86.47,71.55,admitted
Science,Geology,275,"A1, B2, B3, B2, C5",17,68.17,50.0,admitted
Clinical Sciences,Radiography,264,"C5, A1, B3, B2, C4",23,72.0,72.525,considered
Arts,French,263,"C4, C4, C5, B2, C4",3,50.27,66.55,not admitted
Science,Geology,370,"C5, B2, B3, B3, C5",24,85.05,50.0,admitted
Science,Zoology,266,"C6, C5, C4, C5, C6",21,65.85,50.0,admitted
Pharmacy,Pharmacy,352,"A1, C6, B2, C4, B3",7,66.6,76.125,not admitted
Engineering,Mechanical Engineering,383,"B3, C4, B2, B3, C5",26,89.08,50.0,admitted
Science,Mathematics,381,"C6, B3, B2, C6, C6",12,72.42,50.0,admitted
Law,Law,278,"C5, A1, B3, B2, B2",29,80.55,68.65,admitted
Clinical Sciences,Medicine and Surgery,357,"B3, B2, C6, C4, B2",10,69.83,80.8,not admitted
Clinical Sciences,Radiography,265,"C5, C6, A1, C6, C5",20,65.92,72.525,considered
Law,Law,256,"C6, A1, C6, C5, B3",16,61.6,68.65,considered
Law,Law,374,"C4, A1, B3, B3, A1",5,68.95,68.65,not admitted
Arts,French,276,"C5, B2, A1, C4, A1",20,71.3,66.55,admitted
Management Sciences,Finance,250,"B3, C5, B3, C6, A1",12,58.05,68.9,considered
Environmental Sciences,Quantity Surveying,373,"C5, C6, A1, A1, C5",18,79.42,50.0,admitted
Pharmacy,Pharmacy,273,"C6, B2, B3, C4, C6",11,58.73,76.125,not admitted
Environmental Sciences,Urban & Regional Planning,383,"A1, C4, B2, B3, C4",26,90.28,50.0,admitted
Environmental Sciences,Building,362,"C4, B3, C4, C4, C6",2,60.85,50.0,not admitted
Arts,Islamic Religious Studies,320,"B3, C5, C5, B3, C4",26,80.0,60.225,admitted
Pharmacy,Pharmacy,296,"B2, C4, B2, B3, B2",22,75.8,76.125,considered
Clinical Sciences,Physiotherapy,278,"B2, B3, B2, C4, B2",0,51.55,73.75,not admitted
Social Sciences,Geography,200,"B2, C4, B2, B2, C6",28,68.6,50.0,admitted
Law,Law,269,"B2, B2, B2, A1, C4",29,80.22,68.65,admitted
Science,Chemistry,322,"B2, C6, B2, A1, C6",24,79.45,50.0,admitted
Social Sciences,Sociology,201,"B3, A1, B2, C5, A1",6,48.33,66.15,not admitted
Science,Geophysics,256,"B3, C4, C6, B2, C5",12,58.0,50.0,admitted
Social Sciences,Political Science,325,"A1, C4, B2, B3, B3",21,78.42,68.6,admitted
Pharmacy,Pharmacy,274,"A1, C4, C4, C6, C6",16,63.85,76.125,considered
Law,Law,217,"C4, C5, B3, C4, B2",17,58.92,68.65,considered
Pharmacy,Pharmacy,356,"C4, B2, B2, B2, A1",10,72.1,76.125,not admitted
Arts,Creative Arts,396,"A1, B2, C5, B2, C5",29,94.5,67.05,admitted
Pharmacy,Pharmacy,295,"A1, C6, C6, C6, B3",15,65.08,76.125,considered
Pharmacy,Pharmacy,316,"B2, C5, A1, B3, C4",17,72.5,76.125,considered
Arts,French,397,"B3, C4, B2, A1, C5",0,65.62,66.55,not admitted
Dental Sciences,Dentistry,394,"C5, B3, B3, A1, C5",2,66.45,77.4,not admitted
Arts,English,276,"B2, B3, A1, C6, B3",26,76.5,68.175,admitted
Law,Law,329,"A1, C4, C6, B3, C5",14,69.53,68.65,admitted
Environmental Sciences,Urban & Regional Planning,367,"C4, B3, C5, B3, B2",7,68.08,50.0,not admitted
Management Sciences,Finance,383,"B2, C6, C6, B2, C4",23,84.88,68.9,admitted
Social Sciences,Sociology,220,"C5, B3, B2, B3, B3",12,55.1,66.15,considered
Management Sciences,IRPM,234,"C5, A1, C5, B3, C6",18,61.25,50.0,admitted
Basic Medical Sciences,Pharmacology,390,"C6, C4, B2, C5, C4",29,91.35,72.625,admitted
Science,Mathematics,268,"C6, B2, C4, C5, C5",1,47.7,50.0,not admitted
Clinical Sciences,Medicine and Surgery,270,"C6, C6, C5, A1, A1",6,54.15,80.8,not admitted
Management Sciences,Business Administration,287,"C5, A1, A1, B3, B3",24,76.67,68.65,admitted
Dental Sciences,Dentistry,394,"C5, C4, C4, C4, B3",1,64.25,77.4,not admitted
Basic Medical Sciences,Pharmacology,259,"B3, B2, C6, B3, C4",2,49.17,72.625,not admitted
Clinical Sciences,Nursing,242,"C6, C4, C6, C4, B2",10,53.45,70.875,not admitted
Engineering,Civil & Environmental Engineering,324,"B3, B2, C6, B3, C5",13,67.9,50.0,admitted
Clinical Sciences,Radiography,270,"C6, C5, C5, C4, C5",27,72.75,72.525,admitted
Law,Law,301,"C4, B3, C4, B2, C6",8,60.02,68.65,not admitted
Clinical Sciences,Radiography,364,"A1, A1, B2, C4, C4",7,69.7,72.525,not admitted
Law,Law,283,"C6, C6, C5, A1, A1",26,75.78,68.65,admitted
Law,Law,206,"B3, C5, B2, C5, B3",9,49.55,68.65,not admitted
Arts,Christian Religious Studies,282,"C4, C4, C6, A1, B2",20,70.45,61.625,admitted
Science,Fisheries,312,"B2, C5, C6, C4, C5",28,80.2,50.0,admitted
Management Sciences,Actuarial Science,387,"C6, B2, B2, C5, B2",1,64.58,61.875,not admitted
Education,Education Mathematics,223,"A1, B2, A1, B3, C5",11,56.08,50.0,not admitted
Clinical Sciences,Radiography,349,"B2, C4, A1, C5, C6",18,76.42,72.525,admitted
Pharmacy,Pharmacy,371,"B3, C6, B3, B2, C6",10,70.38,76.125,not admitted
Clinical Sciences,Medicine and Surgery,309,"C4, B3, B3, C5, C4",3,56.02,80.8,not admitted
Management Sciences,Actuarial Science,278,"C5, C4, A1, A1, C6",7,56.95,61.875,not admitted
Science,Computer Science,375,"B2, C5, B2, A1, C6",9,71.47,71.75,not admitted
Basic Medical Sciences,Medical Laboratory Science,250,"B3, B2, A1, C4, C6",21,67.85,74.675,considered
Education,Adult Education,207,"B3, C6, C6, B3, C4",6,45.08,50.0,not admitted
Engineering,Surveying & Geoinformatics Engineering,203,"C4, C5, C4, C4, C5",0,38.58,50.0,not admitted
Management Sciences,IRPM,254,"C6, B2, C4, A1, B3",12,59.35,50.0,admitted
Management Sciences,IRPM,283,"B3, C6, A1, B2, B2",0,51.77,50.0,not admitted
Science,Mathematics,316,"B3, B3, B2, C6, B3",10,64.7,50.0,not admitted
Social Sciences,Economics,356,"C6, C6, B3, B2, B2",19,77.9,69.95,admitted
Education,Educational Administration,222,"C4, B3, C6, A1, A1",6,49.75,50.0,not admitted
Environmental Sciences,Architecture,251,"B3, B3, C5, B2, C6",13,58.77,50.0,admitted
Arts,French,220,"B2, C4, B3, C6, B3",0,42.3,66.55,not admitted
Environmental Sciences,Quantity Surveying,364,"A1, B3, C6, C5, B2",29,89.7,50.0,admitted
Management Sciences,Insurance,364,"C5, B3, A1, B2, B3",28,89.9,67.125,admitted
Arts,Philosophy,268,"B2, A1, C4, B3, C6",11,60.1,67.4,not admitted
Law,Law,298,"B2, C6, B3, C5, B2",27,79.05,68.65,admitted
Dental Sciences,Dentistry,243,"C5, C6, C6, B2, C6",29,71.38,77.4,considered
Science,Industrial Mathematics,305,"B2, B3, C4, C5, C5",25,77.53,50.0,admitted
Social Sciences,Psychology,314,"A1, C6, B3, B2, C4",9,63.85,67.4,not admitted
Management Sciences,Actuarial Science,332,"A1, C6, B3, C5, A1",1,58.1,61.875,not admitted
Engineering,Electrical & Electronics Engineering,286,"A1, C4, B3, A1, B3",8,60.95,50.0,not admitted
Engineering,Metallurgical & Material Engineering,268,"B2, A1, C5, C6, A1",15,64.5,50.0,admitted
Clinical Sciences,Nursing,376,"C6, B3, A1, C4, C4",30,91.8,70.875,admitted
Social Sciences,Psychology,362,"C6, B2, C6, C6, C5",11,68.25,67.4,not admitted
Environmental Sciences,Urban & Regional Planning,362,"C4, C5, B3, A1, C5",23,83.05,50.0,admitted
Education,Education Physics,313,"A1, C6, C6, C5, C5",16,67.92,50.0,admitted
Basic Medical Sciences,Physiology,213,"B2, A1, B3, B2, B3",21,65.22,71.55,considered
Law,Law,233,"A1, C4, B2, B3, B3",26,71.92,68.65,admitted
Science,Zoology,357,"A1, C6, B2, C5, B3",24,83.83,50.0,admitted
Science,Chemistry,394,"C5, C4, A1, B3, B2",28,93.25,50.0,admitted
Clinical Sciences,Radiography,251,"B2, C5, C4, A1, A1",12,60.17,72.525,considered
Science,Botany,387,"C4, C5, B2, A1, C4",22,85.97,50.0,admitted
Law,Law,353,"B3, B3, C5, C4, B3",30,88.92,68.65,admitted
Arts,Russian,298,"B3, A1, B2, A1, B2",15,70.65,67.65,admitted
Social Sciences,Social Work,236,"A1, C6, C6, B2, C5",10,53.5,50.0,not admitted
Engineering,Mechanical Engineering,366,"C4, C6, C4, A1, C5",2,61.75,50.0,not admitted
Pharmacy,Pharmacy,306,"C4, A1, B2, B2, A1",21,77.25,76.125,admitted
Clinical Sciences,Nursing,236,"B2, C4, C4, B3, B2",26,71.5,70.875,admitted
Basic Medical Sciences,Pharmacology,329,"B3, C5, C5, B3, C5",13,67.72,72.625,considered
Management Sciences,IRPM,207,"C4, B3, C4, B3, B2",2,43.48,50.0,not admitted
Dental Sciences,Dentistry,236,"B2, B2, C6, C4, B3",11,55.7,77.4,not admitted
Education,Educational Administration,367,"A1, A1, C4, C4, C4",6,68.28,50.0,not admitted
Education,Education Mathematics,299,"C4, A1, C6, B3, B2",23,75.97,50.0,admitted
Law,Law,262,"C6, C4, C5, B3, B2",1,47.75,68.65,not admitted
Pharmacy,Pharmacy,203,"C4, C6, C6, C4, B3",26,64.17,76.125,considered
Management Sciences,Business Administration,301,"C6, C5, B3, C6, C6",18,67.22,68.65,considered
Social Sciences,Political Science,286,"C6, A1, B2, C4, B3",27,78.35,68.6,admitted
Basic Medical Sciences,Physiology,262,"C6, B2, C6, B3, C5",24,69.95,71.55,considered
Engineering,Computer Engineering,375,"B2, C6, B3, B2, C5",10,71.67,50.0,not admitted
Arts,Philosophy,225,"C4, C6, C5, C6, B2",27,67.92,67.4,admitted
Engineering,Computer Engineering,233,"A1, B2, B3, C4, B3",17,62.92,50.0,admitted
Science,Fisheries,262,"B2, B3, B2, C5, B2",0,49.15,50.0,not admitted
Clinical Sciences,Nursing,377,"A1, C5, C5, C5, C6",4,64.33,70.875,not admitted
Science,Chemistry,353,"C5, C6, A1, C6, C4",19,76.33,50.0,admitted
Arts,French,220,"A1, A1, B2, B2, C5",16,61.1,66.55,considered
Science,Mathematics,400,"B2, B3, C6, C5, A1",5,70.2,50.0,not admitted
Clinical Sciences,Radiography,376,"A1, C4, B2, B3, C6",10,72.6,72.525,not admitted
Engineering,Computer Engineering,371,"B2, C6, A1, A1, A1",21,84.97,50.0,admitted
Engineering,Systems Engineering,385,"C5, A1, C6, C5, B3",8,70.12,50.0,not admitted
Law,Law,281,"A1, C6, C4, A1, C4",26,76.72,68.65,admitted
Social Sciences,Mass Communication,282,"B3, B3, C5, B3, C5",12,61.65,72.35,considered
Dental Sciences,Dentistry,267,"C5, A1, C5, B2, C4",25,73.58,77.4,considered
Clinical Sciences,Physiotherapy,340,"C6, C6, C5, B2, B2",26,82.1,73.75,admitted
Pharmacy,Pharmacy,216,"B2, B3, C5, B3, C6",18,59.4,76.125,considered
Pharmacy,Pharmacy,297,"B3, B3, C6, B3, A1",21,73.72,76.125,considered
Arts,Christian Religious Studies,368,"B2, B2, B3, A1, B2",3,67.0,61.625,not admitted
Law,Law,289,"B2, C6, B3, C6, B3",15,65.12,68.65,considered
Dental Sciences,Dentistry,253,"B3, A1, A1, B3, C4",0,48.83,77.4,not admitted
Arts,Christian Religious Studies,348,"C5, B2, C5, C5, A1",20,78.3,61.625,admitted
Engineering,Systems Engineering,205,"B3, B3, C5, A1, A1",12,54.42,50.0,admitted
Basic Medical Sciences,Medical Laboratory Science,350,"C4, A1, A1, A1, B3",3,64.75,74.675,not admitted
Arts,French,282,"B3, B2, C6, A1, B2",7,58.65,66.55,not admitted
Management Sciences,Business Administration,323,"C5, B3, A1, B3, C4",15,70.97,68.65,admitted
Management Sciences,Accounting,357,"B3, C5, C5, B3, C4",13,71.62,74.1,considered
Pharmacy,Pharmacy,223,"C4, B2, A1, B3, B3",3,47.67,76.125,not admitted
Social Sciences,Psychology,213,"B3, C5, C5, C6, B3",24,63.83,67.4,considered
Engineering,Electrical & Electronics Engineering,341,"B2, C5, A1, A1, A1",7,67.62,50.0,not admitted
Pharmacy,Pharmacy,246,"A1, C5, C5, A1, C5",1,46.95,76.125,not admitted
Science,Industrial Mathematics,397,"B2, A1, C6, C4, A1",16,82.03,50.0,admitted
Social Sciences,Political Science,213,"C5, C5, A1, B3, B3",25,66.83,68.6,considered
Social Sciences,Geography,246,"C4, C6, B2, C5, C4",10,54.35,50.0,not admitted
Dental Sciences,Dentistry,278,"C6, C5, C5, C6, B3",17,63.75,77.4,considered
Pharmacy,Pharmacy,230,"A1, C4, C4, B2, B3",19,64.15,76.125,considered
Science,Statistics,203,"C5, C4, C5, B2, C5",30,68.97,50.0,admitted
Law,Law,209,"C4, C4, C5, A1, A1",20,62.12,68.65,considered
Education,Education French,366,"B3, B2, B3, C6, A1",4,65.75,50.0,not admitted
Engineering,Surveying & Geoinformatics Engineering,343,"C6, B2, C5, C4, C6",21,76.67,50.0,admitted
Pharmacy,Pharmacy,356,"C5, C6, A1, C5, C6",12,69.3,76.125,considered
