Faculty,Department,UTME_Score,UTME_Cutoff,Aggregate_Score,Aggregate_Cutoff,utme_gap,aggregate_gap,Olevel_Valid,olevel_avg_points,admitted_numeric
Management Sciences,Business Administration,216,200,56.4,55.0,16,1.4,1,2.8,1
Engineering,Computer Engineering,204,200,56.6,64.3,4,-7.7,1,3.2,0
Communications and Media Studies,Journalism,342,150,79.3,64.0,192,15.3,1,3.6,1
Science,Microbiology,142,180,55.3,65.75,-38,-10.45,1,4.8,0
Science,Computer Science,333,200,77.95,65.3,133,12.65,1,3.6,1
Law,Law,271,240,61.65,55.0,31,6.65,1,2.2,1
Science,Physics,153,150,56.95,56.5,3,0.45,1,4.8,1
Agriculture,Agricultural Economics and Extension,294,150,58.1,57.8,144,0.3,1,2.8,1
Engineering,Meterials and Metallurgical Engineering,307,150,76.05,55.0,157,21.05,1,4.0,1
Science,Geology,215,150,59.25,59.5,65,-0.25,1,3.4,0
Basic Medical Science,Medical Laboratory Science,203,200,59.45,72.3,3,-12.85,1,3.8,0
Agriculture,Water Resources Management and Agrometeorology,250,150,71.5,55.0,100,16.5,1,4.8,1
Social Sciences,Criminology and Security Studies,286,200,67.9,55.0,86,12.9,1,3.0,1
Science,Mathematics,225,150,55.75,55.5,75,0.25,1,4.4,1
Environmental Design and Management,Estate Management,334,160,69.1,57.5,174,11.6,1,3.8,1
Pharmacy,Doctor of Pharmacy,312,240,70.8,55.0,72,15.8,1,2.8,1
Engineering,Mechanical Engineering,158,200,37.7,65.0,-42,-27.3,1,2.8,0
Agriculture,Fisheries and Aquaculture,235,150,66.25,50.3,85,15.95,1,4.2,1
Arts,Linguistics and Language,280,150,66.0,55.0,130,11.0,1,2.8,1
Social Sciences,Sociology,218,160,58.7,63.95,58,-5.25,1,3.2,0
Agriculture,Agricultural Economics and Extension,207,150,52.05,57.8,57,-5.75,1,4.2,0
Communications and Media Studies,Journalism,221,150,50.15,64.0,71,-13.85,1,3.4,0
Social Sciences,Sociology,201,160,46.15,63.95,41,-17.8,1,3.2,0
Environmental Design and Management,Quantity Surveying,272,170,68.8,60.5,102,8.3,1,3.6,1
Agriculture,Agricultural Economics and Extension,167,150,43.05,57.8,17,-14.75,1,3.6,0
Management Sciences,Business Administration,316,200,59.4,55.0,116,4.4,1,2.4,1
Management Sciences,Accounting,285,200,58.75,55.0,85,3.75,1,3.2,1
College of Medicine,Medicine and Surgery,170,260,49.5,55.0,-90,-5.5,1,2.8,0
Education,Library and Information Science,267,150,68.05,64.5,117,3.55,1,3.6,1
Basic Medical Science,Medical Laboratory Science,251,200,51.65,72.3,51,-20.65,1,2.8,0
Environmental Design and Management,Building,205,170,49.75,57.5,35,-7.75,1,3.8,0
Basic Medical Science,Radiology and Radiography,231,200,68.65,71.3,31,-2.65,1,4.8,0
Law,Law,283,240,74.45,55.0,43,19.45,1,4.4,1
Science,Geology,145,150,43.75,59.5,-5,-15.75,1,4.4,0
Law,Law,309,240,80.35,55.0,69,25.35,1,4.8,1
Management Sciences,Business Administration,231,200,57.65,55.0,31,2.65,1,2.6,1
Management Sciences,Business Administration,153,200,49.95,55.0,-47,-5.05,1,3.4,0
Arts,Theatre and Media Arts,328,200,82.2,65.8,128,16.4,1,4.6,1
College of Medicine,Medicine and Surgery,205,260,46.75,55.0,-55,-8.25,1,3.2,0
Education,Biology Education,257,150,66.55,55.0,107,11.55,1,3.6,1
Science,Botany,309,150,78.35,53.5,159,24.85,1,4.4,1
Management Sciences,Public Administration,330,160,70.5,55.0,170,15.5,1,4.2,1
College of Medicine,Medicine and Surgery,283,260,61.45,55.0,23,6.45,1,3.8,1
Law,Law,345,240,76.75,55.0,105,21.75,1,3.0,1
College of Medicine,Medicine and Surgery,156,260,51.4,55.0,-104,-3.6,1,3.6,0
Engineering,Meterials and Metallurgical Engineering,178,150,43.7,55.0,28,-11.3,1,3.4,0
Education,Mathematics Education,265,150,52.75,55.5,115,-2.75,1,2.6,0
College of Medicine,Medicine and Surgery,314,260,71.1,55.0,54,16.1,1,2.8,1
Communications and Media Studies,Mass Communication,242,220,71.3,66.3,22,5.0,1,5.0,1
Agriculture,Crop Science and Horticulture,155,150,37.25,57.3,5,-20.05,1,2.8,0
Arts,Linguistics and Language,226,150,56.9,55.0,76,1.9,1,2.6,1
Education,Biology Education,330,150,83.5,55.0,180,28.5,1,4.8,1
Management Sciences,Finance,312,160,62.8,55.0,152,7.8,1,3.2,1
Environmental Design and Management,Quantity Surveying,208,170,59.2,60.5,38,-1.3,1,3.6,0
Environmental Design and Management,Building,181,170,42.15,57.5,11,-15.35,1,3.0,0
Education,Biology Education,250,150,52.5,55.0,100,-2.5,1,3.0,0
Basic Medical Science,Radiology and Radiography,191,200,49.65,71.3,-9,-21.65,1,4.2,0
Pharmacy,Doctor of Pharmacy,160,240,59.0,55.0,-80,4.0,1,5.0,0
Social Sciences,Geography,275,150,52.25,55.0,125,-2.75,1,2.2,0
Communications and Media Studies,Pulic Relations,301,150,59.15,55.0,151,4.15,1,2.8,1
Engineering,Electrical and Electronics Engineering,272,200,64.8,63.3,72,1.5,1,2.8,1
Law,Law,260,240,60.0,55.0,20,5.0,1,2.2,1
Environmental Design and Management,Building,291,170,71.65,57.5,121,14.15,1,3.6,1
Environmental Design and Management,Urban and Regional Planning,346,150,76.9,56.0,196,20.9,1,5.0,1
Arts,History and International Studies,189,180,57.35,67.8,9,-10.45,1,3.8,0
Basic Medical Science,Anatomy,200,180,56.0,63.3,20,-7.3,1,3.2,0
Law,Law,274,240,60.1,55.0,34,5.1,1,3.8,1
Agriculture,Animal Production and Health,216,150,64.4,61.3,66,3.1,1,4.4,1
Agriculture,Water Resources Management and Agrometeorology,160,150,50.0,55.0,10,-5.0,1,3.2,0
Agriculture,Agricultural Economics and Extension,156,150,37.4,57.8,6,-20.4,1,2.8,0
Arts,History and International Studies,213,180,54.95,67.8,33,-12.85,1,4.6,0
Engineering,Electrical and Electronics Engineering,341,200,74.15,63.3,141,10.85,1,4.6,1
Communications and Media Studies,Broadcasting,346,150,62.9,64.0,196,-1.1,1,2.2,0
Management Sciences,Public Administration,159,160,52.85,55.0,-1,-2.15,1,3.8,0
Science,Biochemistry,328,180,57.2,63.75,148,-6.55,1,1.6,0
Social Sciences,Economics,349,180,80.35,63.75,169,16.6,1,3.6,1
Pharmacy,Doctor of Pharmacy,289,240,71.35,55.0,49,16.35,1,3.6,1
Communications and Media Studies,Mass Communication,313,220,67.95,66.3,93,1.65,1,4.2,1
Environmental Design and Management,Survey and Geo-informatics,329,150,62.35,55.0,179,7.35,1,2.6,1
College of Medicine,Medicine and Surgery,159,260,45.85,55.0,-101,-9.15,1,2.4,0
Social Sciences,Psychology,232,150,54.8,64.5,82,-9.7,1,4.0,0
Pharmacy,Doctor of Pharmacy,159,240,37.85,55.0,-81,-17.15,1,2.8,0
Engineering,Electrical and Electronics Engineering,325,200,67.75,63.3,125,4.45,1,3.8,1
Engineering,Meterials and Metallurgical Engineering,146,150,42.9,55.0,-4,-12.1,1,4.2,0
Basic Medical Science,Medical Laboratory Science,143,200,40.45,72.3,-57,-31.85,1,3.8,0
Management Sciences,Finance,149,160,49.35,55.0,-11,-5.65,1,3.4,0
Arts, English and Literary Studies,194,150,57.1,55.0,44,2.1,1,3.6,1
Communications and Media Studies,Broadcasting,255,150,62.25,64.0,105,-1.75,1,2.8,0
Agriculture,Fisheries and Aquaculture,306,150,62.9,50.3,156,12.6,1,3.4,1
Law,Law,230,240,43.5,55.0,-10,-11.5,1,1.8,0
College of Medicine,Medicine and Surgery,184,260,56.6,55.0,-76,1.6,1,3.8,0
Law,Law,254,240,54.1,55.0,14,-0.9,1,3.2,0
Agriculture,Crop Science and Horticulture,194,150,52.1,57.3,44,-5.2,1,2.6,0
Engineering,Meterials and Metallurgical Engineering,203,150,61.45,55.0,53,6.45,1,4.2,1
Law,Law,305,240,62.75,55.0,65,7.75,1,3.4,1
Basic Medical Science,Anatomy,142,180,36.3,63.3,-38,-27.0,1,3.0,0
Arts,Linguistics and Language,326,150,75.9,55.0,176,20.9,1,3.4,1
Education,Chemistry Education,296,150,72.4,55.0,146,17.4,1,3.6,1
College of Medicine,Medicine and Surgery,258,260,63.7,55.0,-2,8.7,1,3.0,0
Agriculture,Animal Production and Health,265,150,62.75,61.3,115,1.45,1,2.6,1
Education,Physics Education,312,150,61.8,53.6,162,8.2,1,3.0,1
Environmental Design and Management,Building,334,170,80.1,57.5,164,22.6,1,4.0,1
Management Sciences,Business Administration,286,200,74.9,55.0,86,19.9,1,4.4,1
Law,Law,242,240,57.3,55.0,2,2.3,1,2.2,1
Environmental Design and Management,Urban and Regional Planning,200,150,55.0,56.0,50,-1.0,1,3.0,0
Engineering,Agricultural and Bio-Resources Engineering,160,160,44.0,55.0,0,-11.0,1,4.0,0
Arts,Linguistics and Language,342,150,88.3,55.0,192,33.3,1,5.4,1
Science,Statistics,183,150,49.45,54.5,33,-5.05,1,4.4,0
Social Sciences,Economics,219,180,44.85,63.75,39,-18.9,1,2.4,0
Pharmacy,Doctor of Pharmacy,185,240,36.75,55.0,-55,-18.25,1,1.8,0
Communications and Media Studies,Mass Communication,276,220,60.4,66.3,56,-5.9,1,3.8,0
Arts,Linguistics and Language,227,150,56.05,55.0,77,1.05,1,4.4,1
Social Sciences,Political Science,221,180,61.15,62.5,41,-1.35,1,3.6,0
Management Sciences,Business Administration,258,200,56.7,55.0,58,1.7,1,3.6,1
Education,Biology Education,202,150,40.3,55.0,52,-14.7,1,2.0,0
Arts, English and Literary Studies,203,150,59.45,55.0,53,4.45,1,3.8,1
Management Sciences,Accounting,178,200,44.7,55.0,-22,-10.3,1,3.6,0
Education,Chemistry Education,196,150,50.4,55.0,46,-4.6,1,4.2,0
Social Sciences,Demography and Social Statistics,350,150,80.5,60.5,200,20.0,1,3.6,1
Law,Law,209,240,58.35,55.0,-31,3.35,1,3.4,0
Basic Medical Science,Physiology,343,180,67.45,61.5,163,5.95,1,3.2,1
Management Sciences,Public Administration,340,160,65.0,55.0,180,10.0,1,2.8,1
Environmental Design and Management,Estate Management,142,160,45.3,57.5,-18,-12.2,1,2.8,0
Education,Health Education,334,150,72.1,57.95,184,14.15,1,4.4,1
Education,Human Kinetics,348,150,85.2,54.9,198,30.3,1,4.6,1
College of Medicine,Medicine and Surgery,240,260,58.0,55.0,-20,3.0,1,4.4,0
Arts,History and International Studies,318,180,77.7,67.8,138,9.9,1,4.0,1
Social Sciences,Criminology and Security Studies,182,200,43.3,55.0,-18,-11.7,1,3.2,0
Education,Health Education,299,150,76.85,57.95,149,18.9,1,4.4,1
Education,Guidance and Counselling,294,150,73.1,59.05,144,14.05,1,3.8,1
Agriculture,Soil Science and Land Resources Management,322,150,79.3,55.0,172,24.3,1,4.2,1
Environmental Design and Management,Quantity Surveying,257,170,58.55,60.5,87,-1.95,1,2.0,0
Education,Human Kinetics,218,150,50.7,54.9,68,-4.2,1,3.6,0
Basic Medical Science,Medical Laboratory Science,337,200,69.55,72.3,137,-2.75,1,3.8,0
Pharmacy,Doctor of Pharmacy,262,240,70.3,55.0,22,15.3,1,4.2,1
Law,Law,310,240,73.5,55.0,70,18.5,1,3.4,1
Law,Law,255,240,64.25,55.0,15,9.25,1,3.2,1
Management Sciences,Public Administration,331,160,79.65,55.0,171,24.65,1,4.0,1
Pharmacy,Doctor of Pharmacy,178,240,50.7,55.0,-62,-4.3,1,4.8,0
Environmental Design and Management,Survey and Geo-informatics,149,150,56.35,55.0,-1,1.35,1,4.8,0
Basic Medical Science,Radiology and Radiography,298,200,67.7,71.3,98,-3.6,1,4.6,0
Management Sciences,Business Administration,253,200,49.95,55.0,53,-5.05,1,2.4,0
Management Sciences,Public Administration,175,160,57.25,55.0,15,2.25,1,4.2,1
Engineering,Civil Engineering,250,200,51.5,65.0,50,-13.5,1,2.8,0
College of Medicine,Medicine and Surgery,152,260,53.8,55.0,-108,-1.2,1,4.2,0
Basic Medical Science,Medical Laboratory Science,252,200,62.8,72.3,52,-9.5,1,5.0,0
Arts,Theatre and Media Arts,311,200,67.65,65.8,111,1.85,1,4.2,1
Environmental Design and Management,Architecture,157,210,46.55,66.25,-53,-19.7,1,2.6,0
Education,Human Kinetics,165,150,48.75,54.9,15,-6.15,1,2.8,0
College of Medicine,Medicine and Surgery,159,260,44.85,55.0,-101,-10.15,1,4.2,0
Environmental Design and Management,Architecture,252,210,69.8,66.25,42,3.55,1,4.4,1
Engineering,Agricultural and Bio-Resources Engineering,141,160,49.15,55.0,-19,-5.85,1,3.6,0
Engineering,Electrical and Electronics Engineering,243,200,52.45,63.3,43,-10.85,1,3.2,0
Management Sciences,Accounting,194,200,53.1,55.0,-6,-1.9,1,4.8,0
Social Sciences,Criminology and Security Studies,295,200,56.25,55.0,95,1.25,1,2.4,1
Environmental Design and Management,Quantity Surveying,142,170,43.3,60.5,-28,-17.2,1,4.4,0
Pharmacy,Doctor of Pharmacy,188,240,58.2,55.0,-52,3.2,1,4.0,0
College of Medicine,Medicine and Surgery,147,260,41.05,55.0,-113,-13.95,1,3.8,0
College of Medicine,Medicine and Surgery,335,260,75.25,55.0,75,20.25,1,3.0,1
Communications and Media Studies,Mass Communication,153,220,49.95,66.3,-67,-16.35,1,3.4,0
Arts,History and International Studies,340,180,68.0,67.8,160,0.2,1,1.4,1
Management Sciences,Finance,145,160,49.75,55.0,-15,-5.25,1,3.6,0
Communications and Media Studies,Journalism,156,150,48.4,64.0,6,-15.6,1,3.0,0
Basic Medical Science,Radiology and Radiography,274,200,56.1,71.3,74,-15.2,1,3.0,0
Arts,History and International Studies,342,180,74.3,67.8,162,6.5,1,2.6,1
Communications and Media Studies,Broadcasting,319,150,72.85,64.0,169,8.85,1,5.0,1
Communications and Media Studies,Journalism,257,150,62.55,64.0,107,-1.45,1,2.8,0
Education,Mathematics Education,340,150,71.0,55.5,190,15.5,1,2.0,1
Law,Law,199,240,48.85,55.0,-41,-6.15,1,3.8,0
Environmental Design and Management,Building,152,170,47.8,57.5,-18,-9.7,1,3.0,0
Basic Medical Science,Physiology,269,180,72.35,61.5,89,10.85,1,4.4,1
Agriculture,Fisheries and Aquaculture,186,150,42.9,50.3,36,-7.4,1,3.0,0
Science,Physics,193,150,44.95,56.5,43,-11.55,1,3.2,0
Engineering,Meterials and Metallurgical Engineering,326,150,62.9,55.0,176,7.9,1,2.8,1
Social Sciences,Geography,162,150,57.3,55.0,12,2.3,1,4.6,1
Science,Physics,209,150,43.35,56.5,59,-13.15,1,2.4,0
Law,Law,250,240,56.5,55.0,10,1.5,1,3.8,1
Pharmacy,Doctor of Pharmacy,168,240,56.2,55.0,-72,1.2,1,4.2,0
College of Medicine,Medicine and Surgery,340,260,76.0,55.0,80,21.0,1,3.0,1
Pharmacy,Doctor of Pharmacy,173,240,57.95,55.0,-67,2.95,1,4.4,0
Education,Chemistry Education,188,150,55.2,55.0,38,0.2,1,3.4,1
Environmental Design and Management,Quantity Surveying,170,170,48.5,60.5,0,-12.0,1,4.6,0
Communications and Media Studies,Journalism,311,150,65.65,64.0,161,1.65,1,3.8,1
Agriculture,Hospitality and Tourism Management,181,150,60.15,58.45,31,1.7,1,4.6,1
Arts,History and International Studies,189,180,49.35,67.8,9,-18.45,1,4.2,0
Engineering,Electrical and Electronics Engineering,301,200,76.15,63.3,101,12.85,1,4.2,1
Basic Medical Science,Medical Laboratory Science,175,200,46.25,72.3,-25,-26.05,1,4.0,0
Education,Library and Information Science,248,150,61.2,64.5,98,-3.3,1,4.8,0
Communications and Media Studies,Mass Communication,266,220,70.9,66.3,46,4.6,1,4.2,1
Arts,History and International Studies,248,180,65.2,67.8,68,-2.6,1,3.6,0
Education,Guidance and Counselling,143,150,39.45,59.05,-7,-19.6,1,3.6,0
Agriculture,Fisheries and Aquaculture,159,150,50.85,50.3,9,0.55,1,3.4,1
Communications and Media Studies,Mass Communication,208,220,48.2,66.3,-12,-18.1,1,3.4,0
Law,Law,326,240,69.9,55.0,86,14.9,1,4.2,1
Science,Statistics,197,150,47.55,54.5,47,-6.95,1,3.6,0
Agriculture,Agricultural Economics and Extension,195,150,41.25,57.8,45,-16.55,1,2.4,0
Engineering,Agricultural and Bio-Resources Engineering,292,160,66.8,55.0,132,11.8,1,2.6,1
Agriculture,Crop Science and Horticulture,342,150,67.3,57.3,192,10.0,1,3.2,1
Pharmacy,Doctor of Pharmacy,297,240,76.55,55.0,57,21.55,1,4.4,1
Management Sciences,Business Administration,142,200,36.3,55.0,-58,-18.7,1,3.0,0
Social Sciences,Economics,269,180,65.35,63.75,89,1.6,1,5.0,1
Education,Library and Information Science,164,150,41.6,64.5,14,-22.9,1,3.4,0
Environmental Design and Management,Building,221,170,59.15,57.5,51,1.65,1,3.2,1
Engineering,Computer Engineering,310,200,76.5,64.3,110,12.2,1,4.0,1
Education,Library and Information Science,280,150,59.0,64.5,130,-5.5,1,3.4,0
Social Sciences,Economics,329,180,76.35,63.75,149,12.6,1,3.4,1
Basic Medical Science,Anatomy,281,180,66.15,63.3,101,2.85,1,2.8,1
Science,Zoology,343,150,80.45,55.5,193,24.95,1,3.8,1
Management Sciences,Public Administration,266,160,52.9,55.0,106,-2.1,1,2.6,0
Science,Microbiology,238,180,50.7,65.75,58,-15.05,1,3.0,0
Science,Zoology,145,150,38.75,55.5,-5,-16.75,1,3.4,0
Law,Law,184,240,55.6,55.0,-56,0.6,1,3.6,0
Management Sciences,Finance,233,160,50.95,55.0,73,-4.05,1,3.2,0
Pharmacy,Doctor of Pharmacy,150,240,37.5,55.0,-90,-17.5,1,3.0,0
Social Sciences,Criminology and Security Studies,149,200,45.35,55.0,-51,-9.65,1,4.6,0
Environmental Design and Management,Urban and Regional Planning,263,150,56.45,56.0,113,0.45,1,3.4,1
Environmental Design and Management,Survey and Geo-informatics,146,150,38.9,55.0,-4,-16.1,1,3.4,0
Agriculture,Water Resources Management and Agrometeorology,255,150,54.25,55.0,105,-0.75,1,3.2,0
Agriculture,Agricultural Economics and Extension,215,150,59.25,57.8,65,1.45,1,3.4,1
Social Sciences,Demography and Social Statistics,308,150,70.2,60.5,158,9.7,1,2.8,1
Law,Law,326,240,60.9,55.0,86,5.9,1,2.4,1
Science,Computer Science,313,200,60.95,65.3,113,-4.35,1,2.8,0
Communications and Media Studies,Pulic Relations,210,150,58.5,55.0,60,3.5,1,3.4,1
Engineering,Mechanical Engineering,153,200,38.95,65.0,-47,-26.05,1,3.2,0
Environmental Design and Management,Building,291,170,57.65,57.5,121,0.15,1,2.8,1
Agriculture,Hospitality and Tourism Management,255,150,60.25,58.45,105,1.8,1,2.4,1
Education,Human Kinetics,144,150,54.6,54.9,-6,-0.3,1,4.6,0
Engineering,Computer Engineering,184,200,50.6,64.3,-16,-13.7,1,4.6,0
Management Sciences,Finance,327,160,80.05,55.0,167,25.05,1,4.2,1
Engineering,Civil Engineering,208,200,48.2,65.0,8,-16.8,1,3.4,0
Pharmacy,Doctor of Pharmacy,349,240,72.35,55.0,109,17.35,1,4.0,1
Communications and Media Studies,Pulic Relations,166,150,52.9,55.0,16,-2.1,1,3.6,0
Law,Law,226,240,47.9,55.0,-14,-7.1,1,2.8,0
Basic Medical Science,Anatomy,281,180,68.15,63.3,101,4.85,1,3.2,1
Pharmacy,Doctor of Pharmacy,234,240,66.1,55.0,-6,11.1,1,4.2,0
Agriculture,Hospitality and Tourism Management,218,150,55.7,58.45,68,-2.75,1,2.6,0
Law,Law,263,240,69.45,55.0,23,14.45,1,4.0,1
Basic Medical Science,Anatomy,342,180,72.3,63.3,162,9.0,1,4.2,1
Communications and Media Studies,Journalism,337,150,68.55,64.0,187,4.55,1,3.6,1
Science,Computer Science,141,200,39.15,65.3,-59,-26.15,1,3.6,0
Science,Microbiology,323,180,68.45,65.75,143,2.7,1,4.0,1
Science,Biochemistry,313,180,63.95,63.75,133,0.2,1,3.4,1
Arts,Linguistics and Language,228,150,58.2,55.0,78,3.2,1,2.8,1
College of Medicine,Medicine and Surgery,206,260,45.9,55.0,-54,-9.1,1,3.0,0
College of Medicine,Medicine and Surgery,254,260,60.1,55.0,-6,5.1,1,4.4,0
Engineering,Mechatronics Engineering,307,220,61.05,65.0,87,-3.95,1,3.0,0
Basic Medical Science,Medical Laboratory Science,310,200,72.5,72.3,110,0.2,1,3.2,1
College of Medicine,Medicine and Surgery,276,260,58.4,55.0,16,3.4,1,3.4,1
College of Medicine,Medicine and Surgery,264,260,66.6,55.0,4,11.6,1,3.4,1
Management Sciences,Finance,264,160,67.6,55.0,104,12.6,1,3.6,1
Communications and Media Studies,Mass Communication,181,220,47.15,66.3,-39,-19.15,1,4.0,0
College of Medicine,Medicine and Surgery,268,260,64.2,55.0,8,9.2,1,4.8,1
Science,Biochemistry,166,180,54.9,63.75,-14,-8.85,1,4.0,0
College of Medicine,Medicine and Surgery,259,260,56.85,55.0,-1,1.85,1,3.6,0
Education,Library and Information Science,147,150,41.05,64.5,-3,-23.45,1,3.8,0
Arts, English and Literary Studies,145,150,44.75,55.0,-5,-10.25,1,4.6,0
College of Medicine,Medicine and Surgery,213,260,47.95,55.0,-47,-7.05,1,3.2,0
Environmental Design and Management,Survey and Geo-informatics,191,150,59.65,55.0,41,4.65,1,4.2,1
Education,Human Kinetics,294,150,69.1,54.9,144,14.2,1,3.0,1
Basic Medical Science,Physiology,247,180,52.05,61.5,67,-9.45,1,3.0,0
College of Medicine,Medicine and Surgery,315,260,61.25,55.0,55,6.25,1,2.8,1
Environmental Design and Management,Quantity Surveying,178,170,62.7,60.5,8,2.2,1,5.2,1
Communications and Media Studies,Broadcasting,252,150,66.8,64.0,102,2.8,1,3.8,1
Law,Law,241,240,61.15,55.0,1,6.15,1,3.0,1
Management Sciences,Accounting,314,200,59.1,55.0,114,4.1,1,2.4,1
Pharmacy,Doctor of Pharmacy,187,240,58.05,55.0,-53,3.05,1,4.0,0
Education,Mathematics Education,343,150,75.45,55.5,193,19.95,1,2.8,1
Engineering,Civil Engineering,294,200,67.1,65.0,94,2.1,1,2.6,1
Communications and Media Studies,Journalism,262,150,71.3,64.0,112,7.3,1,4.4,1
Management Sciences,Accounting,162,200,42.3,55.0,-38,-12.7,1,3.6,0
Basic Medical Science,Radiology and Radiography,219,200,49.85,71.3,19,-21.45,1,3.4,0
Management Sciences,Accounting,142,200,34.3,55.0,-58,-20.7,1,2.6,0
Social Sciences,Demography and Social Statistics,316,150,69.4,60.5,166,8.9,1,4.4,1
Pharmacy,Doctor of Pharmacy,284,240,59.6,55.0,44,4.6,1,3.4,1
Communications and Media Studies,Pulic Relations,160,150,50.0,55.0,10,-5.0,1,3.2,0
Arts,History and International Studies,156,180,53.4,67.8,-24,-14.4,1,4.0,0
Basic Medical Science,Radiology and Radiography,314,200,65.1,71.3,114,-6.2,1,3.6,0
Basic Medical Science,Medical Laboratory Science,140,200,44.0,72.3,-60,-28.3,1,4.6,0
Pharmacy,Doctor of Pharmacy,330,240,75.5,55.0,90,20.5,1,3.2,1
Education,Human Kinetics,322,150,74.3,54.9,172,19.4,1,3.2,1
Environmental Design and Management,Architecture,229,210,54.35,66.25,19,-11.9,1,4.0,0
College of Medicine,Medicine and Surgery,297,260,60.55,55.0,37,5.55,1,3.2,1
Communications and Media Studies,Mass Communication,206,220,47.9,66.3,-14,-18.4,1,3.4,0
Management Sciences,Public Administration,287,160,76.05,55.0,127,21.05,1,4.6,1
Science,Microbiology,231,180,50.65,65.75,51,-15.1,1,3.2,0
Communications and Media Studies,Pulic Relations,266,150,55.9,55.0,116,0.9,1,3.2,1
Law,Law,209,240,52.35,55.0,-31,-2.65,1,4.2,0
Law,Law,205,240,50.75,55.0,-35,-4.25,1,2.0,0
