faculty,department,utme_score,screening_score,olevel_passed,admitted,olevel_grades
Education,Special Education,299,80.38,False,not admitted,"B2, C4, B2, A1, B3"
Management and Social Sciences,Tourism and Hospitality Management,245,68.62,True,not admitted,"B3, A1, C6, B3, C4"
Agriculture,Agricultural Economics and Extension Services,331,80.38,False,not admitted,"C6, C6, A1, B2, A1"
Allied Health Science,Public Health,380,82.5,True,not admitted,"B3, C6, A1, C5, C5"
Education,Educational Management,217,72.12,True,not admitted,"B3, B2, B2, B2, A1"
Arts,"Religions, History and Heritage Studies",336,77.0,True,not admitted,"C4, C5, C6, B2, B3"
Arts,Performing Arts and Film Studies,293,76.62,True,not admitted,"A1, C4, A1, C4, C5"
Pure and Applied Science,"Chemical, Geological and Physical Sciences",328,76.0,False,not admitted,"B2, A1, C6, C5, C6"
Management and Social Sciences,Business and Entrepreneurship,143,60.88,True,not admitted,"A1, C6, B2, B2, A1"
Engineering and Technology,Aeronautics and Astronautics Engineering,275,73.38,True,not admitted,"C5, B2, B3, A1, C5"
Pure and Applied Science,Biochemistry,185,61.12,True,not admitted,"C6, A1, C5, C4, A1"
Management and Social Sciences,Economics and Development Studies,138,55.25,True,not admitted,"B2, A1, C5, C5, C4"
Management and Social Sciences,Accounting and Finance,359,83.88,False,not admitted,"B3, B2, C5, B2, C4"
Engineering and Technology,Food and Agricultural Engineering,349,81.62,True,not admitted,"B3, B3, B2, C5, C4"
Arts,Performing Arts and Film Studies,355,85.38,False,not admitted,"B3, B2, B2, B3, C4"
Pure and Applied Science,"Chemical, Geological and Physical Sciences",200,70.0,False,not admitted,"B2, B3, A1, B2, B2"
Pure and Applied Science,Zoology,292,80.5,True,not admitted,"A1, B3, C4, A1, B2"
Engineering and Technology,Aeronautics and Astronautics Engineering,136,56.0,True,not admitted,"B3, B3, C5, A1, C4"
Management and Social Sciences,Economics and Development Studies,198,62.75,False,not admitted,"A1, C5, A1, C5, C5"
Allied Health Science,Medical Laboratory Science,339,76.38,True,not admitted,"B3, C4, C6, B2, C6"
Education,Educational Management,247,72.88,False,not admitted,"B2, C4, A1, C4, B2"
Information and Communication Technology,Library and Information Science,124,57.5,True,not admitted,"A1, B3, C4, B3, B2"
Engineering and Technology,Aeronautics and Astronautics Engineering,293,72.62,True,not admitted,"C5, C5, C6, A1, B2"
Law,Jurisprudence and Public Law,256,71.0,True,not admitted,"B2, C6, C4, A1, B3"
Management and Social Sciences,Accounting and Finance,313,82.12,True,not admitted,"A1, B3, C5, A1, B2"
Education,Early Childhood and Primary Education,232,70.0,True,not admitted,"C6, A1, A1, C5, A1"
Law,Jurisprudence and Public Law,255,65.88,False,not admitted,"C6, C4, B3, C4, C4"
Education,Educational Management,181,61.62,True,not admitted,"A1, B2, B3, C6, C4"
Agriculture,Agricultural Economics and Extension Services,381,78.62,True,not admitted,"B2, C6, C6, C6, C4"
Pure and Applied Science,Environmental Management and Toxicology,313,80.12,False,not admitted,"A1, C5, C5, B2, A1"
Pure and Applied Science,"Chemical, Geological and Physical Sciences",205,63.62,False,not admitted,"B3, A1, C5, B2, C6"
Management and Social Sciences,Politics and Governance,239,61.88,True,not admitted,"C4, C6, B2, C5, C6"
Agriculture,Food Science and Technology,300,68.5,True,not admitted,"A1, C6, C6, C6, C5"
Pure and Applied Science,Geology and Mineral Sciences,299,77.38,True,not admitted,"C5, B2, C4, A1, B3"
Engineering and Technology,Food and Agricultural Engineering,356,82.5,True,not admitted,"A1, B3, C6, B3, C4"
Education,Educational Management,213,67.62,False,not admitted,"A1, B3, C6, A1, B3"
Law,Jurisprudence and Public Law,275,73.38,False,not admitted,"C4, A1, C4, C5, B2"
Arts,Fine and Applied Arts,129,51.12,True,not admitted,"A1, C4, C4, C6, C5"
Education,Early Childhood and Primary Education,160,56.0,True,not admitted,"C6, C4, A1, C6, B2"
Pure and Applied Science,Mathematics and Statistics,222,65.75,True,not admitted,"B2, B2, C6, B2, C5"
Law,Jurisprudence and Public Law,320,81.0,True,not admitted,"B2, B2, B2, B2, C6"
Engineering and Technology,Aeronautics and Astronautics Engineering,125,56.62,False,not admitted,"A1, C4, B2, B3, C4"
Management and Social Sciences,Accounting and Finance,158,56.75,True,not admitted,"C5, C5, B3, B2, B3"
Allied Health Science,Public Health,345,79.12,False,not admitted,"C6, C6, A1, C5, A1"
Education,Human Kinetic and Health Education,245,73.62,False,not admitted,"A1, C4, A1, B2, C4"
Arts,English Language and Linguistics,144,55.0,False,not admitted,"A1, C4, A1, C6, C6"
Agriculture,Crop Production,252,68.5,False,not admitted,"C4, A1, C6, C4, B3"
Law,Jurisprudence and Public Law,177,58.12,False,not admitted,"B2, C5, C5, C5, B2"
Law,Common Law,204,69.5,False,not admitted,"B2, A1, B2, A1, C5"
Management and Social Sciences,Economics and Development Studies,284,77.5,True,not admitted,"A1, B2, C5, B3, B2"
Management and Social Sciences,Accounting and Finance,356,77.5,False,not admitted,"C6, C4, C6, B2, C4"
Pure and Applied Science,Zoology,353,84.12,True,not admitted,"B3, C4, B2, C4, B2"
Education,Early Childhood and Primary Education,176,55.0,True,not admitted,"C6, C4, C4, B3, C5"
Allied Health Science,Public Health,387,84.38,True,not admitted,"C4, C6, C6, B2, A1"
Pure and Applied Science,Zoology,299,73.38,False,not admitted,"C4, B2, C4, B3, C6"
Engineering and Technology,Electrical and Computer Engineering,132,59.5,True,not admitted,"B3, C4, A1, A1, B3"
Education,Business and Entrepreneurship Education,330,87.25,True,not admitted,"A1, A1, A1, C4, B2"
Management and Social Sciences,Accounting and Finance,289,70.12,True,not admitted,"C6, B3, C4, C4, C4"
Information and Communication Technology,Computer Science,313,80.12,False,not admitted,"B2, C4, A1, C5, B2"
Education,Human Kinetic and Health Education,237,64.62,False,not admitted,"B3, C4, C4, C5, C4"
Education,Special Education,122,57.25,True,not admitted,"B3, A1, A1, C6, B2"
Education,Human Kinetic and Health Education,315,78.38,False,not admitted,"A1, C6, B3, B3, B3"
Agriculture,Agricultural Economics and Extension Services,174,55.75,True,not admitted,"C6, B2, C5, C5, B3"
Allied Health Science,Medical Laboratory Science,132,53.5,True,not admitted,"C4, B2, B2, C5, C5"
Pure and Applied Science,Geology and Mineral Sciences,230,68.75,True,not admitted,"A1, A1, C6, C4, B3"
Law,Business and Private Law,374,86.75,False,not admitted,"B3, A1, B2, B3, C6"
Education,Arts and Science Education,309,73.62,False,not admitted,"C4, C4, C5, B3, C4"
Law,Jurisprudence and Public Law,204,63.5,True,not admitted,"C4, C6, A1, C4, B2"
Engineering and Technology,Civil and Environmental Engineering,227,62.38,True,not admitted,"B3, B2, C6, C5, C5"
Law,Jurisprudence and Public Law,172,62.5,False,not admitted,"B2, B2, A1, C6, B3"
Agriculture,Agricultural Economics and Extension Services,243,69.38,True,not admitted,"C6, B2, A1, C6, A1"
Management and Social Sciences,Politics and Governance,189,58.62,True,not admitted,"B2, C5, C5, B2, C6"
Arts,Performing Arts and Film Studies,135,60.88,True,not admitted,"B3, B3, B2, A1, B2"
Law,Common Law,277,72.62,True,not admitted,"C4, B3, A1, C6, B3"
Agriculture,Crop Production,278,72.75,True,not admitted,"A1, B3, B2, C5, C6"
Agriculture,Food Science and Technology,229,68.62,True,not admitted,"A1, C4, A1, C5, C4"
Engineering and Technology,Electrical and Computer Engineering,326,78.75,True,not admitted,"C4, A1, C4, B3, C5"
Engineering and Technology,Materials Science and Engineering,261,73.62,False,not admitted,"B3, B2, A1, C5, B3"
Engineering and Technology,Aeronautics and Astronautics Engineering,301,69.62,True,not admitted,"C6, C6, A1, C4, C6"
Pure and Applied Science,Biochemistry,299,82.38,False,not admitted,"A1, A1, B2, B3, B3"
Arts,"Religions, History and Heritage Studies",231,61.88,True,not admitted,"C5, C4, B3, C5, C5"
Agriculture,Crop Production,127,51.88,True,not admitted,"A1, C6, A1, C6, C5"
Education,Special Education,189,59.62,False,not admitted,"C4, C4, C5, C4, B2"
Arts,"Religions, History and Heritage Studies",373,82.62,True,not admitted,"C4, C5, B2, C5, B3"
Education,Arts and Science Education,253,69.62,False,not admitted,"C4, B3, B3, C6, A1"
Education,Special Education,178,64.25,True,not admitted,"B2, C5, B2, B3, A1"
Information and Communication Technology,Computer Science,319,81.88,False,not admitted,"B2, B3, A1, C5, B2"
Information and Communication Technology,Library and Information Science,325,75.62,True,not admitted,"C4, C4, C4, B2, C6"
Education,Business and Entrepreneurship Education,389,87.62,True,not admitted,"C5, A1, C4, A1, C5"
Arts,Fine and Applied Arts,141,56.62,False,not admitted,"B3, C4, C6, A1, B2"
Agriculture,Crop Production,296,75.0,True,not admitted,"B2, C5, C4, C5, A1"
Agriculture,Crop Production,188,55.5,True,not admitted,"C6, C6, B3, C6, B2"
Arts,Performing Arts and Film Studies,334,83.75,True,not admitted,"B3, B3, C5, A1, A1"
Allied Health Science,Medical Laboratory Science,275,70.38,True,not admitted,"B3, C4, B3, C4, C5"
Information and Communication Technology,Mass Communication,385,85.12,True,not admitted,"B3, C6, B3, B3, B3"
Engineering and Technology,Food and Agricultural Engineering,129,55.12,True,not admitted,"B2, B3, B2, C6, B3"
Engineering and Technology,Materials Science and Engineering,214,69.75,True,not admitted,"C4, B2, C4, A1, A1"
Arts,Performing Arts and Film Studies,261,64.62,False,not admitted,"C6, C6, C5, C5, A1"
Management and Social Sciences,Economics and Development Studies,379,84.38,True,not admitted,"B2, C4, B2, C4, C6"
Law,Business and Private Law,213,70.62,False,not admitted,"A1, A1, C4, A1, C4"
Agriculture,Crop Production,130,54.25,True,not admitted,"B3, B3, C4, B3, C4"
Management and Social Sciences,Business and Entrepreneurship,125,58.62,True,not admitted,"B3, A1, A1, B3, C4"
Allied Health Science,Environmental Health Science,236,69.5,True,not admitted,"B3, B2, B2, C5, B3"
Agriculture,Food Science and Technology,134,53.75,True,not admitted,"C4, A1, B3, C4, C6"
Information and Communication Technology,Mass Communication,284,76.5,True,not admitted,"A1, C5, A1, C4, B3"
Education,Early Childhood and Primary Education,384,85.0,True,not admitted,"C4, C6, B2, B3, B3"
Arts,English Language and Linguistics,355,79.38,True,not admitted,"B3, C6, B3, B3, C5"
Information and Communication Technology,Computer Science,354,82.25,False,not admitted,"B2, B3, B3, C4, C5"
Management and Social Sciences,Business and Entrepreneurship,210,70.25,False,not admitted,"B2, A1, A1, B3, C4"
Management and Social Sciences,Accounting and Finance,156,58.5,False,not admitted,"C4, B3, A1, C5, B3"
Law,Business and Private Law,242,62.25,True,not admitted,"C5, B2, C5, C5, C6"
Law,Jurisprudence and Public Law,314,73.25,False,not admitted,"B3, C6, C4, C5, B3"
Management and Social Sciences,Economics and Development Studies,390,87.75,False,not admitted,"C6, C5, B2, B2, A1"
Agriculture,"Animal Production, Fisheries and Aquaculture",140,52.5,False,not admitted,"B3, C4, B3, C5, C5"
Management and Social Sciences,Politics and Governance,153,47.12,True,not admitted,"C5, C6, C5, C6, C5"
Education,Human Kinetic and Health Education,204,66.5,True,not admitted,"B3, A1, B3, B3, C4"
Agriculture,Crop Production,224,64.0,True,not admitted,"B2, C4, C6, C6, A1"
Arts,Performing Arts and Film Studies,260,75.5,False,not admitted,"B2, C5, B2, A1, B2"
Law,Common Law,339,84.38,True,not admitted,"B3, C5, B2, A1, B2"
Engineering and Technology,Electrical and Computer Engineering,141,52.62,True,not admitted,"C5, B3, C6, C5, A1"
Management and Social Sciences,Tourism and Hospitality Management,282,74.25,False,not admitted,"A1, A1, C5, B3, C6"
Arts,Arabic and French,172,58.5,False,not admitted,"C5, B3, A1, B3, C6"
Arts,English Language and Linguistics,149,57.62,True,not admitted,"C4, B3, B2, C6, A1"
Education,Special Education,240,67.0,False,not admitted,"C4, C5, B2, B3, C4"
Management and Social Sciences,Politics and Governance,299,70.38,True,not admitted,"C5, B3, C5, C5, C4"
Information and Communication Technology,Mass Communication,309,70.62,True,not admitted,"A1, C6, C5, C6, C5"
Agriculture,Crop Production,138,59.25,False,not admitted,"A1, A1, B2, C6, B3"
Law,Jurisprudence and Public Law,341,71.62,False,not admitted,"C5, C6, C6, C6, B3"
Management and Social Sciences,Tourism and Hospitality Management,288,65.0,False,not admitted,"C6, C5, C6, C4, C5"
Information and Communication Technology,Mass Communication,165,56.62,True,not admitted,"C6, B2, C6, A1, C4"
Information and Communication Technology,Mass Communication,174,56.75,True,not admitted,"C4, A1, C6, B3, C6"
Education,Educational Management,331,76.38,False,not admitted,"C6, B2, B3, C6, B3"
Management and Social Sciences,Politics and Governance,142,51.75,False,not admitted,"C6, B3, B3, C5, C4"
Agriculture,Food Science and Technology,137,53.12,True,not admitted,"B3, B3, B3, C4, C6"
Agriculture,"Animal Production, Fisheries and Aquaculture",358,83.75,True,not admitted,"B3, C6, B3, A1, B3"
Education,Educational Management,141,60.62,True,not admitted,"A1, B3, B2, B2, C4"
Education,Educational Management,379,83.38,True,not admitted,"B2, C5, B3, C5, C4"
Agriculture,Crop Production,301,70.62,True,not admitted,"C4, B3, C5, C4, C6"
Engineering and Technology,Materials Science and Engineering,170,62.25,False,not admitted,"C6, A1, B3, B3, A1"
Education,Early Childhood and Primary Education,134,54.75,True,not admitted,"B2, B3, B2, C5, C5"
Management and Social Sciences,Business and Entrepreneurship,378,90.25,True,not admitted,"A1, B3, B3, B2, B3"
Engineering and Technology,Electrical and Computer Engineering,188,60.5,True,not admitted,"B2, C6, C4, B2, C4"
Law,Common Law,398,89.75,True,not admitted,"C4, B2, B2, C4, B3"
Management and Social Sciences,Tourism and Hospitality Management,365,83.62,True,not admitted,"B3, B2, C4, C6, B2"
Information and Communication Technology,Mass Communication,253,64.62,True,not admitted,"C6, B3, C5, C6, B2"
Arts,English Language and Linguistics,218,61.25,True,not admitted,"A1, C6, C6, C6, B2"
Information and Communication Technology,Mass Communication,254,70.75,True,not admitted,"C4, B2, B2, B3, C5"
Pure and Applied Science,Plant and Environmental Biology,247,73.88,False,not admitted,"A1, B3, C5, B2, A1"
Law,Jurisprudence and Public Law,243,69.38,True,not admitted,"C4, A1, B2, C5, C4"
Allied Health Science,Environmental Health Science,368,91.0,True,not admitted,"B2, C4, A1, B2, A1"
Engineering and Technology,Electrical and Computer Engineering,130,53.25,True,not admitted,"A1, C6, C4, C5, B2"
Information and Communication Technology,Mass Communication,307,78.38,True,not admitted,"B2, B3, B3, B2, C5"
Agriculture,"Animal Production, Fisheries and Aquaculture",227,67.38,True,not admitted,"B2, B3, C5, B3, B3"
Management and Social Sciences,Tourism and Hospitality Management,249,64.12,True,not admitted,"C6, C6, C6, B3, A1"
Law,Jurisprudence and Public Law,327,78.88,True,not admitted,"B3, B2, A1, C5, C6"
Arts,"Religions, History and Heritage Studies",186,64.25,False,not admitted,"B3, B3, B3, B2, B3"
Pure and Applied Science,Chemistry and Industrial Chemistry,371,84.38,True,not admitted,"B3, A1, C6, A1, C6"
Management and Social Sciences,Accounting and Finance,295,74.88,True,not admitted,"C6, C4, B2, A1, C4"
Engineering and Technology,Food and Agricultural Engineering,185,57.12,True,not admitted,"C6, C6, B2, B2, C5"
Law,Jurisprudence and Public Law,251,65.38,True,not admitted,"C6, C5, A1, C5, C4"
Management and Social Sciences,Tourism and Hospitality Management,169,62.12,True,not admitted,"C4, A1, A1, C6, B2"
Management and Social Sciences,Politics and Governance,168,56.0,True,not admitted,"B3, C5, C6, B3, B3"
Allied Health Science,Environmental Health Science,249,62.12,True,not admitted,"C5, C4, B3, C6, C6"
Engineering and Technology,Materials Science and Engineering,286,73.75,True,not admitted,"C5, A1, A1, C6, C4"
Engineering and Technology,Mechanical Engineering,305,76.12,False,not admitted,"C6, A1, A1, C5, C4"
Engineering and Technology,Electrical and Computer Engineering,228,69.5,True,not admitted,"A1, C5, C5, B2, A1"
Pure and Applied Science,Geology and Mineral Sciences,305,72.12,False,not admitted,"C6, C6, A1, B3, C5"
Allied Health Science,Medical Laboratory Science,145,56.12,True,not admitted,"C4, B3, B3, C5, B2"
Arts,"Religions, History and Heritage Studies",321,80.12,False,not admitted,"A1, C5, C5, B2, B2"
Pure and Applied Science,Microbiology,389,86.62,True,not admitted,"C4, C5, A1, C6, A1"
